wavelength (nm),irradiance_mar25_mar29 (W/m^2/nm),irradiance_mar30_apr04 (W/m^2/nm),irradiance_apr10_apr16 (W/m^2/nm),source (1: TIMED XPS, 2: Rocket EVE, 3: TIMED EGS, 4: SORCE SOLSTICE, 5: SORCE SIM, -1: fill)
19.95,1.9291E-5,1.9291E-5,1.3948E-5,2
20.05,3.0517E-5,3.0517E-5,2.1856E-5,2
20.15,7.8833E-5,7.8833E-5,5.6659E-5,2
20.25,9.6195E-5,9.6195E-5,6.9281E-5,2
20.35,4.2951E-5,4.2951E-5,3.0716E-5,2
20.45,2.8367E-5,2.8367E-5,2.0285E-5,2
20.55,1.8807E-5,1.8807E-5,1.3678E-5,2
20.65,3.0415E-5,3.0415E-5,2.2086E-5,2
20.75,4.679E-5,4.679E-5,3.4215E-5,2
20.85,2.9399E-5,2.9399E-5,2.1058E-5,2
20.95,3.8737E-5,3.8737E-5,2.7768E-5,2
21.05,2.9964E-5,2.9964E-5,2.1845E-5,2
21.15,4.2516E-5,4.2516E-5,2.9986E-5,2
21.25,2.0264E-5,2.0264E-5,1.4545E-5,2
21.35,1.7621E-5,1.7621E-5,1.2629E-5,2
21.45,2.895E-5,2.895E-5,2.1259E-5,2
21.55,2.4165E-5,2.4165E-5,1.761E-5,2
21.65,5.7767E-5,5.7767E-5,4.2211E-5,2
21.75,6.0994E-5,6.0994E-5,4.4978E-5,2
21.85,3.8481E-5,3.8481E-5,2.7038E-5,2
21.95,4.2965E-5,4.2965E-5,3.0302E-5,2
22.05,5.9071E-5,5.9071E-5,4.2479E-5,2
22.15,4.193E-5,4.193E-5,2.9918E-5,2
22.25,3.5123E-5,3.5123E-5,2.5684E-5,2
22.35,5.2942E-5,5.2942E-5,3.8346E-5,2
22.45,1.0257E-4,1.0257E-4,7.3916E-5,2
22.55,1.0042E-4,1.0042E-4,7.3106E-5,2
22.65,1.2214E-4,1.2214E-4,8.8825E-5,2
22.75,9.1087E-5,9.1087E-5,6.5979E-5,2
22.85,5.5793E-5,5.5793E-5,3.9933E-5,2
22.95,3.7329E-5,3.7329E-5,2.7489E-5,2
23.05,5.2122E-5,5.2122E-5,3.8108E-5,2
23.15,3.2118E-5,3.2118E-5,2.3801E-5,2
23.25,3.3323E-5,3.3323E-5,2.4132E-5,2
23.35,6.3612E-5,6.3612E-5,4.5264E-5,2
23.45,7.0919E-5,7.0919E-5,5.1285E-5,2
23.55,2.8122E-5,2.8122E-5,2.0695E-5,2
23.65,3.3044E-5,3.3044E-5,2.4193E-5,2
23.75,4.9243E-5,4.9243E-5,3.5738E-5,2
23.85,4.6033E-5,4.6033E-5,3.4196E-5,2
23.95,1.7248E-5,1.7248E-5,1.2508E-5,2
24.05,3.8233E-5,3.8233E-5,2.7647E-5,2
24.15,1.3427E-4,1.3427E-4,9.8476E-5,2
24.25,8.9688E-5,8.9688E-5,6.5284E-5,2
24.35,4.9589E-5,4.9589E-5,3.5182E-5,2
24.45,5.45E-5,5.45E-5,4.0225E-5,2
24.55,3.7272E-5,3.7272E-5,2.7639E-5,2
24.65,2.1827E-5,2.1827E-5,1.5844E-5,2
24.75,2.6756E-5,2.6756E-5,1.9492E-5,2
24.85,2.1692E-5,2.1692E-5,1.5898E-5,2
24.95,1.4946E-5,1.4946E-5,1.0622E-5,2
25.05,7.8219E-6,7.8219E-6,5.7287E-6,2
25.15,1.8011E-5,1.8011E-5,1.267E-5,2
25.25,1.4498E-5,1.4498E-5,1.0201E-5,2
25.35,2.1061E-5,2.1061E-5,1.516E-5,2
25.45,2.9564E-5,2.9564E-5,1.9008E-5,2
25.55,5.1551E-5,5.1551E-5,3.7439E-5,2
25.65,3.1095E-4,3.1095E-4,2.2611E-4,2
25.75,2.0363E-4,2.0363E-4,1.4477E-4,2
25.85,7.5902E-5,7.5902E-5,5.4927E-5,2
25.95,3.1156E-5,3.1156E-5,2.2585E-5,2
26.05,2.3132E-5,2.3132E-5,1.6884E-5,2
26.15,2.433E-5,2.433E-5,1.7568E-5,2
26.25,4.0351E-6,4.0351E-6,2.5586E-6,2
26.35,1.3175E-5,1.3175E-5,8.5569E-6,2
26.45,4.0897E-5,4.0897E-5,2.8648E-5,2
26.55,9.1016E-6,9.1016E-6,6.3073E-6,2
26.65,1.1609E-5,1.1609E-5,8.4879E-6,2
26.75,4.0061E-6,4.0061E-6,2.891E-6,2
26.85,3.4543E-6,3.4543E-6,2.2274E-6,2
26.95,4.4038E-6,4.4038E-6,2.7997E-6,2
27.05,1.2418E-5,1.2418E-5,7.7169E-6,2
27.15,2.3413E-5,2.3413E-5,1.5746E-5,2
27.25,3.1714E-5,3.1714E-5,2.0477E-5,2
27.35,8.2719E-6,8.2719E-6,5.2921E-6,2
27.45,2.0076E-5,2.0076E-5,1.1903E-5,2
27.55,3.7562E-5,3.7562E-5,2.2949E-5,2
27.65,4.522E-5,4.522E-5,3.1827E-5,2
27.75,4.8207E-5,4.8207E-5,3.3457E-5,2
27.85,3.1502E-5,3.1502E-5,2.1172E-5,2
27.95,1.2839E-5,1.2839E-5,8.183E-6,2
28.05,1.0333E-5,1.0333E-5,6.6717E-6,2
28.15,5.7933E-6,5.7933E-6,3.7322E-6,2
28.25,8.0463E-6,8.0463E-6,4.5268E-6,2
28.35,3.1913E-5,3.1913E-5,1.5435E-5,2
28.45,5.0204E-5,5.0204E-5,2.1712E-5,2
28.55,9.2295E-6,9.2295E-6,4.7372E-6,2
28.65,6.2632E-6,6.2632E-6,3.9934E-6,2
28.75,2.3606E-6,2.3606E-6,1.7876E-6,2
28.85,4.157E-6,4.157E-6,2.9583E-6,2
28.95,6.1801E-6,6.1801E-6,3.9312E-6,2
29.05,2.2215E-5,2.2215E-5,1.586E-5,2
29.15,9.4529E-6,9.4529E-6,6.6649E-6,2
29.25,4.0511E-5,4.0511E-5,2.7676E-5,2
29.35,1.4583E-5,1.4583E-5,1.016E-5,2
29.45,4.8522E-6,4.8522E-6,3.1873E-6,2
29.55,2.3699E-5,2.3699E-5,1.5009E-5,2
29.65,5.5036E-5,5.5036E-5,3.3762E-5,2
29.75,3.0894E-6,3.0894E-6,1.9142E-6,2
29.85,2.1874E-6,2.1874E-6,1.3738E-6,2
29.95,2.938E-6,2.938E-6,1.7621E-6,2
30.05,5.5564E-6,5.5564E-6,3.3059E-6,2
30.15,4.2233E-6,4.2233E-6,2.1341E-6,2
30.25,2.0545E-5,2.0545E-5,1.1384E-5,2
30.35,0.0053495,0.0053495,0.0033645,2
30.45,0.0011361,0.0011361,7.0962E-4,2
30.55,2.9724E-5,2.9724E-5,2.4401E-5,2
30.65,1.5764E-5,1.5764E-5,1.1483E-5,2
30.75,1.0081E-5,1.0081E-5,7.2318E-6,2
30.85,1.6695E-5,1.6695E-5,1.0854E-5,2
30.95,6.2729E-6,6.2729E-6,4.1828E-6,2
31.05,4.0876E-6,4.0876E-6,2.6275E-6,2
31.15,2.8931E-5,2.8931E-5,1.6535E-5,2
31.25,2.6232E-5,2.6232E-5,1.5151E-5,2
31.35,4.9554E-5,4.9554E-5,3.0695E-5,2
31.45,9.1603E-5,9.1603E-5,6.0927E-5,2
31.55,7.739E-5,7.739E-5,5.4512E-5,2
31.65,7.0767E-5,7.0767E-5,4.8163E-5,2
31.75,2.1408E-5,2.1408E-5,1.5253E-5,2
31.85,1.0068E-5,1.0068E-5,6.6341E-6,2
31.95,7.6361E-5,7.6361E-5,5.5013E-5,2
32.05,5.2335E-5,5.2335E-5,3.2921E-5,2
32.15,8.3281E-6,8.3281E-6,5.054E-6,2
32.25,6.5217E-6,6.5217E-6,3.8922E-6,2
32.35,5.9805E-6,5.9805E-6,3.591E-6,2
32.45,4.1693E-6,4.1693E-6,2.7042E-6,2
32.55,4.6919E-6,4.6919E-6,2.9979E-6,2
32.65,8.0543E-6,8.0543E-6,4.3405E-6,2
32.75,4.6224E-6,4.6224E-6,2.442E-6,2
32.85,1.0727E-5,1.0727E-5,6.1631E-6,2
32.95,4.0808E-6,4.0808E-6,2.6195E-6,2
33.05,3.5272E-6,3.5272E-6,2.5741E-6,2
33.15,3.0543E-6,3.0543E-6,1.6696E-6,2
33.25,2.746E-5,2.746E-5,1.2846E-5,2
33.35,1.5006E-5,1.5006E-5,5.9005E-6,2
33.45,2.3241E-5,2.3241E-5,6.9667E-6,2
33.55,7.7476E-5,7.7476E-5,2.0786E-5,2
33.65,6.5794E-6,6.5794E-6,2.2703E-6,2
33.75,8.1653E-6,8.1653E-6,3.6868E-6,2
33.85,2.127E-5,2.127E-5,1.2132E-5,2
33.95,1.7707E-5,1.7707E-5,1.072E-5,2
34.05,8.2076E-6,8.2076E-6,5.0424E-6,2
34.15,4.3071E-5,4.3071E-5,2.5937E-5,2
34.25,5.4189E-5,5.4189E-5,3.2184E-5,2
34.35,3.9983E-6,3.9983E-6,2.4518E-6,2
34.45,2.493E-5,2.493E-5,1.4994E-5,2
34.55,9.9956E-5,9.9956E-5,5.7296E-5,2
34.65,2.3635E-5,2.3635E-5,1.274E-5,2
34.75,9.3788E-5,9.3788E-5,4.8479E-5,2
34.85,3.6363E-5,3.6363E-5,1.8222E-5,2
34.95,7.8303E-5,7.8303E-5,4.439E-5,2
35.05,4.9549E-5,4.9549E-5,2.1853E-5,2
35.15,1.3059E-5,1.3059E-5,6.969E-6,2
35.25,8.2025E-5,8.2025E-5,4.1205E-5,2
35.35,2.0016E-5,2.0016E-5,1.0169E-5,2
35.45,2.7964E-5,2.7964E-5,1.3387E-5,2
35.55,2.1029E-5,2.1029E-5,9.8953E-6,2
35.65,3.8423E-5,3.8423E-5,1.9593E-5,2
35.75,6.9278E-6,6.9278E-6,3.6422E-6,2
35.85,2.6664E-5,2.6664E-5,1.2419E-5,2
35.95,3.0505E-5,3.0505E-5,1.1987E-5,2
36.05,4.199E-5,4.199E-5,1.1949E-5,2
36.15,1.7423E-5,1.7423E-5,5.9451E-6,2
36.25,4.9322E-6,4.9322E-6,2.1104E-6,2
36.35,7.6586E-6,7.6586E-6,3.4961E-6,2
36.45,5.7898E-5,5.7898E-5,2.6434E-5,2
36.55,4.423E-5,4.423E-5,2.2513E-5,2
36.65,6.155E-6,6.155E-6,2.7035E-6,2
36.75,1.4836E-4,1.4836E-4,9.2301E-5,2
36.85,2.6948E-4,2.6948E-4,1.7867E-4,2
36.95,2.0141E-5,2.0141E-5,1.2923E-5,2
37.05,3.8581E-6,3.8581E-6,2.9139E-6,2
