source_id,ra_deg,dec_deg,paralaxe_mas,erro_paralaxe_mas,pmra_mas_ano,pmdec_mas_ano,vel_radial_km_s,G_mag,BP_RP
3978879594463300992,171.049093,21.359805,68.0420,0.0288,-1037.8986,-17.1075,,14.1249,0.4573
672091364541849344,117.075149,20.363716,68.0334,0.0223,1450.0375,-992.0550,53.21,10.5529,2.1703
348515297330773120,25.451343,42.612700,68.0244,0.3718,824.7607,-156.4226,0.20,4.8004,0.8052
2450599697900838912,23.491874,-17.640773,68.0187,0.0497,42.7216,-186.1282,6.74,11.7371,2.7667
1014058103758571520,134.798964,48.040871,68.0010,0.4223,-439.8355,-214.0710,13.00,3.1210,0.5076
5444217638657849856,159.220858,-34.696017,67.9608,1.5952,-42.1093,-455.2841,,20.8404,2.0685
630505494719360,46.613135,1.961064,67.9335,0.0274,389.2531,-925.0263,-31.35,8.4576,1.7277
240945608019526272,50.758983,42.004399,67.8821,0.0288,275.3827,-688.1409,-24.67,13.6118,3.3329
740483560857296768,152.922607,28.763239,67.8794,0.0571,-124.8253,-713.2437,,16.5468,1.7028
5902750168276592256,230.439776,-48.318856,67.8467,0.0601,-1623.2748,-275.5476,-68.78,5.4822,0.8367
5994771148252505216,239.418214,-42.625082,67.8433,0.0246,-257.0979,-190.7978,35.67,7.6580,1.3662
2920772722738017920,105.308232,-25.948560,67.8007,0.2184,205.9494,42.3406,12.44,6.4684,1.0572
393621524910343296,2.232273,49.316544,67.7617,0.0360,352.6707,202.4241,-7.10,14.3845,3.7711
139860666488305664,43.035102,34.384950,67.6743,0.0147,995.8045,-990.4427,-49.89,9.0271,1.6715
1282632682337912832,221.071087,30.035773,67.6546,0.0669,-94.3846,-340.3289,,15.9061,4.8307
3143635723866162432,117.966084,5.547392,67.6213,0.0190,443.2459,-409.8853,44.95,13.1417,3.2153
4609151442264875648,267.897643,37.828019,67.6114,0.0258,-89.9396,349.2965,,14.0668,3.6966
971499272821709440,93.507162,51.668470,67.6009,0.0240,-373.7988,-98.7084,62.36,11.6750,2.6221
4423865487962417024,236.007389,2.514559,67.6007,0.0360,-42.4311,-136.8449,18.95,5.7004,0.8525
4586421272746553472,275.867672,28.166944,67.5465,0.0231,-77.3742,-183.9511,-21.76,11.3639,2.7067
4477025122831072768,275.522494,6.344267,67.5409,0.0257,-1190.3868,111.1033,-43.75,11.3828,2.5929
2312821266302222720,0.667880,-34.231052,67.5291,0.0286,152.2120,-762.2206,,14.8807,0.6292
4701057557644479232,32.818602,-63.229574,67.5240,0.0184,-669.6025,-345.9817,11.82,11.1642,2.4552
5734737438536674432,130.700719,-13.787113,67.5216,0.0329,-266.0067,-24.8457,,15.5930,0.8968
6465749496610128512,324.174829,-50.846272,67.5002,0.0175,423.5383,-199.4841,27.03,6.8950,1.0831
5835498883232034816,242.427224,-56.443667,67.4469,0.0190,-135.1054,333.7933,36.52,6.8669,1.0539
1831553382794173824,308.589207,25.061316,67.4085,0.0367,-403.3867,-563.4039,,11.5366,-0.2754
6127333286605955072,189.703585,-49.800390,67.4058,0.0186,-557.1106,-74.0359,,13.7929,0.0475
6391176735363140480,347.416897,-67.733773,67.3957,0.0198,-318.0451,-214.0678,4.44,7.8316,1.4824
6768500538717144064,296.225750,-23.633981,67.3881,0.1750,315.1389,-136.1972,,13.0513,3.2650
1431176943768691328,248.580692,57.174461,67.3539,0.0214,-1110.9456,1199.3854,,14.8487,0.6850
4660766641264343680,82.187365,-65.447962,67.3331,0.4414,37.5543,158.5736,31.48,6.6906,1.0992
6558209044297239424,329.409494,-51.010522,67.3024,0.0197,-46.2042,-397.4627,,14.5162,0.5812
1431176943768690816,248.575581,57.167574,67.2876,0.0337,-1113.7971,1180.9770,,11.4907,2.9244
6558208838138808576,329.421432,-51.007866,67.2743,0.0205,-35.3238,-379.8929,-7.00,9.4067,2.4292
6234648404610590208,235.117683,-26.233624,67.2738,0.1456,-1149.8885,-1131.2294,,15.7249,4.8695
3814642931282607104,165.336690,3.002995,67.2627,0.0528,1074.0256,-402.2905,-1.15,12.6746,2.9221
5970971561918864768,251.320599,-38.809501,67.2326,0.2409,14.0780,-38.0076,,9.1439,2.0577
6385548541499112448,340.496334,-69.172209,67.2123,0.0187,334.4194,-726.9859,-9.90,13.3650,3.3893
2043885295914531072,284.257688,32.900721,67.1412,0.1185,164.1589,-134.6485,-42.58,5.1741,0.7795
3899128064731508736,178.470888,6.994985,67.1389,0.0995,314.5348,-894.1851,,15.2683,4.4656
2379962604166006016,347.569138,-25.931195,67.1014,0.0228,715.7832,24.9425,-6.99,10.3256,2.2694
121843656638575872,48.553529,28.674320,67.0684,0.0700,311.1957,-750.0103,,14.5823,3.9109
4315804351350378496,291.245777,11.947271,67.0153,0.0657,721.2922,642.9685,-100.33,4.9714,0.9042
746545172372256384,150.249968,31.921762,66.9958,0.0921,-528.8706,-429.3757,55.99,5.2050,0.8405
4660766641264343552,82.186057,-65.445561,66.9919,0.0808,66.1441,126.0071,32.19,11.3543,3.0067
1293234723208262144,223.617097,35.545428,66.9916,0.0236,149.3860,-841.2240,-40.76,11.1121,2.7208
4502369583096912896,271.702440,17.347174,66.9820,0.0242,20.1359,165.7070,-35.76,12.4622,2.8696
746545859566712832,150.206475,31.927318,66.9296,0.3811,-533.9511,-428.5215,,14.1240,4.0897
1209281444150517120,233.829066,17.717134,66.9291,0.0200,-1209.5104,-171.1824,-44.24,13.4253,3.1288
1923896725839633024,352.350242,41.468346,66.9136,0.0208,409.4331,-42.9141,-15.35,10.7112,2.6102
4975284381907834752,11.435778,-47.548499,66.8903,0.1364,163.4433,92.0290,-11.07,12.2040,2.8262
5663558453071724288,145.558125,-23.914401,66.8827,0.1123,-399.4968,262.3193,34.70,4.7721,0.7008
1209281375431039104,233.829855,17.712292,66.8775,0.0292,-1211.1074,-164.3940,-43.93,11.3496,2.4395
2995725777563537792,89.101033,-14.167081,66.8573,0.1759,-41.4741,139.2215,-1.87,3.6359,0.5394
823228721067307392,150.586420,48.082247,66.8448,0.0230,-633.0736,-1474.8271,-10.18,9.2732,2.0252
3746973763029907328,202.627061,19.153756,66.8314,0.0371,-503.5863,-1283.7313,-23.02,13.1976,3.1146
2371032916186181760,11.248678,-15.274191,66.8287,0.0479,318.1521,-596.6229,-13.74,12.6539,3.0310
3489338019475637760,182.103880,-24.729053,66.7696,0.1804,96.9757,-40.0226,,3.9466,0.4981
2232966828771055744,343.167530,75.071314,66.7608,0.0206,123.2859,-132.0456,-20.40,12.2289,3.0546
2805045756653326080,12.639542,24.816575,66.7256,0.0740,203.4284,-31.3363,7.13,11.2407,2.7810
1138963758544545280,123.427230,79.301370,66.7154,0.0168,-350.8645,-407.8282,-1.01,13.1938,3.1891
6518076316215261568,336.274378,-47.882540,66.7144,0.0302,488.0278,-642.3194,-10.75,11.2145,2.7517
4581486217883307008,266.517565,24.653627,66.6049,0.0228,-371.2270,508.0331,-79.43,11.5484,2.5890
3504014060164255104,197.341152,-23.511634,66.6038,0.0976,15.7296,-383.7718,,16.1202,4.8750
3808159454810609280,162.176439,1.198477,66.5894,0.1610,-439.5745,-231.4463,,17.6740,5.0130
4975284347548097152,11.424370,-47.558161,66.5733,0.0266,178.3998,90.7573,-10.73,12.9734,3.0652
1873073175244118784,315.025944,40.069067,66.5535,0.0722,602.2343,-250.5211,,9.3968,2.2391
6035956925371144832,240.483705,-33.953335,66.5519,0.2734,-328.1779,-296.8795,-27.25,11.3416,2.6608
1159745146784043264,225.334155,5.546794,66.5428,0.0314,83.4654,-442.6293,-6.51,11.0747,2.5880
6116110468338455680,214.355582,-40.304202,66.5365,0.0265,-388.8934,12.3697,-1.13,11.2766,2.4823
2918040883015489408,90.594019,-20.326461,66.5163,0.0195,-45.1633,554.7857,5.68,12.0199,2.7030
6357629089412187648,337.646876,-75.264875,66.5095,0.0379,409.5135,-1827.8767,,16.4431,1.5277
5550862879208886400,99.297868,-50.038234,66.4943,0.0137,157.7063,4.4657,-2.60,8.9834,1.8939
3850237416912716928,149.734615,5.966341,66.4857,0.0232,-180.6656,-68.8365,9.86,13.0769,3.1424
6759481141756109056,290.376709,-29.262925,66.4827,0.0766,512.6109,250.6717,,15.5309,4.5819
2340736324254735488,1.176391,-20.974588,66.4805,0.1366,758.3600,85.2229,,16.8508,5.1268
2467242352575094784,25.994624,-6.913531,66.4750,0.0255,66.2287,48.0181,17.83,11.4526,2.5100
6357630601240673792,337.673755,-75.240125,66.4707,0.0339,410.9685,-1825.8355,,16.1853,1.4254
1736838805468812160,316.332627,7.066792,66.4626,0.0225,78.5623,-563.9092,-66.81,7.8166,1.4963
1735245338242513536,310.851438,4.764686,66.4545,0.1746,446.3188,-145.5170,-48.86,13.5170,3.4489
4975284381908412672,11.441180,-47.551633,66.4509,0.0446,183.6353,79.0145,-10.92,5.6450,0.8088
3015684005638599168,84.000821,-7.647491,66.4426,0.0243,110.2466,466.6079,29.11,11.4764,2.8323
1120741689776617600,140.316804,73.109191,66.4390,0.0176,-912.0262,-343.0308,54.44,13.4655,3.1002
1923896622760418176,352.346575,41.464267,66.4328,0.8021,403.7452,-41.0369,-15.34,11.0783,2.9408
523433578540463488,16.799810,63.942746,66.3666,0.0161,1546.9442,319.0294,2.56,8.4159,1.6418
1740795157542164480,324.408915,8.146565,66.3652,0.6644,690.8561,85.5878,,19.9716,3.2397
3135225421986581504,114.845340,2.182573,66.3374,0.0208,-147.2837,-245.6817,19.47,8.8982,1.8908
892348454394856064,113.654977,31.869063,66.3110,0.0238,-201.4056,-96.9999,-51.65,8.2961,1.9318
3698979462002285824,180.986807,0.262663,66.2733,0.4974,-1219.5903,-282.1177,,19.1336,3.1964
4975284381905517824,11.436072,-47.548638,66.2491,0.1123,188.4815,104.1360,-11.64,12.1308,2.8286
6366571314402539008,304.051333,-75.517760,66.2324,0.0214,251.7378,37.7856,,13.8671,3.5419
6764810715133775744,291.970043,-28.189748,66.2179,0.0701,75.6770,-456.0202,,13.4894,3.4272
1889703529122914560,342.975801,31.754006,66.2052,0.0435,523.7997,-48.3200,-3.10,10.5010,2.5392
3633926753464638592,205.027998,-4.183967,66.2010,0.0249,-385.2223,481.3071,27.68,8.9411,1.7972
5809399363316632064,248.451846,-68.148126,66.1735,0.2713,-212.2821,-320.0304,,15.2809,4.5556
4446207564241339520,249.021210,8.812978,66.1553,0.0285,-518.3241,-158.6647,-44.07,12.3856,2.9554
3724242219117947904,210.885153,10.785386,66.1469,0.2708,88.2476,-309.4912,-8.52,6.1074,0.9277
4395113396338721024,259.169503,8.058091,66.1343,0.0312,-278.6958,-67.3627,-31.12,10.4785,2.3392
4497414466452138496,274.275077,13.468651,66.1104,0.0431,-436.2116,-1115.5534,,15.6151,1.1505
6035956895316486656,240.483475,-33.953435,66.0855,0.2341,-316.3491,-295.6973,-27.31,11.3355,2.6429
4780294722094459904,62.323079,-53.371096,66.0705,0.0172,1046.2359,584.1659,58.30,10.6839,2.5614
3127574019351694848,100.555782,3.590787,66.0601,0.0322,45.3914,-253.4649,83.26,12.0449,2.8407
5885471411757745408,233.210796,-54.174830,65.9864,0.0300,168.9548,-119.1685,-0.97,11.6061,2.7759
3127503620545728128,100.546828,3.580135,65.9755,0.0301,41.8012,-258.5800,82.75,10.8984,2.5629
5701750715316821248,130.244456,-23.452697,65.8772,0.0406,-461.3445,805.2206,87.11,10.7651,2.6638
3968118399284369280,165.837695,13.632847,65.8437,0.0701,-193.0805,76.5425,-4.68,11.6626,2.8087
4510987662629223424,282.962217,16.581141,65.7590,0.0159,-225.9063,-481.8279,-14.83,9.3814,1.9504
1631591147276525696,253.207572,63.078124,65.7514,0.0236,147.3773,152.8599,-21.72,12.7571,3.1374
5309974484478157696,139.211774,-55.931717,65.7467,0.0156,-114.9080,-458.8206,7.52,12.2499,2.6994
3023711269067191296,87.145858,-4.095664,65.7446,0.0307,61.4270,-229.2912,31.42,5.8059,0.8163
2136665454312416128,293.731494,53.258701,65.7445,0.0144,300.4404,481.8812,-26.85,11.1507,2.4206
5482827676662168832,98.454774,-58.524921,65.7220,0.0129,-404.0496,795.9496,26.24,10.5328,2.4278
5142787797211936640,28.533594,-15.607511,65.7059,0.0294,88.3517,-296.6179,-22.14,12.8678,3.0419
6009537829925128064,236.872700,-37.919946,65.6891,0.0257,-423.6923,-209.1076,,13.0008,0.1046
5826576346314528768,233.655256,-64.342634,65.6815,3.1060,-23.9206,-3.1153,,20.6242,2.3818
5736464668223622784,133.523452,-13.127734,65.6651,0.0767,357.1386,-520.8531,-23.65,11.5776,2.5538
1901773448080491392,335.872652,32.458303,65.6467,0.0706,243.5525,-251.9071,-20.72,10.3653,2.5529
1573086507223498496,183.089928,54.490173,65.6005,0.0247,239.3924,89.6394,-17.81,12.0971,2.7904
6009538585839374336,236.868913,-37.917263,65.5889,0.0342,-415.5066,-213.9909,-6.92,5.8338,0.8790
4966414930843912320,34.799708,-36.775679,65.5851,0.0911,1392.3342,544.6450,62.54,10.5341,2.4421
5183110874332308480,47.903611,-4.278627,65.5841,0.0341,164.6915,-382.4490,-43.61,12.1173,2.7317
1573086442800134272,183.088693,54.486166,65.5792,0.0131,232.5252,92.1479,-17.46,9.0431,1.8885
4934923028038871296,18.800559,-45.530873,65.5270,0.0704,665.0857,178.0698,11.90,4.8279,0.7279
2534338503471881728,20.686554,0.532129,65.5162,0.0992,-185.0391,-528.1052,-1.96,12.5874,3.0449
6319027263385067264,227.956466,-10.239465,65.5037,0.0311,-967.8827,-250.1958,8.37,12.7442,3.0358
2507016253701863040,33.230064,0.004811,65.4933,0.0308,555.4174,28.9847,27.54,12.0961,2.9605
3256334497479304832,59.369498,-1.157145,65.4918,0.0441,-209.4093,-139.7299,3.40,10.4378,2.4245
5384065896210582528,174.598365,-41.375431,65.4890,0.0272,-949.9459,60.1838,16.73,12.3518,2.8480
4404521333221783680,241.880093,-4.704553,65.4873,0.1119,-13.3724,-422.8050,,16.3504,4.8603
890284258753196544,109.074562,33.150948,65.4760,0.0287,-96.4207,-438.2670,9.48,12.9205,3.1290
3858896247076028288,159.002151,5.120787,65.4708,0.0494,-654.1207,127.5107,20.16,11.3671,2.7712
3479221035031532416,178.295847,-31.399535,65.4612,0.0290,-1137.8385,-138.2982,37.62,12.2720,2.8623
5588607120530408832,116.394311,-34.164962,65.4544,0.2145,-222.2673,1707.6958,104.58,5.1940,0.7957
3256334497479041024,59.368754,-1.160099,65.4262,0.0234,-185.7123,-142.9048,3.41,7.6726,1.3570
3011223668834627328,88.679035,-10.589941,65.4097,0.0231,-64.1777,-152.8359,,14.8511,0.5736
2781513733917711616,11.340895,16.578880,65.4057,0.1754,359.0686,-47.9099,,18.1424,4.4296
6572227714472220416,327.298784,-41.558993,65.3992,0.4530,280.1763,-223.7002,27.39,10.9558,2.5808
1901773452377248512,335.872255,32.458207,65.3811,0.0573,255.4089,-169.7845,-44.18,10.4011,2.5734
3005440443830195968,90.726507,-9.253679,65.3587,0.0348,115.8723,-593.7752,21.04,14.5893,3.8740
5931193640795532288,248.903614,-52.033165,65.3348,0.0293,-192.2475,88.9969,,13.7186,3.4142
2905516483501493120,82.769822,-30.197829,65.3303,0.0176,347.6637,-467.0492,-30.10,11.8372,2.6790
5605469299570245504,112.212522,-30.265516,65.3181,0.0244,-134.3725,-189.5204,,12.1621,3.1770
2926756741750933120,99.905096,-21.025533,65.3080,0.3247,-139.5106,45.2369,,12.0220,2.8121
1635375460142367104,254.009554,65.135023,65.2904,0.5470,237.1854,49.0770,-20.67,4.7508,0.6764
5588141992752796800,113.031237,-36.124875,65.2674,0.0148,-244.9138,-467.8490,19.19,11.8372,2.5922
5454500168322239872,161.319389,-30.808523,65.2656,0.0212,-31.3506,-232.2701,22.79,10.2901,2.2459
5170039467784804096,51.247847,-5.367171,65.2607,0.0277,-230.8832,-768.4793,-13.36,7.4653,1.3737
5655050092795276800,136.759997,-22.149052,65.2184,0.0468,-302.4185,-409.3882,-5.06,12.6144,3.1290
5809399363316630912,248.454653,-68.148414,65.1963,0.0674,-230.8746,-347.3393,,15.9446,4.6945
117709729140217216,52.207648,26.486169,65.1319,0.0327,225.8989,-133.0042,0.12,12.1377,2.7650
2797745549200763520,4.064321,19.857041,65.1081,0.0413,714.6346,-761.9697,6.98,10.9089,2.8418
6087242378235260800,202.752022,-45.584995,65.1046,0.0307,-619.3751,222.6433,70.38,12.2419,2.6738
2349206308999273984,12.894709,-22.911295,65.0902,0.0247,613.2599,-276.4516,14.52,8.4155,1.6042
2620145937091715072,331.540904,-7.394198,65.0852,0.0369,175.5268,-219.3778,,14.1921,3.6846
2349206343359507584,12.899607,-22.909835,65.0733,0.0501,619.8951,-280.8909,,14.3656,3.6989
2797745549200773120,4.070651,19.860692,65.0491,0.0394,708.1365,-748.8783,-1.45,11.8868,2.8727
6203502160773159424,221.026885,-34.448356,65.0438,0.0320,-83.0269,-438.1119,-0.11,12.7335,2.9403
429297924157113856,1.930349,60.381662,65.0042,0.1165,321.5750,-3.1310,1.53,12.4016,2.9492
6096529059601571200,214.195505,-44.888707,65.0025,0.0329,-401.4835,100.3644,12.16,11.0822,2.5717
6188331614726318720,201.451246,-28.374448,64.9887,0.0240,-451.6931,-103.8466,-27.62,10.1164,2.2078
5860131207828395648,186.674722,-66.205943,64.9878,0.0150,-33.7660,-182.8825,,13.9216,0.4203
2312376723918929920,356.657648,-34.167108,64.9795,0.0332,-310.7768,-1.4584,-12.99,11.4853,2.4916
2064100569188230144,307.857971,38.565488,64.9355,0.4329,201.3834,720.6780,-24.52,12.1462,2.8637
5736464668224470400,133.523712,-13.127759,64.9355,0.1498,333.0425,-579.8733,-27.93,11.4664,2.5044
2213428064767263360,346.888607,68.668352,64.9259,0.0186,1141.8904,56.8184,23.11,11.3493,2.5246
4446574040918651904,248.221202,9.841238,64.9000,0.0375,228.7637,155.4967,-27.52,11.8088,2.6667
6686474256863996672,301.980476,-42.090731,64.8938,0.0332,51.8715,-748.4406,0.66,12.7091,3.1563
5598366690674006912,114.539521,-31.204384,64.8865,0.0133,-168.1911,207.8833,27.88,10.7921,2.4378
4896480390678599168,66.048043,-23.943154,64.8696,0.0248,-30.8159,56.5492,5.34,10.9978,2.4982
5588614164276695424,116.408636,-33.923459,64.8179,0.0352,-276.1131,1680.5020,,16.2560,1.3848
6343789261675614464,346.862093,-84.868036,64.8031,0.0167,604.5122,-75.5587,44.86,13.5077,3.1934
1461507384337635840,199.133107,27.875970,64.8006,0.0308,-742.0779,230.8215,0.22,12.0474,2.6504
1683609076745527680,181.367859,69.539366,64.8002,0.0224,-456.8479,-55.2224,6.07,11.7268,2.8731
6730934796246420608,283.107824,-37.510486,64.7410,0.0535,425.0063,-80.2168,-79.11,11.3529,2.8982
2866851710433326208,356.559025,28.434712,64.7330,0.0291,78.9283,67.3007,-10.04,11.7617,2.6504
5408648849826522112,149.646107,-46.427246,64.7193,0.0203,479.7692,-479.8667,,10.0120,2.7006
6915795853718552960,314.475377,-2.875524,64.7102,0.1657,-2.9996,-102.3682,,18.0409,4.1324
598180646733241216,130.718625,9.550374,64.7054,0.0214,223.2836,-614.0598,20.81,10.7279,2.4429
598180818531935232,130.686549,9.553885,64.6810,0.1116,223.9589,-631.8635,28.86,8.9540,1.9098
2564020472698316416,17.983387,4.915729,64.6717,0.1634,398.0535,-532.9470,9.90,11.7335,2.6417
5468091231551021184,159.437640,-27.776255,64.6565,0.0327,-231.5367,255.2874,24.04,11.6779,2.9861
3278137572540701056,56.086027,7.698683,64.6064,0.0305,-164.0636,20.5156,-72.78,13.3186,3.1261
1791995119082190848,320.526699,22.931951,64.5802,0.0209,108.7703,117.7943,5.45,9.7752,2.0750
2564019716784563840,17.993290,4.901105,64.5670,0.0368,373.0493,-529.9636,10.88,12.5580,2.8454
1083242222939300480,122.074235,58.519010,64.4336,0.0299,-174.8353,-62.3003,19.29,11.5501,2.5646
2835207319109249920,344.367571,20.769104,64.4048,0.0771,207.3277,61.1642,-33.33,5.2832,0.8286
6561146458331160320,328.686697,-46.994357,64.3881,0.0227,-320.6809,-365.2936,15.78,10.9563,2.3649
6509993810151618304,337.538827,-53.752054,64.3577,0.3893,-54.6774,-737.7532,29.58,12.7922,3.2429
5443030196164951168,160.289949,-36.896434,64.3363,0.0510,213.0732,-219.3351,60.79,9.2724,2.0388
4594186745414679680,263.804744,26.578453,64.3292,0.7493,141.5791,-289.1304,,15.8536,5.0189
6342940473056949120,326.691927,-85.718780,64.2918,0.0209,236.2045,-195.3242,22.05,11.9460,3.0107
5329751125239019392,130.794174,-46.991250,64.2726,0.0143,540.3056,-637.1046,30.72,13.1257,3.1258
6564091190988411520,327.066712,-47.304930,64.2717,0.0430,165.0685,-295.5527,-7.55,5.4194,0.7780
1656076893269778432,265.682344,75.622820,64.2636,0.0278,513.7414,211.1272,-10.61,12.8375,3.0974
1038195201485531776,139.441841,58.417419,64.2374,0.0204,26.2104,-1170.9324,-83.04,13.4947,3.2809
2118424350249708800,278.829507,45.745654,64.2358,0.0120,452.3618,363.4661,-32.07,9.1073,1.9295
6817950657560102016,326.691071,-21.296610,64.2231,0.0368,292.1260,-52.8405,1.27,12.2711,2.9130
2118429538570209920,278.866608,45.762980,64.2099,0.0176,456.4262,361.2920,-31.36,11.7541,2.7364
3774789959807192064,159.915802,-6.924218,64.1977,0.0224,-717.9355,-104.8185,2.93,10.2703,2.3853
6260386975385254656,235.144795,-18.048629,64.1825,0.0236,161.1494,89.7301,4.47,8.3626,1.6219
6302909449418261120,213.941240,-13.493136,64.1814,0.0293,-416.8321,-116.6502,-36.84,11.5400,2.4531
4240815184408080512,299.564083,2.034031,64.1467,0.0246,-337.7071,-820.5442,3.77,10.9557,2.3870
5605469402661155968,112.213400,-30.247746,64.1401,0.4729,-112.7409,-160.9964,28.51,9.2564,2.1414
4941699593078093952,26.928718,-48.602866,64.0879,0.1935,240.4870,-307.1191,,11.6029,2.7360
5945941905576552064,266.036155,-51.834902,64.0853,0.0904,-15.0337,-190.9006,-9.54,4.9428,0.8506
5653063069125830016,133.831568,-23.870573,64.0768,0.2232,-566.8121,26.7551,41.07,12.3741,3.0857
2046207670631964928,290.892157,33.222678,64.0703,0.0154,81.9662,160.1585,-21.62,6.1613,0.9576
1244571953471006720,206.813391,17.457174,64.0470,0.1093,-468.9226,63.4686,-16.75,4.3560,0.6445
1833199729671740800,300.962336,23.336629,64.0120,0.0164,-1003.9935,-912.7185,-2.50,7.0359,1.0450
6302599662016881664,209.583177,-13.273879,64.0094,0.0410,343.0836,-59.9313,-0.76,12.5310,2.9434
3134682194522547968,113.573191,0.983243,64.0035,0.0273,-19.0987,-599.2800,7.53,10.8719,2.4285
5210616497733074304,123.421738,-76.127349,63.9886,0.0161,-307.5579,622.2422,23.65,10.8026,2.4603
851053031037729408,162.827321,56.217672,63.9230,0.1296,-227.0282,-316.0012,,18.0398,4.8331
4880837088995983360,71.846783,-27.842463,63.8998,0.0320,72.1760,172.3551,,10.4602,2.6395
3845035696121944576,139.042666,1.885336,63.8909,0.0276,54.8226,-101.3046,-13.29,11.6887,2.7644
6572227714472220288,327.299514,-41.559495,63.8403,0.0799,308.0637,-179.5313,27.45,11.3511,2.5328
6012127622177717760,238.026749,-33.988375,63.8289,0.1351,-99.8012,55.6147,13.81,12.1565,2.9181
6143501502007380608,183.661899,-46.055052,63.8239,0.0280,-735.5430,-243.4450,,13.7571,3.4715
4880837088995421952,71.844737,-27.840799,63.8143,0.0132,46.3058,152.1388,28.22,9.2572,1.9526
3244915072792668416,58.647750,-6.823671,63.8136,0.0228,-5.5262,527.3485,62.14,8.4240,1.7093
2457862762476854656,20.825064,-12.938210,63.7948,0.0376,-12.5070,331.2661,-1.26,11.8566,2.5340
2001345397199713152,336.234697,52.007111,63.7727,0.0153,233.1547,431.9831,10.80,13.3309,3.1655
2313022171603701888,359.967810,-34.114644,63.7612,0.0387,698.2858,-643.7432,-12.86,11.4972,2.7884
5682008056323530368,142.841296,-17.295763,63.7594,0.6918,-362.6906,-130.6446,,14.9780,4.3000
2926756814770728064,99.905001,-21.025659,63.7382,0.8858,-196.9279,109.9355,,12.2668,2.8253
4019458647338779648,174.270511,29.799469,63.7329,0.0389,-147.7143,-12.5325,,12.4922,-0.2881
3336130626153639424,85.223820,8.905038,63.7319,0.0264,-169.4283,-7.0702,,13.8077,3.4548
6164998500516764160,205.268481,-34.464896,63.7263,0.0291,204.8161,-166.3949,-7.49,6.6977,1.0221
5970189332424492160,254.178095,-39.137359,63.7261,0.0204,51.2467,-108.6990,-8.95,8.0702,1.4525
6614285855300051840,337.314618,-30.022017,63.6519,0.0266,220.7957,-812.3022,5.51,7.2989,1.2795
3213958769587525888,79.805867,-3.073204,63.6435,0.0225,699.9096,137.8243,88.48,7.4928,1.2795
3823307284773157248,148.298641,-3.692167,63.6117,0.0737,-102.3413,-462.1481,,9.5549,2.3191
4986970575602213504,11.453028,-41.909520,63.5938,0.0227,306.6769,-74.4365,-27.30,7.9173,1.4648
5908794218026022144,268.437700,-66.000318,63.5836,0.2631,-52.5893,-342.2888,,19.3166,3.5604
5970189504223192960,254.202689,-39.094407,63.5822,0.0183,56.0651,-106.7911,-7.00,10.3807,2.5148
4986970575602213632,11.454623,-41.910099,63.5753,0.0222,279.8768,-108.4616,-27.13,8.4318,1.6614
1655482224982135040,255.436948,74.197814,63.5322,0.0197,-254.8401,54.8353,-24.32,12.3430,2.7900
5970189504209690496,254.201680,-39.094018,63.5231,0.0362,46.9037,-113.6849,-7.43,11.7852,2.9604
1284257623084916480,218.671038,29.745712,63.4679,0.1173,188.5744,131.5797,0.75,4.3420,0.5400
5943550124208359552,250.365444,-43.988618,63.4559,0.0189,-376.3998,-485.1377,46.44,10.6426,2.2662
5805810454276181120,252.094684,-72.978453,63.4273,0.0144,-479.0523,-532.5067,18.79,10.4453,2.1537
1380293091823646720,241.636599,40.906845,63.4232,0.0343,-716.3023,162.4856,,14.8294,4.0598
898275195732381440,108.515930,37.045305,63.4144,0.1394,-89.0237,-182.5194,,16.3634,5.0186
3345968334645285376,91.668102,15.541645,63.4065,0.0269,-120.7160,-103.4863,-10.01,6.5386,0.9838
4590758227641991424,271.756111,30.562347,63.3943,0.0750,-100.1500,53.9981,-0.38,4.9477,0.7628
6579894402894605824,317.957856,-43.616725,63.3885,0.0236,215.3188,-691.3327,3.11,11.0101,2.3162
6832674634380238848,320.056771,-19.855489,63.3864,0.0243,-173.0938,-721.0879,17.80,8.4977,1.6927
1235125877277843840,218.045847,16.013385,63.3849,0.0279,178.4250,-70.5266,-3.22,12.2406,2.8671
4558856584955186432,251.555616,16.475899,63.3656,0.0212,-354.7158,-472.1344,18.69,10.5922,2.4404
6328672145023976960,217.693106,-8.647391,63.3625,0.0171,-1270.9909,-238.5171,-22.49,8.7209,1.8222
3223516063958808064,83.435637,1.944719,63.3597,0.0477,-231.5393,-153.9888,48.57,10.3797,2.4307
281261607033049472,78.879965,59.183707,63.3593,0.2390,116.4668,-1005.9939,,15.2895,4.5212
1380821338441693312,245.219670,40.961953,63.3405,0.0145,-13.2314,112.9395,6.82,8.4430,1.6193
1130450270073924608,146.703635,76.039470,63.3251,0.0153,87.3668,-1000.4403,-28.03,9.7927,2.1101
3980560507224374400,172.927987,22.667286,63.2148,0.0206,-584.6633,32.8185,-5.09,9.4698,2.0571
4419140645978987904,228.997320,0.795752,63.2139,0.0229,178.0985,-137.1554,-3.36,6.7038,1.0098
6866310172545095424,302.579514,-20.495070,63.2074,0.0347,-427.5825,-367.3782,21.45,8.3869,1.6023
1372215976327300480,239.577543,35.408158,63.1727,0.0208,-143.0594,318.1199,10.01,11.5066,2.6456
6398188767690594048,336.093927,-65.976941,63.1636,0.0232,-155.4827,-54.6239,29.44,11.4801,2.5853
