source_id,ra_deg,dec_deg,paralaxe_mas,erro_paralaxe_mas,pmra_mas_ano,pmdec_mas_ano,vel_radial_km_s,G_mag,BP_RP
386653747925624576,1.426239,45.809716,86.8206,0.0297,846.0132,-148.9092,-2.24,8.3007,1.8702
6160573275451466752,191.623491,-31.660403,86.8170,1.4893,-14.1630,-562.1882,,20.6750,2.6202
386653851004022144,1.426591,45.811374,86.8003,0.0243,888.4791,-162.8310,1.25,8.2503,1.8457
3912369208386557440,178.533245,9.802773,86.7786,0.0363,85.2681,-801.6810,1.52,11.5279,2.7202
614543647497149056,145.290155,13.208926,86.6196,0.0218,-660.0385,-143.1689,10.82,9.4426,2.2409
4946938113149426944,38.594380,-43.797657,86.6124,0.0355,57.5159,-293.4737,25.46,8.1964,1.9789
6409685433069148288,329.902413,-59.753373,86.5613,0.0174,886.0461,-125.5295,12.95,8.9172,2.0527
6114232433761438208,209.532540,-39.635929,86.5405,0.0258,1735.8877,-888.0210,130.79,12.6187,2.8778
4235280071072332672,299.119830,-1.045547,86.4658,0.0163,-437.7592,-706.2146,,13.5912,0.3951
1118916397395366656,133.835349,70.792951,86.3542,0.0358,-1329.0228,-307.4950,,8.2742,1.7923
1118916397393675648,133.835544,70.792080,86.3037,0.0390,-1353.9849,-418.0295,,8.0671,1.7179
5185493447310441728,42.817452,-3.888260,86.2932,0.1886,1112.6625,-1853.8600,,17.9766,5.2630
1266092694562422912,223.461068,23.556245,86.2759,0.1858,-751.4025,122.8725,-38.18,11.7548,2.6921
2629427189619178368,336.184824,-1.985351,86.1514,0.4080,471.6375,-873.6839,,19.3525,3.4737
6421389047155380352,283.955217,-69.240561,86.1409,0.0422,459.1632,-693.1053,,14.2267,4.0396
1236929488664453376,223.346946,19.153761,85.9932,0.5516,-441.3661,216.6454,-24.11,5.7661,1.0409
6838311796136238976,326.761392,-16.128607,85.9406,0.3327,259.7074,-296.7213,,2.8368,0.6873
5550620058937466880,95.277579,-49.092741,85.9097,0.0167,-26.3261,255.0728,-6.71,12.0165,2.7316
605079910398496640,134.081226,12.662731,85.8043,0.0285,-47.2953,-246.6746,-18.36,12.7606,3.2201
3457493517036545280,90.627848,39.180691,85.7574,0.1262,157.5695,-506.4049,,17.2326,5.1378
5895265380327966464,213.306507,-56.741262,85.7240,0.0183,354.0132,179.0685,52.76,9.3435,2.1499
2030861099681010304,300.025700,30.964602,85.6758,0.0320,377.3816,1279.1933,-30.57,14.3021,4.0411
6364795328246346112,272.814950,-78.988335,85.6341,0.4624,64.5908,297.7422,12.78,11.2409,3.0994
5334356223546958464,171.159242,-61.648014,85.6129,0.0214,-556.6565,88.8453,5.04,8.0754,1.8038
5723739672264914176,127.139726,-13.155389,85.6014,0.1431,-581.8635,27.5048,,17.5819,4.6927
4763897739549071744,76.447113,-57.553301,85.5301,0.0150,-32.6285,119.5083,-1.13,8.2853,1.7791
4763906879239461632,76.377468,-57.472181,85.5233,0.0755,-31.9028,117.9404,-1.45,4.5500,0.7089
6213248060043565184,230.556277,-27.825797,85.4732,0.0255,436.3690,606.7653,6.60,11.9385,2.7570
4822636399484228224,79.344252,-35.365923,85.4519,0.2898,-219.3826,-166.4681,-1.98,10.3490,2.8111
1182574753387703680,226.721482,13.351625,85.4250,0.1902,-1071.0733,-11.7998,,18.3618,4.8487
1586968533015434624,225.232957,45.427733,85.4119,0.0255,225.0645,328.5197,-13.28,8.4675,1.8727
1776317182780536064,332.876934,18.426999,85.4060,0.0218,329.0593,180.6342,-52.01,9.2583,2.3079
3060641356390249728,112.191287,-3.301647,85.2177,0.0518,439.4107,-788.3958,1.05,10.2961,2.5432
4721111481504887040,43.102196,-63.676992,85.1168,0.0276,979.9779,634.3819,34.47,10.3253,2.4539
5032683355641241472,14.622927,-27.858385,84.9790,0.4615,1298.5225,-299.5015,20.37,10.5726,2.6485
6887029163498137856,313.913782,-14.037656,84.8563,0.4707,1416.6230,-472.3753,-141.57,11.0620,2.8618
3100542495921276160,100.058751,-5.875750,84.7969,0.0170,107.2652,-582.5984,47.82,9.3108,2.2497
3460806448649173504,178.914975,-37.463378,84.7296,0.1496,42.9675,-791.1035,,17.6260,4.7440
1088813933689615872,113.609462,62.941000,84.7001,0.0167,-495.5673,-109.9167,-42.15,9.6526,2.0562
5866992641380992256,214.766173,-59.382641,84.6029,0.0218,-454.9678,-810.6092,-18.40,6.3545,1.1846
6885776098199761024,317.325879,-13.311372,84.4402,0.0257,715.0642,-1995.4456,-58.35,10.0270,2.1157
6118581861234228352,216.365019,-36.841878,84.4219,0.3118,-285.0582,-469.4463,,18.9312,3.7271
558611490995613056,30.479907,73.541772,84.3937,0.1108,269.6317,-81.8410,41.19,13.1511,3.2659
6608187792013441792,339.602780,-29.355051,84.3783,0.0218,1.8339,-256.8477,26.02,9.9371,2.3327
6608187792013181312,339.605929,-29.358021,84.3675,0.0341,-12.9762,-266.7290,26.37,11.3689,2.7006
1071194431653425280,145.636426,70.032674,84.3281,0.0172,-671.7748,-271.1550,6.68,9.5741,2.3955
6137710099384586240,198.282744,-41.510936,84.3143,0.4467,-1031.6937,23.2079,-41.22,11.4010,2.9791
1251824057289839744,207.005339,23.580123,84.3105,0.0289,-1485.6557,125.0100,,15.3381,1.2689
1071195187567668480,145.706796,70.038231,84.2983,0.0182,-670.9618,-265.4561,6.20,10.0802,2.5737
2052891361294411520,289.744438,38.721515,84.2443,0.0169,25.2004,-251.6767,,14.4687,0.6378
1251824607045654016,207.048692,23.614073,84.2246,0.0266,-1482.5915,122.3348,-13.23,13.4415,3.5298
1518564478676515712,189.117360,35.199716,84.2225,0.1613,-357.5999,-116.0010,7.90,12.2467,3.0619
732857558276385664,167.774600,30.445141,84.1766,0.0258,591.5995,-197.1237,-16.58,7.7352,1.6767
732856080807636224,167.763691,30.443893,84.1554,0.0200,604.9069,-206.0539,-15.81,9.0549,2.2019
514923083669786112,30.394655,63.769579,84.0554,0.0316,-258.3264,-94.6515,-84.64,9.9324,2.4692
1326893351115617024,251.629296,34.580290,84.0079,0.0314,-383.6804,-383.4994,,14.2852,4.1767
1891598193816300544,331.754226,25.345221,84.0054,0.2023,295.4763,27.4417,-6.94,3.6639,0.6845
3310083401849536384,69.881398,16.258397,83.9948,0.0285,-77.7858,-795.2715,,13.5491,3.5925
3341624061123288448,83.716604,13.877879,83.9706,0.0226,-118.6205,-396.5712,37.68,10.6155,2.6484
6517274535632335872,340.082163,-49.516363,83.9367,0.0359,459.5440,144.8358,-16.63,13.3566,3.4950
4430238051199001216,236.609889,7.352759,83.9214,0.1501,-223.9522,-69.7627,-66.38,4.2469,0.7825
883439489632629120,109.082215,27.141646,83.8760,0.3864,-33.3010,-198.4175,,9.7367,2.5038
6517274496976569344,340.081064,-49.517147,83.8577,0.0279,468.7256,172.1324,-17.00,13.1612,3.3822
4518262684390915200,282.476430,18.673389,83.7865,0.0312,-109.3037,-278.6849,30.27,12.5318,3.1395
3988689609004982912,165.660443,21.966909,83.7642,0.0204,142.7705,-51.6608,-14.41,8.8111,2.0057
2979590513145784192,73.460157,-17.776284,83.6897,0.0160,408.5727,-644.4569,-14.87,9.9382,2.2848
3838384617141390208,140.451328,-2.328676,83.6782,0.0230,176.9745,6.6347,-58.22,11.0362,2.4194
6539166877292779264,354.224427,-36.480761,83.6764,0.0232,1175.5601,59.2773,24.14,12.2404,3.0247
354077348697687424,35.562448,47.880213,83.6606,0.0262,216.1340,41.4360,-38.61,8.6361,1.9813
4595127343251508992,262.873476,27.355330,83.6540,0.0850,-90.2082,-253.2523,,16.7814,4.6119
4364185165038935040,256.848018,-5.973592,83.5818,0.1913,90.2776,18.0913,,16.9414,5.0259
4015042738059517440,185.361644,30.642056,83.5038,0.0826,-209.7788,-267.2701,3.64,13.3671,3.4734
2080285727861817088,297.790019,46.484574,83.4940,0.0172,183.2420,265.6973,-13.40,11.5439,2.8354
4015042738059517568,185.360372,30.642659,83.4632,0.0323,-191.0362,-253.7601,7.57,13.4358,3.5190
898506166187633280,112.987390,36.228665,83.4000,0.0257,-264.2815,-260.2654,-0.82,10.5056,2.7666
898506093171335424,112.989090,36.218377,83.3788,0.0487,-249.6772,-247.1195,-0.79,9.6012,2.4594
5439029627401396096,146.491875,-32.891019,83.2497,0.0372,-300.4607,145.7419,26.34,12.4079,3.1854
3683687763520080384,190.412427,-1.449023,83.1935,0.5074,-605.1760,85.7006,,3.4333,0.5985
4508377078422114944,279.080952,13.608565,83.1440,0.0289,179.2313,278.8301,-45.57,11.1538,2.8249
1341113541156480768,257.895990,38.442546,83.0687,0.0178,212.6879,-46.9482,-44.59,10.4205,2.6190
4722135642226902656,49.566226,-62.503484,83.0606,0.0608,1331.0271,647.7254,11.94,5.0796,0.7857
4722111590409480064,49.455254,-62.572433,83.0240,0.0438,1337.5304,649.8398,12.44,5.3446,0.8346
4055579464064558592,266.670492,-32.234126,82.9804,0.0365,205.6940,103.0922,,13.9501,3.8034
476809509515283712,63.076027,64.730181,82.9028,0.0202,492.7871,-435.8047,20.03,12.2113,3.0040
2070115588901082368,311.269785,44.500273,82.8903,0.0167,434.0278,271.0222,-24.99,9.8287,2.2551
5808612830236138368,247.119879,-70.083910,82.8699,0.1627,200.7422,109.3415,7.74,4.7440,0.7367
6592223158057230592,324.687468,-33.667639,82.6773,0.0448,1039.6989,-519.0070,-16.68,11.2861,2.7100
547381594623756416,47.771960,73.767360,82.6606,0.0192,1825.6489,-1074.9271,12.94,13.0152,3.2455
5427791278545931264,138.569362,-41.574802,82.4604,0.0186,-548.4490,535.3492,26.61,13.2505,3.3321
4587614930058979584,279.888251,29.870257,82.3560,0.0440,85.6901,-222.9015,,15.0744,4.6835
4996141155411984128,1.149203,-40.741788,82.3466,0.2554,668.8882,-1498.2360,,18.3723,4.6865
3407785622839603968,78.177263,19.666725,82.3104,0.0203,279.3538,240.8860,-25.34,9.8145,2.2718
5640565607657897728,128.208760,-31.497463,82.2080,0.0178,-1113.7391,762.4197,14.67,6.1684,0.9767
2768048564768256512,3.958002,13.557663,82.1938,0.0326,618.0650,329.4460,51.04,11.3994,2.6033
6579485487647973888,322.704773,-40.714388,82.0921,0.0277,1046.6422,-1396.3063,-17.12,11.7780,2.8266
1554433777791815808,197.548417,47.752448,82.0393,0.0307,-636.0595,-616.3915,-11.92,12.8025,3.2432
5556620540565785600,96.191210,-45.363528,82.0248,0.3583,-35.9501,378.5308,,19.7960,3.2833
3762231926405726720,160.752999,-9.209722,82.0005,0.2855,-1975.4498,365.8310,45.04,13.2050,3.5652
1348028919540189056,259.971326,41.710117,81.7394,0.0282,284.0636,-829.9084,-19.93,10.3460,2.4241
4609689240889873280,270.693724,37.512418,81.7388,0.0193,171.1900,-1141.7495,3.13,13.0794,3.4195
4733113441195646592,54.734039,-52.568616,81.6104,0.0197,145.2572,224.6979,38.41,12.7780,3.1157
2863419584886542080,5.128240,33.081280,81.5721,0.0360,1075.6069,-863.6677,,13.9352,3.8618
3569610404187997696,182.523079,-15.074547,81.5703,0.0354,-56.4367,-712.9574,80.47,10.7422,2.8233
3763445409285757824,164.392730,-7.522699,81.5083,0.0241,-816.9846,91.2980,,14.2392,0.4271
263916708025623680,85.334753,53.478731,81.4987,0.0253,2.8035,-523.4775,1.00,5.9909,1.0098
263916742385357056,85.378073,53.487510,81.4644,0.0230,3.8651,-515.9603,1.64,8.9188,2.0627
1097353325107339776,126.461480,69.027964,81.3731,0.3878,-691.1649,-1276.3182,-4.59,13.7460,3.7368
1117132130541140736,135.722546,68.064460,81.3621,0.0244,189.0898,342.6994,-24.79,11.3600,2.7700
818808375085298944,140.230677,45.647599,81.2938,1.5323,-79.7584,-857.1877,,20.6566,2.1621
4698037645878876800,31.866321,-66.568226,81.2784,0.0152,1739.0659,368.0286,-15.26,10.5754,2.2365
4996141155411983744,1.155798,-40.740825,81.2226,0.0344,677.6749,-1505.6162,32.47,11.5101,2.7935
474987206435652608,58.293787,62.567711,81.2024,0.0400,31.7274,-269.0680,-120.61,10.4359,2.4386
5185165891628969984,40.314645,-4.538542,81.1989,0.0446,352.7646,-57.9170,23.11,12.2509,3.0696
2853900872207888768,0.546696,27.077649,81.1790,0.4490,716.4603,-941.4972,,5.5959,0.9290
6386280060329151616,358.359393,-70.944616,81.1362,0.0252,315.5554,33.2415,-0.51,11.6228,2.8665
6471497502884511232,310.578869,-52.704007,81.0279,0.0228,82.7176,-1067.1593,-47.13,8.2405,1.6896
640862653425455360,145.260767,22.022373,81.0237,0.0313,461.7216,-487.4464,46.80,12.6995,3.0965
6637963425890391552,284.377330,-55.993125,81.0205,0.0278,35.5457,-451.5113,-18.59,9.0498,2.0853
6637963425886794752,284.377397,-55.993869,81.0113,0.0278,-8.4636,-442.6061,-18.09,8.6435,1.9313
4540481374832743040,259.432114,11.668138,80.8407,0.1445,-343.4950,-450.8574,-63.57,13.2092,3.4585
2525276565243086080,15.240444,-4.447094,80.7878,0.0385,1249.1380,438.7351,29.30,11.9678,2.8158
2681122098893985408,326.671848,-0.175517,80.7379,0.0518,769.3659,-505.6820,-28.39,11.3102,2.8297
4894945708668731264,69.753637,-23.886372,80.7266,0.3582,-113.2163,-152.8566,,19.5188,3.2715
930822015518055808,127.527141,48.476428,80.6289,2.1127,-1016.5645,-774.9716,,20.7105,2.5362
3288082758293022848,73.024571,6.475192,80.5623,0.0236,153.6155,-306.0462,-8.28,10.7140,2.7233
5826168461855385472,238.783806,-63.432511,80.4854,0.2187,-187.3658,-401.1911,,2.7844,0.6288
5600272625752039296,118.729886,-29.351242,80.4776,0.1024,358.7222,-507.1188,23.80,12.0045,2.9751
6729187672268648832,283.418314,-38.616458,80.4144,0.0268,353.2289,-924.7968,-71.04,11.3271,2.8218
6381623044470172672,340.496062,-75.008218,80.3960,0.0273,-75.7868,217.1834,20.46,13.9193,3.6597
167202325215063168,60.404259,28.830851,80.3804,0.2102,-468.2573,-102.6085,,18.5325,4.5663
2541756977144595712,6.102300,-1.971586,80.3441,0.1876,-74.6248,140.2118,,16.5805,4.9889
4705628051386514304,16.025684,-65.374990,80.3437,0.0197,-310.3075,-173.6493,8.36,12.4472,3.0331
156150240492946816,77.663404,29.780239,80.3353,0.0331,-246.8989,57.7820,-35.87,11.3225,2.5610
5538156819768871552,118.728081,-38.158860,80.2574,0.0241,-76.0216,367.6881,,13.5088,3.5726
2635476908753563008,346.626522,-5.043528,80.2123,0.0716,930.7875,-479.0375,,15.6226,4.9019
6887025727524300416,313.911157,-14.067343,80.2048,0.0403,1420.7548,-472.2665,-140.86,12.9007,3.2290
2042871958509344896,287.123641,32.280007,80.1835,0.0161,-199.4602,-224.3073,-2.14,10.6651,2.5622
6347643496607835520,290.238307,-82.559959,80.1134,0.0206,342.3000,-1230.2965,-10.59,11.4125,2.7264
2098413719661573248,280.404336,39.702572,80.1042,0.0171,-258.4459,-180.6929,-26.03,12.1761,2.9029
5600272629670698880,118.730069,-29.351038,80.0977,0.1443,284.8765,-476.4023,22.66,12.2124,2.8889
3278325004913943808,56.839148,8.693516,80.0552,0.0338,468.9975,-652.3113,5.53,12.9606,3.1271
2492866780297999232,33.554614,-3.962800,80.0548,0.0626,509.6377,-155.8128,,14.1482,3.9244
1149727977380998784,109.990207,84.076902,80.0241,0.0158,-38.5870,-80.9160,21.79,10.8860,2.3867
6456884409233519360,315.805199,-56.961853,80.0211,0.0310,-357.1097,354.3874,7.83,11.5500,2.6853
5055805741577757824,52.876336,-30.712576,79.9468,0.0556,51.8694,-403.0845,,15.6284,4.9199
6709964635600548992,280.285998,-43.792808,79.9331,0.0410,-796.0179,-85.8572,,14.1377,3.9748
308256610357824640,16.416541,28.491827,79.9263,0.2548,1917.6507,-187.2640,,12.9495,3.5146
1391241478857408768,235.022365,43.492804,79.8542,0.0176,1188.8044,-315.3242,-120.41,11.0189,2.4598
1391241478857408640,235.023082,43.491671,79.8390,0.0219,1166.7310,-315.1362,-119.16,12.6197,2.9447
704966762213039488,133.167832,28.315252,79.6560,0.0475,-481.1763,-244.5444,27.77,11.6830,2.9855
188771135583573504,79.788339,40.096098,79.6021,0.1005,520.5689,-664.4879,66.36,4.5259,0.7908
5676353096222033792,140.309954,-21.083058,79.5729,0.1530,246.7635,-911.8955,,17.6173,4.7727
5726982995343100928,124.601049,-12.636562,79.4953,0.0400,278.7904,-987.8287,30.09,5.7552,0.9362
14912165107085184,47.251990,10.021186,79.4532,0.0276,286.3431,-586.2968,-29.26,13.1845,3.3290
704967037090946688,133.146761,28.329783,79.4482,0.0429,-485.6808,-233.5170,27.19,5.7327,1.0087
6636988399594203648,282.457945,-57.447652,79.4160,0.0286,-655.0577,-184.4555,87.39,11.3015,2.8301
5413438219396893568,153.708854,-47.154878,79.3206,0.0182,-1054.2014,414.5123,34.66,12.1291,2.8381
2480523216087975040,24.500065,-4.997298,79.2432,0.0186,580.9279,-350.2738,,12.7443,0.4929
1800808220172866048,324.504314,27.724344,79.2250,0.6020,487.1216,-23.6780,,12.5313,2.7566
3104733181410232576,98.873940,-4.054774,79.1639,0.3085,-98.4651,71.7933,51.86,12.6878,3.5020
3412806512623627008,72.715211,22.120757,79.0387,0.0249,628.8284,-425.4449,32.66,13.3322,3.4657
3217523558083415040,84.967404,-0.982315,78.9451,0.3603,162.1019,322.2261,,19.1315,4.1212
2858600494141185280,9.754064,30.616338,78.8965,0.0238,1557.9216,26.8034,-0.78,10.0552,2.3743
5339892367684811520,168.980407,-57.542398,78.8922,0.0319,-2468.4074,1184.1753,-50.70,10.4865,2.5008
1958030617647715328,332.850147,40.999938,78.8762,0.0229,-91.3730,67.1186,-17.45,13.2178,3.5301
4247023886053586304,300.695621,3.326716,78.6465,0.0198,-90.3832,119.4302,-30.49,7.0766,1.3456
6343965492773694464,352.645414,-84.922202,78.6112,0.0267,-271.9751,-62.7703,-6.39,12.8849,3.0503
1073206263054159104,158.841509,69.446794,78.5748,0.2843,-1653.6375,-641.5296,-62.80,10.7196,2.6605
1172618435080418176,218.033307,8.192058,78.5613,0.0394,-477.0961,10.0593,,13.6525,3.6797
2985035874544160384,80.909758,-14.049843,78.5273,0.1469,107.4839,161.4684,,18.0319,4.7884
5776161813992756992,262.350379,-80.147149,78.5062,0.0172,-518.0373,472.9002,37.60,10.9276,2.6708
2467182154313027712,26.149240,-7.271518,78.4978,0.4959,382.2521,-196.6094,,19.5953,3.6331
3517841209157902720,182.797992,-19.961394,78.4814,0.0236,-212.8680,-184.2602,-9.31,10.5878,2.5137
3517841140438425600,182.819635,-19.973535,78.4576,0.0363,-205.0537,-188.4585,-9.21,11.4092,2.6791
4646616923022587136,41.512278,-70.402133,78.3943,0.0163,214.5465,-88.6954,76.32,13.1224,3.3329
3575733210781078016,180.185629,-10.448272,78.3359,0.0923,83.7934,-482.0061,-0.41,5.3551,0.9255
3915363693944966528,172.231023,10.180049,78.2925,0.0450,-750.3285,557.9462,36.74,11.3379,2.7193
5924187617032756736,257.744667,-52.514816,78.2621,0.0195,-247.6683,156.4635,10.02,9.2123,2.0833
5378886891123024512,175.256175,-44.404115,78.2268,0.0182,-660.6341,242.0965,13.55,7.3942,1.3138
3852570413083923072,142.476193,5.655614,78.1945,0.0215,-502.6547,108.5373,29.75,6.8855,1.2109
1637110042813188608,261.244281,67.306730,78.1747,0.0226,-531.7493,4.8178,-38.66,6.2236,0.9555
3767878708888402816,156.292024,-10.228152,78.1746,0.0253,-693.1815,121.4695,20.86,9.2755,2.1507
985610542491481984,113.840287,54.849773,78.1626,0.0208,-113.5438,13.3644,-15.25,10.3246,2.3480
4971496564348436352,33.477412,-32.043607,78.1168,0.0330,757.6713,-532.0332,43.67,9.4048,2.2226
4919497979411495296,2.069519,-57.098227,78.0776,0.0213,-355.7134,-44.2562,25.06,10.9464,2.5935
5032989500911228928,17.079929,-28.806258,77.9621,0.0398,732.1992,-122.3525,12.10,12.0138,2.8662
1750765357185849856,313.385540,10.615291,77.9407,0.0294,-492.5137,-447.2050,-20.14,12.4399,3.0272
5117974602912370432,34.742694,-25.943711,77.9140,0.0295,-217.7341,444.6089,7.27,6.1479,0.9205
1461125613285603840,197.393995,28.984195,77.8956,0.0347,-338.5604,-203.9798,-2.92,12.5760,3.0830
6427708902552813824,301.009478,-65.603285,77.8652,0.0397,127.0847,-854.3766,28.03,11.6322,2.6495
6427708902553822592,301.021191,-65.604119,77.7940,0.0396,133.0350,-852.2604,28.05,10.3435,2.3258
5846275093531511936,215.570633,-70.395475,77.7699,0.0221,-793.5688,-418.5502,47.13,13.5607,3.4343
1710948192852697600,262.812278,82.091056,77.7352,0.0217,-291.4898,483.9221,5.80,12.6529,3.0498
5432670704985289088,145.874249,-38.566304,77.7252,0.0370,-95.1705,-161.6063,,14.7115,4.2380
6363251682639715968,307.029488,-76.676594,77.6958,0.0208,723.6617,-1242.6230,26.24,12.3795,2.9919
2262849634963004416,285.043874,70.666528,77.6696,0.0161,85.8100,505.1496,,13.2456,-0.0228
5315595737654226304,125.694483,-57.445902,77.6317,0.0373,-371.3520,480.7350,13.95,11.8768,3.0492
6018047019138644480,246.005803,-39.192966,77.5655,0.0661,73.7484,3.3665,12.85,5.2151,0.8077
2944727125434832768,93.799582,-16.439273,77.5357,0.0204,-76.0478,-372.2853,33.66,12.2560,2.9429
5225863906515477376,163.816393,-73.936821,77.4987,0.4773,163.1348,-216.3113,,14.7189,4.6190
2868199402451064064,355.718039,30.821373,77.4837,0.0351,-335.9634,-300.5858,-11.28,12.7988,3.1277
1934862945577481344,345.717859,43.637640,77.4765,0.0238,-137.6050,-4.8168,-3.13,12.3924,3.0085
6018034958869558912,245.891436,-39.229487,77.4545,0.0433,77.3977,0.3858,,11.0004,-0.3485
1244644727396803584,206.273275,17.777288,77.4412,0.0171,450.9738,-1833.2527,20.75,9.1082,1.8278
6823750688771587840,330.507690,-19.482782,77.4402,0.0656,930.1480,74.0141,-23.91,10.8306,2.6257
5315595737654226560,125.696407,-57.443924,77.4337,0.0263,-370.7701,437.1640,,13.8795,3.7639
853820948481913472,157.604004,55.998984,77.4072,0.0182,-182.4426,-32.0344,8.67,8.0845,1.6509
3555173782156353536,161.118573,-18.637155,77.3944,0.0201,-656.1162,-410.9591,22.36,13.0500,3.0116
4440264291578812928,248.139453,8.855147,77.3529,0.0267,278.0612,-259.0214,,14.8966,0.8730
3210731015768096000,82.107360,-3.503099,77.3499,0.0198,-307.9853,-797.4106,-55.70,7.2424,1.3724
4758877919212831104,88.517205,-60.023737,77.3261,0.0170,-52.1740,-60.0589,31.08,6.8579,1.1664
3521407509481957120,186.379667,-15.994798,77.2783,0.0279,-818.1013,34.0159,-5.56,13.3327,3.4837
853819947756949120,157.655174,55.980394,77.2485,0.0805,-177.0448,-32.6337,8.57,4.6739,0.7007
3338162729799839104,83.060255,9.819850,77.1359,0.0266,-180.3283,-216.7517,,10.2596,2.6968
3023121827755777280,85.552201,-5.461182,77.0838,0.0226,-157.2278,956.7257,33.73,13.4754,3.4381
2717105133036645760,338.261701,9.378605,77.0346,0.0215,538.1797,141.1488,-6.37,9.5423,2.1089
1094235934764378112,128.944372,68.066703,76.9372,0.0169,-837.3264,-562.4909,18.84,10.5499,2.4791
1175938925836488448,216.235732,8.888340,76.7826,0.0449,547.7842,160.7220,-13.91,11.1027,2.5358
4079684229322231040,279.722149,-21.052556,76.7405,0.0494,-74.7177,-153.0558,37.03,5.6793,0.8573
4780166972587269120,63.992926,-53.308044,76.6638,0.0146,784.5287,396.6953,-23.05,7.2428,1.3525
4108828945319007744,256.672206,-26.726733,76.6546,0.0330,-25.9478,-95.4332,,15.0062,0.7154
1283125607149311360,222.791539,31.110378,76.6429,0.0394,-342.5583,-184.9691,-13.52,11.3338,2.7750
5165286828773802880,53.917728,-8.491094,76.6131,0.0395,1521.0770,-321.4459,,13.8490,3.6650
4165561928540617856,266.622020,-8.712042,76.5361,0.0362,-43.8054,-428.1754,-16.77,11.2752,2.9710
1272178319624018816,231.102874,29.422632,76.4643,0.0442,-56.7696,-629.2392,,15.2801,4.6728
1148885991992198016,118.963455,83.382044,76.3854,0.0190,-291.5293,-599.1413,7.20,11.7357,2.8902
6072726969332631552,187.386753,-55.997230,76.3529,0.0221,-902.5516,-811.0095,-40.84,11.8682,2.9054
157915472050611456,69.554392,28.216398,76.3071,0.1631,386.6151,-79.4887,40.29,12.1463,2.9962
505516521175942784,29.850703,58.520284,76.2912,0.0252,320.6190,-192.6339,-9.59,10.8459,2.8938
3144499458967932672,119.536432,7.283595,76.2806,0.0263,-325.7098,-31.9279,-1.81,12.2875,2.9994
1800808220175220480,324.504020,27.723454,76.2615,0.0176,480.9251,-62.7945,-14.76,9.1322,2.0160
3545469496823737984,170.361829,-20.453184,76.1918,0.0265,220.4002,-129.2308,-2.12,10.1805,2.3934
5690980582306104448,147.795343,-12.336324,76.1644,0.0195,1137.7198,-1455.3792,62.03,9.2421,2.0203
6508401923473282432,335.566114,-54.559568,76.1595,0.0197,-184.2019,234.9746,-5.49,8.4100,1.6635
377423450888562304,14.265156,45.085750,76.1101,0.0251,625.8374,-68.0253,6.48,10.8038,2.5767
2395413147718069504,354.532687,-16.236514,76.0984,0.0215,-280.6269,-77.9707,20.35,10.3430,2.3145
5690846274384548864,146.224295,-12.348259,76.0509,0.0336,-331.3270,40.1774,,11.8722,3.3910
848178083009862656,152.371748,51.285121,76.0136,0.0270,-439.8444,-827.8556,45.67,12.1638,2.8182
5497072086021346688,99.903762,-55.609626,75.9486,0.0097,-392.0309,11.3179,3.45,9.0683,1.9554
409824168780424832,24.588467,57.230954,75.8856,0.0216,-194.9317,-347.1103,-17.72,10.8971,2.4543
3637980103080627328,202.088507,-2.362501,75.8784,0.0570,152.3177,-494.2766,-39.95,10.1860,2.5291
4093301474693288960,277.828355,-18.909683,75.8476,0.0349,-138.2153,-195.4659,-43.38,6.5647,1.0611
4741883764414703232,42.539713,-53.136733,75.7208,0.0152,-114.4478,503.2185,-4.23,9.8013,2.2259
6721432232656218752,273.089954,-43.446703,75.7122,0.0211,133.7926,-417.4543,-3.66,7.8469,1.5733
3411339626674506624,70.327449,20.900383,75.6870,0.0241,-234.2608,-254.3145,0.55,7.5358,1.3824
4161034758178900224,276.098512,-5.615670,75.6708,0.0448,50.5811,-448.4447,,14.4234,4.0160
157915536473892224,69.554704,28.216209,75.6663,0.0767,393.5895,-93.1113,36.04,11.6841,2.8721
1680921595450031232,185.891044,67.187895,75.6159,0.4400,235.4867,-129.3155,,10.8225,2.4060
3238449635184620672,75.087599,3.512348,75.6081,0.2907,11.2806,-351.8929,,18.9107,4.3215
4095396422225930624,270.900958,-18.982054,75.6040,0.6810,171.7870,-338.3367,-49.18,12.4554,3.2713
3637980098784983936,202.090315,-2.360994,75.5950,0.4404,155.7400,-479.0573,-39.96,12.3178,3.0701
1227705135863076864,217.015642,13.934834,75.5877,0.0580,-365.4145,-495.5132,,14.8963,4.3902
2009439555118168832,351.126628,57.853057,75.5723,0.0130,-61.7741,-282.0419,-33.75,9.1446,2.1253
1605198298364601088,218.368872,52.909893,75.5689,0.0151,-191.4569,247.9190,11.17,6.9188,1.2134
2980492387558410112,71.901821,-16.933703,75.5289,0.0539,130.2636,169.3384,21.60,5.3184,0.8180
6173812151364882688,209.304314,-29.375885,75.5089,0.0310,-23.7160,-453.8128,3.55,11.3738,2.5847
3873066031380105216,163.012530,13.998469,75.4937,0.0313,-1124.6924,199.0389,22.79,11.4650,2.6853
1714831771000745344,208.416292,77.618863,75.4803,0.0225,224.2460,-15.1233,-7.26,11.5401,2.8030
5399148382157293696,170.533614,-35.211313,75.4380,1.6056,-146.4291,-259.0389,,20.9464,2.5323
5047423236725995136,46.547373,-36.800989,75.4184,0.0580,-172.1654,-669.2439,,15.9937,5.0737
