tempo_s,strain_H1,strain_L1
-1.855469,-5.560322e-19,-1.601038e-18
-1.855225,-5.708727e-19,-1.610671e-18
-1.854980,-5.768208e-19,-1.637366e-18
-1.854736,-5.560267e-19,-1.646285e-18
-1.854492,-5.704666e-19,-1.614393e-18
-1.854248,-5.683480e-19,-1.590601e-18
-1.854004,-5.613187e-19,-1.592976e-18
-1.853760,-5.740991e-19,-1.596795e-18
-1.853516,-5.563090e-19,-1.599623e-18
-1.853271,-5.601968e-19,-1.609452e-18
-1.853027,-5.721254e-19,-1.632015e-18
-1.852783,-5.529588e-19,-1.642279e-18
-1.852539,-5.600058e-19,-1.610969e-18
-1.852295,-5.629447e-19,-1.582682e-18
-1.852051,-5.524041e-19,-1.587561e-18
-1.851807,-5.629629e-19,-1.590470e-18
-1.851562,-5.522149e-19,-1.589687e-18
-1.851318,-5.449144e-19,-1.601196e-18
-1.851074,-5.607387e-19,-1.622351e-18
-1.850830,-5.495319e-19,-1.631239e-18
-1.850586,-5.457880e-19,-1.600852e-18
-1.850342,-5.535214e-19,-1.571346e-18
-1.850098,-5.411681e-19,-1.578041e-18
-1.849854,-5.482669e-19,-1.582372e-18
-1.849609,-5.458349e-19,-1.577099e-18
-1.849365,-5.298922e-19,-1.585643e-18
-1.849121,-5.437905e-19,-1.605571e-18
-1.848877,-5.395796e-19,-1.613723e-18
-1.848633,-5.277608e-19,-1.583518e-18
-1.848389,-5.361061e-19,-1.553820e-18
-1.848145,-5.278645e-19,-1.560552e-18
-1.847900,-5.297414e-19,-1.565541e-18
-1.847656,-5.328777e-19,-1.560087e-18
-1.847412,-5.153658e-19,-1.566970e-18
-1.847168,-5.236150e-19,-1.587070e-18
-1.846924,-5.253068e-19,-1.593803e-18
-1.846680,-5.095045e-19,-1.564762e-18
-1.846436,-5.185281e-19,-1.534533e-18
-1.846191,-5.119154e-19,-1.539083e-18
-1.845947,-5.038232e-19,-1.547595e-18
-1.845703,-5.163592e-19,-1.538107e-18
-1.845459,-4.986900e-19,-1.542938e-18
-1.845215,-4.951757e-19,-1.562303e-18
-1.844971,-5.068532e-19,-1.565239e-18
-1.844727,-4.909782e-19,-1.539344e-18
-1.844482,-4.940660e-19,-1.509762e-18
-1.844238,-4.934484e-19,-1.516237e-18
-1.843994,-4.790427e-19,-1.525254e-18
-1.843750,-4.917097e-19,-1.511446e-18
-1.843506,-4.815185e-19,-1.516291e-18
-1.843262,-4.652186e-19,-1.534056e-18
-1.843018,-4.802776e-19,-1.533952e-18
-1.842773,-4.716499e-19,-1.510477e-18
-1.842529,-4.639046e-19,-1.481512e-18
-1.842285,-4.688580e-19,-1.486107e-18
-1.842041,-4.544317e-19,-1.499183e-18
-1.841797,-4.605085e-19,-1.485098e-18
-1.841553,-4.598835e-19,-1.485502e-18
-1.841309,-4.387333e-19,-1.503728e-18
-1.841064,-4.494183e-19,-1.502437e-18
-1.840820,-4.468423e-19,-1.478774e-18
-1.840576,-4.335921e-19,-1.451760e-18
-1.840332,-4.400456e-19,-1.454985e-18
-1.840088,-4.260074e-19,-1.470473e-18
-1.839844,-4.236315e-19,-1.455949e-18
-1.839600,-4.329678e-19,-1.448636e-18
-1.839355,-4.094235e-19,-1.467862e-18
-1.839111,-4.104286e-19,-1.467167e-18
-1.838867,-4.192580e-19,-1.441831e-18
-1.838623,-4.021391e-19,-1.418577e-18
-1.838379,-4.070773e-19,-1.420377e-18
-1.838135,-3.986573e-19,-1.436786e-18
-1.837891,-3.869055e-19,-1.424298e-18
-1.837646,-4.006322e-19,-1.412162e-18
-1.837402,-3.808215e-19,-1.429264e-18
-1.837158,-3.702259e-19,-1.427687e-18
-1.836914,-3.861935e-19,-1.401206e-18
-1.836670,-3.687171e-19,-1.380595e-18
-1.836426,-3.653273e-19,-1.384504e-18
-1.836182,-3.688056e-19,-1.400920e-18
-1.835938,-3.500812e-19,-1.388038e-18
-1.835693,-3.613778e-19,-1.371552e-18
-1.835449,-3.559991e-19,-1.387758e-18
-1.835205,-3.306835e-19,-1.388524e-18
-1.834961,-3.472049e-19,-1.359902e-18
-1.834717,-3.405470e-19,-1.341877e-18
-1.834473,-3.245106e-19,-1.346685e-18
-1.834229,-3.331322e-19,-1.362502e-18
-1.833984,-3.148540e-19,-1.350934e-18
-1.833740,-3.160472e-19,-1.328012e-18
-1.833496,-3.233314e-19,-1.341941e-18
-1.833252,-2.940557e-19,-1.344314e-18
-1.833008,-3.024651e-19,-1.314258e-18
-1.832764,-3.080324e-19,-1.297858e-18
-1.832520,-2.853208e-19,-1.305601e-18
-1.832275,-2.936018e-19,-1.322468e-18
-1.832031,-2.820377e-19,-1.311713e-18
-1.831787,-2.744610e-19,-1.286418e-18
-1.831543,-2.864480e-19,-1.294588e-18
-1.831299,-2.594167e-19,-1.297763e-18
-1.831055,-2.569424e-19,-1.268983e-18
-1.830811,-2.706229e-19,-1.252054e-18
-1.830566,-2.494631e-19,-1.261617e-18
-1.830322,-2.487046e-19,-1.279553e-18
-1.830078,-2.456400e-19,-1.271005e-18
-1.829834,-2.319152e-19,-1.242631e-18
-1.829590,-2.439311e-19,-1.246003e-18
-1.829346,-2.293940e-19,-1.251316e-18
-1.829102,-2.105770e-19,-1.222360e-18
-1.828857,-2.280544e-19,-1.205576e-18
-1.828613,-2.155220e-19,-1.219029e-18
-1.828369,-2.023964e-19,-1.235377e-18
-1.828125,-2.093926e-19,-1.226798e-18
-1.827881,-1.896273e-19,-1.197169e-18
-1.827637,-1.960548e-19,-1.194427e-18
-1.827393,-1.963969e-19,-1.201376e-18
-1.827148,-1.677524e-19,-1.173965e-18
-1.826904,-1.818987e-19,-1.157286e-18
-1.826660,-1.796170e-19,-1.174104e-18
-1.826416,-1.598300e-19,-1.190574e-18
-1.826172,-1.665843e-19,-1.184059e-18
-1.825928,-1.523766e-19,-1.152596e-18
-1.825684,-1.503598e-19,-1.142072e-18
-1.825439,-1.542696e-19,-1.150874e-18
-1.825195,-1.291722e-19,-1.126179e-18
-1.824951,-1.314336e-19,-1.106967e-18
-1.824707,-1.383557e-19,-1.128029e-18
-1.824463,-1.184680e-19,-1.146153e-18
-1.824219,-1.185333e-19,-1.138086e-18
-1.823975,-1.141742e-19,-1.109355e-18
-1.823730,-1.018644e-19,-1.092649e-18
-1.823486,-1.119015e-19,-1.099300e-18
-1.823242,-9.253310e-20,-1.081687e-18
-1.822998,-7.976190e-20,-1.059459e-18
-1.822754,-9.741563e-20,-1.080193e-18
-1.822510,-7.778976e-20,-1.102674e-18
-1.822266,-6.972837e-20,-1.093342e-18
-1.822021,-7.150573e-20,-1.064382e-18
-1.821777,-5.350492e-20,-1.041214e-18
-1.821533,-6.382905e-20,-1.045041e-18
-1.821289,-5.340688e-20,-1.034760e-18
-1.821045,-3.134059e-20,-1.010610e-18
-1.820801,-4.793360e-20,-1.032351e-18
-1.820557,-3.941632e-20,-1.060620e-18
-1.820312,-2.171253e-20,-1.051203e-18
-1.820068,-2.767710e-20,-1.020635e-18
-1.819824,-1.186811e-20,-9.937067e-19
-1.819580,-1.129820e-20,-9.954331e-19
-1.819336,-1.359432e-20,-9.883948e-19
-1.819092,1.343226e-20,-9.673411e-19
-1.818848,4.269637e-21,-9.862782e-19
-1.818604,2.148102e-21,-1.016797e-18
-1.818359,2.624628e-20,-1.009074e-18
-1.818115,2.155941e-20,-9.782379e-19
-1.817871,2.982041e-20,-9.514936e-19
-1.817627,3.754249e-20,-9.460141e-19
-1.817383,3.155068e-20,-9.440316e-19
-1.817139,5.423643e-20,-9.269417e-19
-1.816895,5.713043e-20,-9.423180e-19
-1.816650,4.564305e-20,-9.776895e-19
-1.816406,6.822748e-20,-9.692633e-19
-1.816162,7.096706e-20,-9.365846e-19
-1.815918,6.988475e-20,-9.077982e-19
-1.815674,8.907769e-20,-8.970863e-19
-1.815430,7.938598e-20,-8.990914e-19
-1.815186,9.188264e-20,-8.868310e-19
-1.814941,1.100516e-19,-9.001828e-19
-1.814697,9.136251e-20,-9.379337e-19
-1.814453,1.068621e-19,-9.336260e-19
-1.814209,1.203501e-19,-9.002962e-19
-1.813965,1.138668e-19,-8.708183e-19
-1.813721,1.328107e-19,-8.562292e-19
-1.813477,1.279500e-19,-8.587309e-19
-1.813232,1.311757e-19,-8.529784e-19
-1.812988,1.561710e-19,-8.627292e-19
-1.812744,1.415710e-19,-8.993616e-19
-1.812500,1.469004e-19,-9.010340e-19
-1.812256,1.680072e-19,-8.654146e-19
-1.812012,1.590273e-19,-8.326258e-19
-1.811768,1.724085e-19,-8.161567e-19
-1.811523,1.785257e-19,-8.202160e-19
-1.811279,1.702843e-19,-8.223610e-19
-1.811035,1.965373e-19,-8.306141e-19
-1.810791,1.941645e-19,-8.650112e-19
-1.810547,1.853276e-19,-8.722252e-19
-1.810303,2.114883e-19,-8.366416e-19
-1.810059,2.052265e-19,-8.006390e-19
-1.809814,2.101867e-19,-7.800870e-19
-1.809570,2.295493e-19,-7.845009e-19
-1.809326,2.142114e-19,-7.923655e-19
-1.809082,2.316619e-19,-8.015957e-19
-1.808838,2.443316e-19,-8.347622e-19
-1.808594,2.270011e-19,-8.450031e-19
-1.808350,2.488055e-19,-8.117310e-19
-1.808105,2.544082e-19,-7.733292e-19
-1.807861,2.457307e-19,-7.523993e-19
-1.807617,2.705056e-19,-7.564249e-19
-1.807373,2.639639e-19,-7.670655e-19
-1.807129,2.640095e-19,-7.779139e-19
-1.806885,2.907585e-19,-8.079262e-19
-1.806641,2.729285e-19,-8.230828e-19
-1.806396,2.822528e-19,-7.888831e-19
-1.806152,3.041825e-19,-7.477104e-19
-1.805908,2.857822e-19,-7.274640e-19
-1.805664,3.052983e-19,-7.291975e-19
-1.805420,3.120160e-19,-7.468762e-19
-1.805176,2.989597e-19,-7.600494e-19
-1.804932,3.264345e-19,-7.853810e-19
-1.804688,3.210330e-19,-8.035527e-19
-1.804443,3.170326e-19,-7.732450e-19
-1.804199,3.421186e-19,-7.274856e-19
-1.803955,3.303046e-19,-7.038477e-19
-1.803711,3.377270e-19,-7.076484e-19
-1.803467,3.566686e-19,-7.261138e-19
-1.803223,3.397936e-19,-7.422987e-19
-1.802979,3.549704e-19,-7.673926e-19
-1.802734,3.688070e-19,-7.856393e-19
-1.802490,3.520126e-19,-7.585861e-19
-1.802246,3.734362e-19,-7.132172e-19
-1.802002,3.763713e-19,-6.884506e-19
-1.801758,3.673169e-19,-6.905877e-19
-1.801514,3.946466e-19,-7.124857e-19
-1.801270,3.827114e-19,-7.318616e-19
-1.801025,3.821136e-19,-7.519327e-19
-1.800781,4.088791e-19,-7.698925e-19
-1.800537,3.928847e-19,-7.478618e-19
-1.800293,4.009823e-19,-6.986166e-19
-1.800049,4.152764e-19,-6.720325e-19
-1.799805,4.029316e-19,-6.759667e-19
-1.799561,4.232792e-19,-6.984570e-19
-1.799316,4.249127e-19,-7.225196e-19
-1.799072,4.100964e-19,-7.410758e-19
-1.798828,4.356276e-19,-7.578270e-19
-1.798584,4.342614e-19,-7.400390e-19
-1.798340,4.258820e-19,-6.898439e-19
-1.798096,4.487573e-19,-6.605011e-19
-1.797852,4.399173e-19,-6.640429e-19
-1.797607,4.466798e-19,-6.884473e-19
-1.797363,4.636997e-19,-7.148551e-19
-1.797119,4.418176e-19,-7.332953e-19
-1.796875,4.587735e-19,-7.485469e-19
-1.796631,4.734024e-19,-7.342015e-19
-1.796387,4.544873e-19,-6.843866e-19
-1.796143,4.729092e-19,-6.512788e-19
-1.795898,4.739116e-19,-6.577464e-19
-1.795654,4.688741e-19,-6.838577e-19
-1.795410,4.920001e-19,-7.116861e-19
-1.795166,4.784827e-19,-7.285462e-19
-1.794922,4.790330e-19,-7.406851e-19
-1.794678,5.024882e-19,-7.295474e-19
-1.794434,4.881374e-19,-6.804334e-19
-1.794189,4.920307e-19,-6.464108e-19
-1.793945,5.048752e-19,-6.522690e-19
-1.793701,4.963816e-19,-6.805906e-19
-1.793457,5.128508e-19,-7.113457e-19
-1.793213,5.105337e-19,-7.265451e-19
-1.792969,4.974811e-19,-7.376509e-19
-1.792725,5.228069e-19,-7.300766e-19
-1.792480,5.223845e-19,-6.832555e-19
-1.792236,5.112646e-19,-6.431294e-19
-1.791992,5.262046e-19,-6.507253e-19
-1.791748,5.251521e-19,-6.829206e-19
-1.791504,5.321575e-19,-7.103961e-19
-1.791260,5.382170e-19,-7.276402e-19
-1.791016,5.214452e-19,-7.370474e-19
-1.790771,5.376227e-19,-7.307604e-19
-1.790527,5.516326e-19,-6.874771e-19
-1.790283,5.354495e-19,-6.444126e-19
-1.790039,5.411743e-19,-6.540297e-19
-1.789795,5.489564e-19,-6.881317e-19
-1.789551,5.506072e-19,-7.160403e-19
-1.789307,5.589419e-19,-7.331351e-19
-1.789062,5.472527e-19,-7.380492e-19
-1.788818,5.506702e-19,-7.329402e-19
-1.788574,5.712229e-19,-6.942000e-19
-1.788330,5.604374e-19,-6.479279e-19
-1.788086,5.559164e-19,-6.557826e-19
-1.787842,5.670023e-19,-6.940693e-19
-1.787598,5.687992e-19,-7.224010e-19
-1.787354,5.754458e-19,-7.390984e-19
-1.787109,5.677048e-19,-7.443293e-19
-1.786865,5.636934e-19,-7.390512e-19
-1.786621,5.848568e-19,-7.040786e-19
-1.786377,5.817528e-19,-6.558695e-19
-1.786133,5.684667e-19,-6.609936e-19
-1.785889,5.798661e-19,-7.055389e-19
-1.785645,5.876385e-19,-7.331830e-19
-1.785400,5.886616e-19,-7.460776e-19
-1.785156,5.833297e-19,-7.513386e-19
-1.784912,5.777045e-19,-7.452750e-19
-1.784668,5.936126e-19,-7.150580e-19
-1.784424,5.966933e-19,-6.683427e-19
-1.784180,5.852447e-19,-6.680135e-19
-1.783936,5.852399e-19,-7.176971e-19
-1.783691,5.961815e-19,-7.487685e-19
-1.783447,6.049409e-19,-7.558330e-19
-1.783203,5.931287e-19,-7.619807e-19
-1.782959,5.875411e-19,-7.551391e-19
-1.782715,6.010843e-19,-7.257560e-19
-1.782471,6.068400e-19,-6.795522e-19
-1.782227,5.990247e-19,-6.768307e-19
-1.781982,5.895727e-19,-7.301724e-19
-1.781738,6.001773e-19,-7.624154e-19
-1.781494,6.145212e-19,-7.690731e-19
-1.781250,6.011560e-19,-7.722989e-19
-1.781006,5.895845e-19,-7.664457e-19
-1.780762,6.022991e-19,-7.411870e-19
-1.780518,6.118224e-19,-6.949622e-19
-1.780273,6.039559e-19,-6.903287e-19
-1.780029,5.957284e-19,-7.444565e-19
-1.779785,5.992300e-19,-7.819481e-19
-1.779541,6.150322e-19,-7.815843e-19
-1.779297,6.121500e-19,-7.822639e-19
-1.779053,5.907522e-19,-7.803534e-19
-1.778809,5.990831e-19,-7.537518e-19
-1.778564,6.137892e-19,-7.128808e-19
-1.778320,6.057047e-19,-7.054342e-19
-1.778076,5.963381e-19,-7.584849e-19
-1.777832,5.935425e-19,-8.012191e-19
-1.777588,6.108878e-19,-7.973553e-19
-1.777344,6.160510e-19,-7.955055e-19
-1.777100,5.886807e-19,-7.946253e-19
-1.776855,5.918439e-19,-7.704942e-19
-1.776611,6.143944e-19,-7.290880e-19
-1.776367,6.052638e-19,-7.183648e-19
-1.776123,5.929791e-19,-7.731406e-19
-1.775879,5.910483e-19,-8.201793e-19
-1.775635,5.999673e-19,-8.141704e-19
-1.775391,6.132362e-19,-8.082788e-19
-1.775146,5.882229e-19,-8.103796e-19
-1.774902,5.768323e-19,-7.882480e-19
-1.774658,6.061742e-19,-7.479388e-19
-1.774414,6.023262e-19,-7.376056e-19
-1.774170,5.858537e-19,-7.897820e-19
-1.773926,5.851471e-19,-8.402314e-19
-1.773682,5.868478e-19,-8.340306e-19
-1.773438,6.046216e-19,-8.208680e-19
-1.773193,5.911029e-19,-8.230894e-19
-1.772949,5.642995e-19,-8.042464e-19
-1.772705,5.901241e-19,-7.656873e-19
-1.772461,6.003968e-19,-7.545306e-19
-1.772217,5.751880e-19,-8.046397e-19
-1.771973,5.710133e-19,-8.599242e-19
-1.771729,5.758262e-19,-8.544755e-19
-1.771484,5.889080e-19,-8.351038e-19
-1.771240,5.875450e-19,-8.352742e-19
-1.770996,5.528626e-19,-8.205626e-19
-1.770752,5.653581e-19,-7.846436e-19
-1.770508,5.943800e-19,-7.704351e-19
-1.770264,5.672023e-19,-8.185799e-19
-1.770020,5.534940e-19,-8.773627e-19
-1.769775,5.628498e-19,-8.726505e-19
-1.769531,5.674970e-19,-8.462488e-19
-1.769287,5.761230e-19,-8.491651e-19
-1.769043,5.458264e-19,-8.377332e-19
-1.768799,5.363518e-19,-8.005959e-19
-1.768555,5.770266e-19,-7.908009e-19
-1.768311,5.601815e-19,-8.356460e-19
-1.768066,5.311668e-19,-8.936517e-19
-1.767822,5.439195e-19,-8.928668e-19
-1.767578,5.503156e-19,-8.594009e-19
-1.767334,5.585358e-19,-8.583152e-19
-1.767090,5.369390e-19,-8.525706e-19
-1.766846,5.106771e-19,-8.164025e-19
-1.766602,5.488498e-19,-8.050133e-19
-1.766357,5.514406e-19,-8.497482e-19
-1.766113,5.082832e-19,-9.095237e-19
-1.765869,5.169229e-19,-9.113695e-19
-1.765625,5.304111e-19,-8.739289e-19
-1.765381,5.288995e-19,-8.683988e-19
-1.765137,5.211992e-19,-8.664082e-19
-1.764893,4.906852e-19,-8.338901e-19
-1.764648,5.119276e-19,-8.201955e-19
-1.764404,5.373978e-19,-8.634170e-19
-1.764160,4.920948e-19,-9.228160e-19
-1.763916,4.835710e-19,-9.270894e-19
-1.763672,5.086785e-19,-8.882450e-19
-1.763428,5.034266e-19,-8.775171e-19
-1.763184,4.966240e-19,-8.797725e-19
-1.762939,4.707013e-19,-8.509576e-19
-1.762695,4.712677e-19,-8.368683e-19
-1.762451,5.099140e-19,-8.792658e-19
-1.762207,4.786800e-19,-9.371788e-19
-1.761963,4.472961e-19,-9.434299e-19
-1.761719,4.767965e-19,-9.013158e-19
-1.761475,4.792196e-19,-8.868220e-19
-1.761230,4.686250e-19,-8.926306e-19
-1.760986,4.505652e-19,-8.652161e-19
-1.760742,4.363567e-19,-8.510074e-19
-1.760498,4.732813e-19,-8.926579e-19
-1.760254,4.636754e-19,-9.512428e-19
-1.760010,4.154970e-19,-9.596007e-19
-1.759766,4.351991e-19,-9.160764e-19
-1.759521,4.541755e-19,-8.980883e-19
-1.759277,4.368846e-19,-9.044449e-19
-1.759033,4.215075e-19,-8.825773e-19
-1.758789,4.064529e-19,-8.671920e-19
-1.758545,4.292819e-19,-9.056071e-19
-1.758301,4.419485e-19,-9.649052e-19
-1.758057,3.930853e-19,-9.749567e-19
-1.757812,3.899077e-19,-9.324563e-19
-1.757568,4.226040e-19,-9.082334e-19
-1.757324,4.080672e-19,-9.162215e-19
-1.757080,3.874891e-19,-9.010224e-19
-1.756836,3.740821e-19,-8.850956e-19
-1.756592,3.852578e-19,-9.227785e-19
-1.756348,4.097241e-19,-9.779840e-19
-1.756104,3.709388e-19,-9.907615e-19
-1.755859,3.452946e-19,-9.490674e-19
-1.755615,3.813879e-19,-9.175499e-19
-1.755371,3.828380e-19,-9.284538e-19
-1.755127,3.537123e-19,-9.173069e-19
-1.754883,3.399949e-19,-9.014725e-19
-1.754639,3.458548e-19,-9.373329e-19
-1.754395,3.677250e-19,-9.919035e-19
-1.754150,3.464382e-19,-1.007433e-18
-1.753906,3.061157e-19,-9.658727e-19
-1.753662,3.329393e-19,-9.325949e-19
-1.753418,3.531250e-19,-9.418377e-19
-1.753174,3.179159e-19,-9.345840e-19
-1.752930,3.006651e-19,-9.195281e-19
-1.752686,3.061392e-19,-9.534180e-19
-1.752441,3.225346e-19,-1.009530e-18
-1.752197,3.171237e-19,-1.022564e-18
-1.751953,2.732246e-19,-9.817180e-19
-1.751709,2.803964e-19,-9.466101e-19
-1.751465,3.130754e-19,-9.534599e-19
-1.751221,2.876963e-19,-9.541604e-19
-1.750977,2.579742e-19,-9.394777e-19
-1.750732,2.621769e-19,-9.687187e-19
-1.750488,2.792322e-19,-1.026119e-18
-1.750244,2.781787e-19,-1.038749e-18
-1.750000,2.405132e-19,-9.993965e-19
-1.749756,2.307232e-19,-9.620760e-19
-1.749512,2.642402e-19,-9.648801e-19
-1.749268,2.568248e-19,-9.712192e-19
-1.749023,2.165895e-19,-9.575146e-19
-1.748779,2.135314e-19,-9.840403e-19
-1.748535,2.347487e-19,-1.041722e-18
-1.748291,2.353173e-19,-1.053784e-18
-1.748047,2.035799e-19,-1.016317e-18
-1.747803,1.829398e-19,-9.795257e-19
-1.747559,2.101625e-19,-9.816762e-19
-1.747314,2.201430e-19,-9.892103e-19
-1.747070,1.794145e-19,-9.779995e-19
-1.746826,1.619132e-19,-1.002649e-18
-1.746582,1.855272e-19,-1.057028e-18
-1.746338,1.932624e-19,-1.071722e-18
-1.746094,1.646828e-19,-1.033979e-18
-1.745850,1.387570e-19,-9.948787e-19
-1.745605,1.547999e-19,-9.961963e-19
-1.745361,1.741520e-19,-1.006339e-18
-1.745117,1.435574e-19,-9.995328e-19
-1.744873,1.118171e-19,-1.020338e-18
-1.744629,1.307548e-19,-1.073122e-18
-1.744385,1.492998e-19,-1.090327e-18
-1.744141,1.235847e-19,-1.051556e-18
-1.743896,9.256061e-20,-1.013008e-18
-1.743652,1.025624e-19,-1.011819e-18
-1.743408,1.253799e-19,-1.023314e-18
-1.743164,1.076210e-19,-1.020982e-18
-1.742920,6.853615e-20,-1.036682e-18
-1.742676,7.335537e-20,-1.088573e-18
-1.742432,1.032665e-19,-1.107893e-18
-1.742188,8.369677e-20,-1.069292e-18
-1.741943,4.607302e-20,-1.032725e-18
-1.741699,5.070430e-20,-1.029352e-18
-1.741455,7.142102e-20,-1.042564e-18
-1.741211,6.578460e-20,-1.044822e-18
-1.740967,2.889190e-20,-1.056554e-18
-1.740723,1.766127e-20,-1.103127e-18
-1.740479,5.137914e-20,-1.125566e-18
-1.740234,4.720543e-20,-1.088142e-18
-1.739990,1.554889e-21,-1.048419e-18
-1.739746,-1.743089e-21,-1.046443e-18
-1.739502,2.260941e-20,-1.061432e-18
-1.739258,1.846925e-20,-1.064940e-18
-1.739014,-8.598040e-21,-1.075859e-18
-1.738770,-3.234193e-20,-1.119813e-18
-1.738525,-9.956238e-21,-1.142432e-18
-1.738281,8.696211e-21,-1.106290e-18
-1.738037,-3.846489e-20,-1.067082e-18
-1.737793,-5.516698e-20,-1.064423e-18
-1.737549,-2.645371e-20,-1.079738e-18
-1.737305,-2.791172e-20,-1.085227e-18
-1.737061,-4.906694e-20,-1.094974e-18
-1.736816,-7.572811e-20,-1.133925e-18
-1.736572,-6.851339e-20,-1.158106e-18
-1.736328,-3.757235e-20,-1.127530e-18
-1.736084,-7.279706e-20,-1.085673e-18
-1.735840,-1.094745e-19,-1.082043e-18
-1.735596,-7.950709e-20,-1.101166e-18
-1.735352,-7.029498e-20,-1.108004e-18
-1.735107,-9.450378e-20,-1.116980e-18
-1.734863,-1.166672e-19,-1.150978e-18
-1.734619,-1.225484e-19,-1.173286e-18
-1.734375,-9.023371e-20,-1.145891e-18
-1.734131,-1.024570e-19,-1.104132e-18
-1.733887,-1.553725e-19,-1.099390e-18
-1.733643,-1.368473e-19,-1.120429e-18
-1.733398,-1.128701e-19,-1.131171e-18
-1.733154,-1.386357e-19,-1.137026e-18
-1.732910,-1.597664e-19,-1.165532e-18
-1.732666,-1.696529e-19,-1.191140e-18
-1.732422,-1.481540e-19,-1.165684e-18
-1.732178,-1.397593e-19,-1.122947e-18
-1.731934,-1.923949e-19,-1.118562e-18
-1.731689,-1.958734e-19,-1.139200e-18
-1.731445,-1.565723e-19,-1.150569e-18
-1.731201,-1.763793e-19,-1.157369e-18
-1.730957,-2.037008e-19,-1.181201e-18
-1.730713,-2.117200e-19,-1.203493e-18
-1.730469,-2.042982e-19,-1.185338e-18
-1.730225,-1.826431e-19,-1.144186e-18
-1.729980,-2.223192e-19,-1.136253e-18
-1.729736,-2.517187e-19,-1.160821e-18
-1.729492,-2.077178e-19,-1.175683e-18
-1.729248,-2.123064e-19,-1.180845e-18
-1.729004,-2.497748e-19,-1.199848e-18
-1.728760,-2.530730e-19,-1.218924e-18
-1.728516,-2.515067e-19,-1.203464e-18
-1.728271,-2.326216e-19,-1.164979e-18
-1.728027,-2.495281e-19,-1.154765e-18
-1.727783,-2.969834e-19,-1.179488e-18
-1.727539,-2.657650e-19,-1.197139e-18
-1.727295,-2.450414e-19,-1.202504e-18
-1.727051,-2.891448e-19,-1.217900e-18
-1.726807,-3.000979e-19,-1.234609e-18
-1.726562,-2.938431e-19,-1.223699e-18
-1.726318,-2.835447e-19,-1.187380e-18
-1.726074,-2.829996e-19,-1.175428e-18
-1.725830,-3.299821e-19,-1.200206e-18
-1.725586,-3.246174e-19,-1.221046e-18
-1.725342,-2.834127e-19,-1.225291e-18
-1.725098,-3.181418e-19,-1.233879e-18
-1.724854,-3.458277e-19,-1.248857e-18
-1.724609,-3.326806e-19,-1.241588e-18
-1.724365,-3.293167e-19,-1.210168e-18
-1.724121,-3.236465e-19,-1.197639e-18
-1.723877,-3.569121e-19,-1.221039e-18
-1.723633,-3.767591e-19,-1.244809e-18
-1.723389,-3.297938e-19,-1.249335e-18
-1.723145,-3.434985e-19,-1.254301e-18
-1.722900,-3.878493e-19,-1.264533e-18
-1.722656,-3.740805e-19,-1.258576e-18
-1.722412,-3.655962e-19,-1.231459e-18
-1.722168,-3.650553e-19,-1.216901e-18
-1.721924,-3.818476e-19,-1.238742e-18
-1.721680,-4.147868e-19,-1.266216e-18
-1.721436,-3.827159e-19,-1.269798e-18
-1.721191,-3.665406e-19,-1.269689e-18
-1.720947,-4.194495e-19,-1.279308e-18
-1.720703,-4.207321e-19,-1.275872e-18
-1.720459,-3.977124e-19,-1.252666e-18
-1.720215,-4.040918e-19,-1.238834e-18
-1.719971,-4.124580e-19,-1.258264e-18
-1.719727,-4.424684e-19,-1.286458e-18
-1.719482,-4.324982e-19,-1.291331e-18
-1.719238,-3.975773e-19,-1.287292e-18
-1.718994,-4.384106e-19,-1.290529e-18
-1.718750,-4.628413e-19,-1.288060e-18
-1.718506,-4.363439e-19,-1.270795e-18
-1.718262,-4.354452e-19,-1.258130e-18
-1.718018,-4.436045e-19,-1.275770e-18
-1.717773,-4.677027e-19,-1.307298e-18
-1.717529,-4.744814e-19,-1.312447e-18
-1.717285,-4.374743e-19,-1.301774e-18
-1.717041,-4.560439e-19,-1.302672e-18
-1.716797,-4.967495e-19,-1.300950e-18
-1.716553,-4.750001e-19,-1.287891e-18
-1.716309,-4.613690e-19,-1.274728e-18
-1.716064,-4.763402e-19,-1.288661e-18
-1.715820,-4.910465e-19,-1.321620e-18
-1.715576,-5.068526e-19,-1.326912e-18
-1.715332,-4.799634e-19,-1.315055e-18
-1.715088,-4.724402e-19,-1.310965e-18
-1.714844,-5.228089e-19,-1.309440e-18
-1.714600,-5.164412e-19,-1.300993e-18
-1.714355,-4.884055e-19,-1.289811e-18
