planeta,tempo_desde_meio_transito_h,fluxo_relativo
Kepler-10 b,0.46725,0.9997885
Kepler-10 b,0.48360,0.9996916
Kepler-10 b,0.49994,0.9999622
Kepler-10 b,0.51629,0.9993978
Kepler-10 b,0.53264,0.9997841
Kepler-10 b,0.54898,0.9997574
Kepler-10 b,0.56533,0.9998950
Kepler-10 b,0.58167,0.9994897
Kepler-10 b,0.59802,0.9997669
Kepler-10 b,0.61437,1.0000602
Kepler-10 b,0.63072,1.0002037
Kepler-10 b,0.64706,0.9999376
Kepler-10 b,0.66341,0.9995020
Kepler-10 b,0.67976,0.9997616
Kepler-10 b,0.69610,0.9997964
Kepler-10 b,0.71244,0.9996785
Kepler-10 b,0.72879,0.9997529
Kepler-10 b,0.74514,0.9996580
Kepler-10 b,0.76149,0.9997145
Kepler-10 b,0.77783,1.0001053
Kepler-10 b,0.79418,1.0000127
Kepler-10 b,0.81053,1.0000788
Kepler-10 b,0.82687,0.9994250
Kepler-10 b,0.84322,0.9998441
Kepler-10 b,0.85956,1.0001735
Kepler-10 b,0.87591,1.0002507
Kepler-10 b,0.89226,1.0001342
Kepler-10 b,0.90861,0.9999148
Kepler-10 b,0.92495,0.9997475
Kepler-10 b,0.94130,1.0001586
Kepler-10 b,0.95764,0.9998601
Kepler-10 b,0.97399,0.9998847
Kepler-10 b,0.99034,1.0000576
Kepler-10 b,1.00668,0.9997191
Kepler-10 b,1.02303,0.9997628
Kepler-10 b,1.03938,0.9999947
Kepler-10 b,1.05572,0.9999030
Kepler-10 b,1.07207,1.0000978
Kepler-10 b,1.08841,0.9999362
Kepler-10 b,1.10476,0.9999532
Kepler-10 b,1.12111,1.0001077
Kepler-10 b,1.13745,1.0002166
Kepler-10 b,1.15380,1.0002092
Kepler-10 b,1.17015,0.9999447
Kepler-10 b,1.18649,1.0001115
Kepler-10 b,1.20284,1.0000486
Kepler-10 b,1.21919,1.0000276
Kepler-10 b,1.23553,0.9994524
Kepler-10 b,1.25188,0.9998779
Kepler-10 b,1.26823,0.9998274
Kepler-10 b,1.28457,0.9997336
Kepler-10 b,1.30092,0.9998958
Kepler-10 b,1.31727,0.9997796
Kepler-10 b,1.33361,0.9996871
Kepler-10 b,1.34996,0.9999432
Kepler-10 b,1.36630,0.9998465
Kepler-10 b,1.38265,1.0000542
Kepler-10 b,1.39900,0.9998955
Kepler-10 b,1.41534,0.9999259
Kepler-10 b,1.43169,1.0000554
Kepler-10 b,1.44804,0.9997476
Kepler-10 b,1.46438,1.0003344
Kepler-10 b,1.48073,0.9998843
Kepler-10 b,1.49708,0.9997798
Kepler-10 b,1.51342,1.0001621
Kepler-10 b,1.52977,1.0002299
Kepler-10 b,1.54612,0.9998633
Kepler-10 b,1.56246,0.9999874
Kepler-10 b,1.57881,0.9999478
Kepler-10 b,1.59516,1.0004767
Kepler-10 b,1.61150,1.0000998
Kepler-10 b,1.62785,1.0001294
Kepler-10 b,1.64419,1.0003601
Kepler-10 b,1.66054,0.9996297
Kepler-10 b,1.67689,1.0002775
Kepler-10 b,1.69323,0.9998844
Kepler-10 b,1.70958,1.0002143
Kepler-10 b,1.72593,1.0002760
Kepler-10 b,1.74227,0.9999198
Kepler-10 b,1.75862,1.0000143
Kepler-10 b,1.77497,1.0001588
Kepler-10 b,1.79131,1.0002909
Kepler-10 b,1.80766,1.0001256
Kepler-10 b,1.82401,1.0000058
Kepler-10 b,1.84035,1.0000221
Kepler-10 b,1.85670,1.0004542
Kepler-10 b,1.87305,0.9999271
Kepler-10 b,1.88939,1.0005532
Kepler-10 b,1.90574,1.0001459
Kepler-10 b,1.92209,1.0001405
Kepler-10 b,1.93843,1.0001658
Kepler-10 b,1.95478,0.9998408
Kepler-10 b,1.97112,1.0001155
Kepler-10 b,1.98747,1.0000093
Kepler-10 b,2.00382,0.9997679
Kepler-10 b,2.02016,0.9999643
Kepler-10 b,2.03651,0.9995772
Kepler-10 b,2.05286,0.9998558
Kepler-10 b,2.06920,1.0000704
Kepler-10 b,2.08555,1.0001590
Kepler-10 b,2.10190,0.9999200
Kepler-10 b,2.11824,0.9997310
Kepler-10 b,2.13459,1.0002316
Kepler-10 b,2.15093,0.9998907
Kepler-10 b,2.16728,1.0000306
Kepler-10 b,2.18363,0.9999083
Kepler-10 b,2.19997,1.0001553
Kepler-10 b,2.21632,1.0002379
Kepler-10 b,2.23267,1.0002235
Kepler-10 b,2.24901,1.0001389
Kepler-10 b,2.26536,1.0003024
Kepler-10 b,2.28170,1.0001855
Kepler-10 b,2.29805,1.0001105
Kepler-10 b,2.31440,1.0000247
Kepler-10 b,2.33075,0.9999854
Kepler-10 b,2.34709,1.0001386
Kepler-10 b,2.36344,1.0002289
Kepler-10 b,2.37979,0.9997285
Kepler-10 b,2.39613,0.9997723
Kepler-10 b,2.41248,0.9996037
Kepler-10 b,2.42883,0.9998591
Kepler-10 b,2.44517,1.0000734
Kepler-10 b,2.46152,1.0000943
Kepler-10 b,2.47787,1.0002424
Kepler-10 b,2.49421,0.9999907
Kepler-10 b,2.51056,0.9999856
Kepler-10 b,2.52691,1.0000007
Kepler-10 b,2.54325,1.0000899
Kepler-10 b,2.55960,0.9995890
Kepler-10 b,2.57594,0.9998452
Kepler-10 b,2.59229,0.9999646
Kepler-10 b,2.60864,0.9996443
Kepler-10 b,2.62498,1.0000469
Kepler-10 b,2.64133,1.0004579
Kepler-10 b,2.65768,1.0001551
Kepler-10 b,2.67402,0.9999562
Kepler-10 b,2.69037,0.9997796
Kepler-10 b,2.70671,0.9998970
Kepler-10 b,2.72306,1.0003722
Kepler-10 b,2.73941,1.0000910
Kepler-10 b,2.75575,1.0000811
Kepler-10 b,2.77210,1.0004946
Kepler-10 b,2.78845,0.9999432
Kepler-10 b,2.80479,1.0001069
Kepler-10 b,2.82114,0.9998451
Kepler-10 b,2.83748,1.0001831
Kepler-10 b,2.85383,0.9999186
Kepler-10 b,2.87018,0.9999353
Kepler-10 b,2.88652,0.9996796
Kepler-10 b,2.90287,0.9998623
Kepler-10 b,2.91922,1.0002214
Kepler-10 b,2.93556,1.0000722
Kepler-10 b,2.95191,1.0004911
Kepler-10 b,2.96826,1.0000971
Kepler-10 b,2.98460,1.0000616
Kepler-10 b,3.00095,1.0001661
Kepler-10 b,3.01730,1.0002379
Kepler-10 b,3.03365,1.0004325
Kepler-10 b,3.04999,1.0002292
Kepler-10 b,3.06633,0.9997952
Kepler-10 b,3.08268,1.0000916
Kepler-10 b,3.09903,1.0001526
Kepler-10 b,3.11538,1.0000259
Kepler-10 b,3.13172,0.9998980
Kepler-10 b,3.14807,1.0004460
Kepler-10 b,3.16442,1.0000499
Kepler-10 b,3.18076,1.0003959
Kepler-10 b,3.19711,1.0004740
Kepler-10 b,3.21345,0.9997892
Kepler-10 b,3.22980,0.9997032
Kepler-10 b,3.24615,0.9997758
Kepler-10 b,3.26249,0.9998378
Kepler-10 b,3.27884,0.9999349
Kepler-10 b,3.29519,1.0003730
Kepler-10 b,3.31153,1.0000484
Kepler-10 b,3.32788,1.0000804
Kepler-10 b,3.34423,0.9997394
Kepler-10 b,3.36057,0.9994017
Kepler-10 b,3.37692,1.0002119
Kepler-10 b,3.39327,1.0000327
Kepler-10 b,3.40961,0.9998142
Kepler-10 b,3.42596,0.9997621
Kepler-10 b,3.44230,0.9998858
Kepler-10 b,3.45865,1.0000552
Kepler-10 b,3.47500,1.0001799
Kepler-10 b,3.49134,0.9998193
Kepler-10 b,3.50769,0.9999583
Kepler-10 b,3.52404,1.0000417
Kepler-10 b,3.54038,0.9999132
Kepler-10 b,3.55673,1.0002153
Kepler-10 b,3.57308,0.9999156
Kepler-10 b,3.58942,0.9998492
Kepler-10 b,3.60577,0.9997754
Kepler-10 b,3.62211,0.9997972
Kepler-10 b,3.63846,0.9997649
Kepler-10 b,3.65481,0.9999168
Kepler-10 b,3.67116,0.9998546
Kepler-10 b,3.68750,1.0002553
Kepler-10 b,3.70385,0.9997222
Kepler-10 b,3.72020,0.9998688
Kepler-10 b,3.73654,0.9998814
Kepler-10 b,3.75289,1.0001232
Kepler-10 b,3.76923,0.9997768
Kepler-10 b,3.78558,0.9998937
Kepler-10 b,3.80193,0.9995868
Kepler-10 b,3.81827,1.0000723
Kepler-10 b,3.83462,1.0004386
Kepler-10 b,3.85097,1.0001574
Kepler-10 b,3.86731,0.9994267
Kepler-10 b,3.88366,0.9995265
Kepler-10 b,3.90001,0.9999975
Kepler-10 b,3.91635,1.0002003
Kepler-10 b,3.93270,1.0002771
Kepler-10 b,3.94905,0.9998214
Kepler-10 b,3.96539,1.0003520
Kepler-10 b,3.98174,1.0001490
Kepler-10 b,3.99808,1.0001678
Kepler-10 b,4.01443,0.9998857
Kepler-10 b,4.03078,1.0002384
Kepler-10 b,4.04712,1.0001582
Kepler-10 b,4.06347,1.0000239
Kepler-10 b,4.07982,1.0000789
Kepler-10 b,4.09616,1.0001394
Kepler-10 b,4.11251,1.0000274
Kepler-10 b,4.12885,1.0004333
Kepler-10 b,4.14520,1.0000970
Kepler-10 b,4.16155,1.0001393
Kepler-10 b,4.17789,1.0002498
Kepler-10 b,4.19424,0.9999527
Kepler-10 b,4.21059,0.9998126
Kepler-10 b,4.22694,0.9999876
Kepler-10 b,4.24328,0.9995628
Kepler-10 b,4.25962,0.9999461
Kepler-10 b,4.27597,0.9996278
Kepler-10 b,4.29232,0.9998685
Kepler-10 b,4.30867,0.9997898
Kepler-10 b,4.32501,0.9999716
Kepler-10 b,4.34136,1.0003423
Kepler-10 b,4.35771,0.9998587
Kepler-10 b,4.37405,0.9999917
Kepler-10 b,4.39040,0.9998800
Kepler-10 b,4.40674,1.0002388
Kepler-10 b,4.42309,0.9999482
Kepler-10 b,4.43944,1.0003655
Kepler-10 b,4.45578,0.9998124
Kepler-10 b,4.47213,0.9997546
Kepler-10 b,4.48848,0.9999158
Kepler-10 b,4.50483,0.9997349
Kepler-10 b,4.52117,0.9996327
Kepler-10 b,4.53752,0.9996525
Kepler-10 b,4.55386,0.9999383
Kepler-10 b,4.57021,1.0002374
Kepler-10 b,4.58656,1.0001415
Kepler-10 b,4.60290,1.0002897
Kepler-10 b,4.61925,1.0001295
Kepler-10 b,4.63560,1.0001323
Kepler-10 b,4.65194,0.9997130
Kepler-10 b,4.66829,0.9999906
Kepler-10 b,4.68463,1.0002461
Kepler-10 b,4.70098,0.9999675
Kepler-10 b,4.71733,0.9992354
Kepler-10 b,4.73367,0.9998081
Kepler-10 b,4.75002,0.9997772
Kepler-10 b,4.76637,1.0002518
Kepler-10 b,4.78272,0.9998389
Kepler-10 b,4.79906,0.9997178
Kepler-10 b,-4.78995,0.9997214
Kepler-10 b,-4.77360,1.0005589
Kepler-10 b,-4.75726,1.0004734
Kepler-10 b,-4.74091,0.9997778
Kepler-10 b,-4.72456,0.9997068
Kepler-10 b,-4.70822,1.0001368
Kepler-10 b,-4.69187,1.0001047
Kepler-10 b,-4.67552,0.9998119
Kepler-10 b,-4.65918,0.9998453
Kepler-10 b,-4.64283,0.9993427
Kepler-10 b,-4.62648,1.0007794
Kepler-10 b,-4.61014,0.9998568
Kepler-10 b,-4.59379,1.0001687
Kepler-10 b,-4.57744,0.9999775
Kepler-10 b,-4.56110,0.9997129
Kepler-10 b,-4.54475,1.0001121
Kepler-10 b,-4.52840,0.9997839
Kepler-10 b,-4.51206,0.9998420
Kepler-10 b,-4.49571,0.9999404
Kepler-10 b,-4.47936,1.0000933
Kepler-10 b,-4.46302,0.9995897
Kepler-10 b,-4.44667,1.0001023
Kepler-10 b,-4.43033,1.0000021
Kepler-10 b,-4.41398,1.0003259
Kepler-10 b,-4.39763,0.9996945
Kepler-10 b,-4.38129,0.9999566
Kepler-10 b,-4.36494,0.9999827
Kepler-10 b,-4.34859,1.0001280
Kepler-10 b,-4.33225,1.0000087
Kepler-10 b,-4.31590,1.0001883
Kepler-10 b,-4.29956,1.0001654
Kepler-10 b,-4.28321,1.0002487
Kepler-10 b,-4.26686,0.9997957
Kepler-10 b,-4.25052,1.0004084
Kepler-10 b,-4.23417,1.0004444
Kepler-10 b,-4.21782,0.9998955
Kepler-10 b,-4.20148,1.0002475
Kepler-10 b,-4.18513,1.0002390
Kepler-10 b,-4.16878,0.9994252
Kepler-10 b,-4.15244,1.0001996
Kepler-10 b,-4.13609,1.0002323
Kepler-10 b,-4.11974,1.0001870
Kepler-10 b,-4.10340,0.9999024
Kepler-10 b,-4.08705,0.9998108
Kepler-10 b,-4.07071,0.9998650
Kepler-10 b,-4.05436,0.9999322
Kepler-10 b,-4.03801,1.0004043
Kepler-10 b,-4.02167,1.0002148
Kepler-10 b,-4.00532,0.9998849
Kepler-10 b,-3.98897,0.9998989
Kepler-10 b,-3.97262,1.0002207
Kepler-10 b,-3.95628,1.0000329
Kepler-10 b,-3.93994,1.0000714
Kepler-10 b,-3.92359,0.9995091
Kepler-10 b,-3.90724,1.0000544
Kepler-10 b,-3.89089,0.9995054
Kepler-10 b,-3.87455,1.0002015
Kepler-10 b,-3.85820,1.0000154
Kepler-10 b,-3.84185,1.0000418
Kepler-10 b,-3.82551,0.9998422
Kepler-10 b,-3.80916,0.9996327
Kepler-10 b,-3.79282,1.0002857
Kepler-10 b,-3.77647,0.9999258
Kepler-10 b,-3.76012,1.0000892
Kepler-10 b,-3.74378,1.0001637
Kepler-10 b,-3.72743,1.0000079
Kepler-10 b,-3.71108,0.9999115
Kepler-10 b,-3.69474,0.9999160
Kepler-10 b,-3.67839,0.9999432
Kepler-10 b,-3.66204,1.0003121
Kepler-10 b,-3.64570,0.9997966
Kepler-10 b,-3.62935,0.9999357
Kepler-10 b,-3.61300,1.0001487
Kepler-10 b,-3.59666,0.9998173
Kepler-10 b,-3.58031,0.9999888
Kepler-10 b,-3.56396,1.0000861
Kepler-10 b,-3.54762,0.9999317
Kepler-10 b,-3.53127,0.9999553
Kepler-10 b,-3.51493,0.9998926
Kepler-10 b,-3.49858,1.0000101
Kepler-10 b,-3.48223,0.9997738
Kepler-10 b,-3.46589,1.0002132
Kepler-10 b,-3.44954,0.9999350
Kepler-10 b,-3.43319,1.0008333
Kepler-10 b,-3.41684,0.9998837
Kepler-10 b,-3.40050,0.9997577
Kepler-10 b,-3.38416,0.9999133
Kepler-10 b,-3.36781,0.9997360
Kepler-10 b,-3.35146,0.9998756
Kepler-10 b,-3.33511,1.0003541
Kepler-10 b,-3.31877,0.9999504
Kepler-10 b,-3.30242,1.0002761
Kepler-10 b,-3.28607,0.9998453
Kepler-10 b,-3.26973,1.0000090
Kepler-10 b,-3.25338,0.9999439
Kepler-10 b,-3.23704,1.0000060
Kepler-10 b,-3.22069,1.0001502
Kepler-10 b,-3.20434,1.0001357
Kepler-10 b,-3.18800,0.9996846
Kepler-10 b,-3.17165,1.0000936
Kepler-10 b,-3.15530,1.0002653
Kepler-10 b,-3.13896,0.9998937
Kepler-10 b,-3.12261,1.0002948
Kepler-10 b,-3.10626,1.0001339
Kepler-10 b,-3.08992,1.0000532
Kepler-10 b,-3.07357,1.0001964
Kepler-10 b,-3.05722,1.0002122
Kepler-10 b,-3.04088,0.9999761
Kepler-10 b,-3.02453,1.0004025
Kepler-10 b,-3.00819,1.0002336
Kepler-10 b,-2.99184,1.0001411
Kepler-10 b,-2.97549,0.9999317
Kepler-10 b,-2.95915,1.0000294
Kepler-10 b,-2.94280,1.0001926
Kepler-10 b,-2.92645,1.0001758
Kepler-10 b,-2.91011,0.9997441
Kepler-10 b,-2.89376,0.9999095
Kepler-10 b,-2.87742,1.0002709
Kepler-10 b,-2.86107,1.0001511
Kepler-10 b,-2.84472,1.0000936
Kepler-10 b,-2.82838,0.9999577
Kepler-10 b,-2.81203,0.9997376
Kepler-10 b,-2.79568,1.0002620
Kepler-10 b,-2.77933,1.0000142
Kepler-10 b,-2.76299,1.0001907
Kepler-10 b,-2.74664,1.0001341
Kepler-10 b,-2.73030,0.9999155
Kepler-10 b,-2.71395,1.0002487
Kepler-10 b,-2.69760,0.9999864
Kepler-10 b,-2.68126,0.9997549
Kepler-10 b,-2.66491,0.9999191
Kepler-10 b,-2.64856,1.0000300
Kepler-10 b,-2.63222,0.9994883
Kepler-10 b,-2.61587,0.9997101
Kepler-10 b,-2.59952,1.0002479
Kepler-10 b,-2.58318,0.9999211
Kepler-10 b,-2.56683,0.9996875
Kepler-10 b,-2.55048,0.9994236
Kepler-10 b,-2.53414,0.9998709
Kepler-10 b,-2.51779,1.0000099
Kepler-10 b,-2.50144,0.9997186
Kepler-10 b,-2.48510,1.0001109
Kepler-10 b,-2.46875,0.9997955
Kepler-10 b,-2.45241,0.9998371
Kepler-10 b,-2.43606,1.0000754
Kepler-10 b,-2.41971,1.0000156
Kepler-10 b,-2.40337,1.0001116
Kepler-10 b,-2.38702,1.0001796
Kepler-10 b,-2.37067,1.0001545
Kepler-10 b,-2.35433,1.0001887
Kepler-10 b,-2.33798,0.9997895
Kepler-10 b,-2.32164,0.9999217
Kepler-10 b,-2.30529,0.9997266
Kepler-10 b,-2.28894,1.0000483
Kepler-10 b,-2.27260,1.0002771
Kepler-10 b,-2.25625,1.0000674
Kepler-10 b,-2.23990,0.9998820
Kepler-10 b,-2.22356,0.9996087
Kepler-10 b,-2.20721,1.0001404
Kepler-10 b,-2.19086,1.0003208
Kepler-10 b,-2.17452,0.9999981
Kepler-10 b,-2.15817,0.9993928
Kepler-10 b,-2.14182,0.9998125
Kepler-10 b,-2.12548,1.0001190
Kepler-10 b,-2.10913,0.9997911
Kepler-10 b,-2.09278,0.9998498
Kepler-10 b,-2.07644,1.0001269
Kepler-10 b,-2.06009,0.9998257
Kepler-10 b,-2.04374,1.0000700
Kepler-10 b,-2.02740,1.0000578
Kepler-10 b,-2.01105,0.9997480
Kepler-10 b,-1.99470,0.9995612
Kepler-10 b,-1.97836,0.9997870
Kepler-10 b,-1.96201,1.0003206
Kepler-10 b,-1.94567,1.0001337
Kepler-10 b,-1.92932,1.0001384
Kepler-10 b,-1.91297,1.0000233
Kepler-10 b,-1.89663,0.9995599
Kepler-10 b,-1.88028,0.9995175
Kepler-10 b,-1.86393,1.0000191
Kepler-10 b,-1.84759,0.9997392
Kepler-10 b,-1.83124,1.0001084
Kepler-10 b,-1.81490,0.9998620
Kepler-10 b,-1.79855,0.9997657
Kepler-10 b,-1.78220,0.9998081
Kepler-10 b,-1.76586,0.9997169
Kepler-10 b,-1.74951,1.0001376
Kepler-10 b,-1.73316,0.9996481
Kepler-10 b,-1.71682,0.9999602
Kepler-10 b,-1.70047,0.9998996
Kepler-10 b,-1.68412,1.0001074
Kepler-10 b,-1.66778,0.9998181
Kepler-10 b,-1.65143,1.0000282
Kepler-10 b,-1.63508,1.0003476
Kepler-10 b,-1.61874,1.0001211
Kepler-10 b,-1.60239,0.9999795
Kepler-10 b,-1.58604,0.9998489
Kepler-10 b,-1.56970,0.9997038
Kepler-10 b,-1.55335,1.0006819
Kepler-10 b,-1.53701,0.9998709
Kepler-10 b,-1.52066,0.9998006
Kepler-10 b,-1.50431,0.9998375
Kepler-10 b,-1.48796,0.9997655
Kepler-10 b,-1.47162,0.9997836
Kepler-10 b,-1.45527,1.0002542
Kepler-10 b,-1.43892,1.0001860
Kepler-10 b,-1.42258,1.0000201
Kepler-10 b,-1.40624,1.0001979
Kepler-10 b,-1.38989,1.0004950
Kepler-10 b,-1.37354,1.0001816
Kepler-10 b,-1.35719,1.0001832
Kepler-10 b,-1.34085,1.0001533
Kepler-10 b,-1.32450,1.0000462
Kepler-10 b,-1.30815,0.9998304
Kepler-10 b,-1.29181,0.9997762
Kepler-10 b,-1.27546,1.0000237
Kepler-10 b,-1.25912,1.0000945
Kepler-10 b,-1.24277,1.0001535
Kepler-10 b,-1.22642,1.0000846
Kepler-10 b,-1.21008,1.0002786
Kepler-10 b,-1.19373,1.0002865
Kepler-10 b,-1.17738,0.9997320
Kepler-10 b,-1.16104,1.0002717
Kepler-10 b,-1.14469,0.9996180
Kepler-10 b,-1.12834,1.0000184
Kepler-10 b,-1.11200,1.0001110
Kepler-10 b,-1.09565,0.9999523
Kepler-10 b,-1.07930,1.0000371
Kepler-10 b,-1.06296,0.9995983
Kepler-10 b,-1.04661,1.0001477
Kepler-10 b,-1.03027,0.9998682
Kepler-10 b,-1.01392,0.9997936
Kepler-10 b,-0.99757,1.0003017
Kepler-10 b,-0.98123,0.9998284
Kepler-10 b,-0.96488,1.0002462
Kepler-10 b,-0.94853,0.9998568
Kepler-10 b,-0.93219,1.0002466
Kepler-10 b,-0.91584,0.9999152
Kepler-10 b,-0.89949,0.9996229
Kepler-10 b,-0.88315,0.9994015
Kepler-10 b,-0.86680,1.0000501
Kepler-10 b,-0.85046,1.0000747
Kepler-10 b,-0.83411,0.9999305
Kepler-10 b,-0.81776,0.9995975
Kepler-10 b,-0.80141,0.9997625
Kepler-10 b,-0.78507,0.9999023
Kepler-10 b,-0.76872,1.0000004
Kepler-10 b,-0.75238,1.0000276
Kepler-10 b,-0.73603,1.0002850
Kepler-10 b,-0.71968,0.9996121
Kepler-10 b,-0.70334,0.9999656
Kepler-10 b,-0.68699,1.0007064
Kepler-10 b,-0.67064,0.9998353
Kepler-10 b,-0.65430,1.0000698
Kepler-10 b,-0.63795,1.0000306
Kepler-10 b,-0.62160,0.9996984
Kepler-10 b,-0.60526,1.0000560
Kepler-10 b,-0.58891,0.9998131
Kepler-10 b,-0.57256,1.0001016
Kepler-10 b,-0.55622,0.9996744
Kepler-10 b,-0.53987,0.9996258
Kepler-10 b,-0.52352,0.9995727
Kepler-10 b,-0.50718,0.9998274
Kepler-10 b,-0.49083,0.9995486
Kepler-10 b,-0.47449,0.9996551
Kepler-10 b,-0.45814,1.0000266
Kepler-10 b,-0.44179,0.9997195
Kepler-10 b,-0.42545,0.9997888
Kepler-10 b,-0.40910,0.9996499
Kepler-10 b,-0.39275,0.9997430
Kepler-10 b,-0.37641,0.9993414
Kepler-10 b,-0.36006,0.9997760
Kepler-10 b,-0.34372,1.0000280
Kepler-10 b,-0.32737,0.9999742
Kepler-10 b,-0.31102,0.9999713
Kepler-10 b,-0.29468,0.9995931
Kepler-10 b,-0.27833,0.9997717
Kepler-10 b,-0.26198,1.0001068
Kepler-10 b,-0.24564,0.9996714
Kepler-10 b,-0.22929,1.0000768
Kepler-10 b,-0.21294,0.9996244
Kepler-10 b,-0.19660,0.9999018
Kepler-10 b,-0.18025,0.9998538
Kepler-10 b,-0.16390,1.0001763
Kepler-10 b,-0.14756,0.9993841
Kepler-10 b,-0.13121,0.9995781
Kepler-10 b,-0.11486,0.9993428
Kepler-10 b,-0.09852,0.9995674
Kepler-10 b,-0.08217,0.9998700
Kepler-10 b,-0.06582,0.9996603
Kepler-10 b,-0.04948,0.9999101
Kepler-10 b,-0.03313,0.9995036
Kepler-10 b,-0.01678,0.9995791
Kepler-10 b,-0.00044,0.9997953
Kepler-10 b,0.01591,0.9996209
Kepler-10 b,0.03225,0.9996859
Kepler-10 b,0.04860,0.9996057
Kepler-10 b,0.06495,0.9995350
Kepler-10 b,0.08129,0.9996446
Kepler-10 b,0.09764,0.9996527
Kepler-10 b,0.11399,0.9996441
Kepler-10 b,0.13033,0.9997433
Kepler-10 b,0.14668,0.9998163
Kepler-10 b,0.16302,0.9998955
Kepler-10 b,0.17937,0.9997241
Kepler-10 b,0.19572,0.9997519
Kepler-10 b,0.21206,0.9995166
Kepler-10 b,0.22841,0.9999128
Kepler-10 b,0.24476,0.9997755
Kepler-10 b,0.26110,0.9997999
Kepler-10 b,0.27745,1.0001016
Kepler-10 b,0.29380,0.9999825
Kepler-10 b,0.31014,0.9995899
Kepler-10 b,0.32649,0.9998699
Kepler-10 b,0.34284,0.9997580
Kepler-10 b,0.35918,0.9997181
Kepler-10 b,0.37553,0.9998608
Kepler-10 b,0.39188,0.9999644
Kepler-10 b,0.40822,0.9991851
Kepler-10 b,0.42457,0.9996786
Kepler-10 b,0.44091,0.9998637
Kepler-10 b,0.45726,0.9998684
Kepler-10 b,0.47361,1.0002723
Kepler-10 b,0.48996,0.9995866
Kepler-10 b,0.50630,0.9997110
Kepler-10 b,0.52265,0.9999555
Kepler-10 b,0.53900,0.9997972
Kepler-10 b,0.55534,0.9994547
Kepler-10 b,0.57169,0.9994578
Kepler-10 b,0.58803,0.9995601
Kepler-10 b,0.60438,1.0000043
Kepler-10 b,0.62073,1.0000734
Kepler-10 b,0.63707,0.9995786
Kepler-10 b,0.65342,0.9999097
Kepler-10 b,0.66977,0.9996122
Kepler-10 b,0.68611,0.9998143
Kepler-10 b,0.70246,0.9999061
Kepler-10 b,0.71880,0.9998996
Kepler-10 b,0.73515,0.9999990
Kepler-10 b,0.75150,0.9996013
Kepler-10 b,0.76785,0.9995131
Kepler-10 b,0.78419,1.0000269
Kepler-10 b,0.80054,0.9995049
Kepler-10 b,0.81688,1.0002078
Kepler-10 b,0.83323,0.9996263
Kepler-10 b,0.84958,0.9998678
Kepler-10 b,0.86592,0.9996619
Kepler-10 b,0.88227,0.9997344
Kepler-10 b,0.89862,1.0003430
Kepler-10 b,0.91496,1.0002395
Kepler-10 b,0.93131,1.0000965
Kepler-10 b,0.94766,1.0000128
Kepler-10 b,0.96400,1.0001269
Kepler-10 b,0.98035,0.9994577
Kepler-10 b,0.99669,1.0000364
Kepler-10 b,1.01304,1.0002286
Kepler-10 b,1.02939,0.9996265
Kepler-10 b,1.04574,0.9996970
Kepler-10 b,1.06208,0.9998704
Kepler-10 b,1.07843,0.9998352
Kepler-10 b,1.09477,0.9999828
Kepler-10 b,1.11112,0.9998563
Kepler-10 b,1.12746,0.9999606
Kepler-10 b,1.14381,0.9999560
Kepler-10 b,1.16016,1.0003538
Kepler-10 b,1.17651,1.0000759
Kepler-10 b,1.19285,0.9998463
Kepler-10 b,1.20920,1.0003965
Kepler-10 b,1.22554,0.9996152
Kepler-10 b,1.24189,1.0001645
Kepler-10 b,1.25824,0.9999724
Kepler-10 b,1.27458,0.9997198
Kepler-10 b,1.29093,1.0000415
Kepler-10 b,1.30728,0.9997662
Kepler-10 b,1.32362,0.9998482
Kepler-10 b,1.33997,1.0001495
Kepler-10 b,1.35632,1.0002646
Kepler-10 b,1.37266,1.0001295
Kepler-10 b,1.38901,1.0002394
Kepler-10 b,1.40536,1.0000505
Kepler-10 b,1.42170,0.9997237
Kepler-10 b,1.43805,1.0000971
Kepler-10 b,1.45440,1.0000202
Kepler-10 b,1.47074,0.9999243
Kepler-10 b,1.48709,0.9999731
Kepler-10 b,1.50343,0.9997805
Kepler-10 b,1.51978,0.9999178
Kepler-10 b,1.53613,0.9998840
Kepler-10 b,1.55247,0.9998619
Kepler-10 b,1.56882,1.0000907
Kepler-10 b,1.58517,0.9998102
Kepler-10 b,1.60151,0.9999137
Kepler-10 b,1.61786,0.9999451
Kepler-10 b,1.63420,0.9997948
Kepler-10 b,1.65055,0.9998733
Kepler-10 b,1.66690,1.0002716
Kepler-10 b,1.68324,1.0000037
Kepler-10 b,1.69959,0.9999462
Kepler-10 b,1.71594,0.9993799
Kepler-10 b,1.73229,0.9999008
Kepler-10 b,1.74863,0.9998468
Kepler-10 b,1.76498,1.0001132
Kepler-10 b,1.78132,1.0000129
Kepler-10 b,1.79767,0.9997180
Kepler-10 b,1.81402,1.0001572
Kepler-10 b,1.83036,1.0000102
Kepler-10 b,1.84671,1.0001650
Kepler-10 b,1.86306,0.9997946
Kepler-10 b,1.87940,1.0000431
Kepler-10 b,1.89575,1.0000511
Kepler-10 b,1.91210,0.9999053
Kepler-10 b,1.92844,1.0000455
Kepler-10 b,1.94479,0.9999775
Kepler-10 b,1.96114,0.9998923
Kepler-10 b,1.97748,1.0000117
Kepler-10 b,1.99383,0.9999629
Kepler-10 b,2.01017,1.0002264
