planeta,tempo_desde_meio_transito_h,fluxo_relativo
HAT-P-7 b,4.21157,0.9998505
HAT-P-7 b,4.22792,0.9999010
HAT-P-7 b,4.24427,1.0001459
HAT-P-7 b,4.26061,1.0001081
HAT-P-7 b,4.27696,1.0001924
HAT-P-7 b,4.29331,0.9998309
HAT-P-7 b,4.30966,1.0000705
HAT-P-7 b,4.32600,1.0000986
HAT-P-7 b,4.34235,0.9998746
HAT-P-7 b,4.35869,0.9999302
HAT-P-7 b,4.37504,0.9999996
HAT-P-7 b,4.39139,0.9997538
HAT-P-7 b,4.40774,0.9998368
HAT-P-7 b,4.42408,0.9998579
HAT-P-7 b,4.44043,1.0000641
HAT-P-7 b,4.45678,1.0000398
HAT-P-7 b,4.47312,0.9998302
HAT-P-7 b,4.48947,0.9997468
HAT-P-7 b,4.50582,1.0000626
HAT-P-7 b,4.52216,0.9999944
HAT-P-7 b,4.53851,0.9999704
HAT-P-7 b,4.55486,1.0000511
HAT-P-7 b,4.57120,1.0002450
HAT-P-7 b,4.58755,1.0000482
HAT-P-7 b,4.60390,1.0001127
HAT-P-7 b,4.62024,0.9998818
HAT-P-7 b,4.63659,0.9999863
HAT-P-7 b,4.65294,0.9999786
HAT-P-7 b,4.66928,1.0001432
HAT-P-7 b,4.68563,0.9995441
HAT-P-7 b,4.70198,0.9998220
HAT-P-7 b,4.71833,1.0000343
HAT-P-7 b,4.73467,0.9998794
HAT-P-7 b,4.75102,0.9996810
HAT-P-7 b,4.76736,0.9999816
HAT-P-7 b,4.78371,0.9998896
HAT-P-7 b,4.80006,0.9997897
HAT-P-7 b,4.81640,1.0000565
HAT-P-7 b,4.83275,0.9998904
HAT-P-7 b,4.84910,1.0000253
HAT-P-7 b,4.86544,1.0001157
HAT-P-7 b,4.88179,0.9999532
HAT-P-7 b,4.89814,1.0003064
HAT-P-7 b,4.91448,0.9998203
HAT-P-7 b,4.93083,1.0001475
HAT-P-7 b,4.94718,0.9999650
HAT-P-7 b,4.96352,0.9998454
HAT-P-7 b,4.97987,1.0000157
HAT-P-7 b,4.99622,1.0001150
HAT-P-7 b,5.01256,1.0001491
HAT-P-7 b,5.02891,0.9999381
HAT-P-7 b,5.04526,0.9999404
HAT-P-7 b,5.06160,0.9999905
HAT-P-7 b,5.07795,0.9999477
HAT-P-7 b,5.09430,0.9996597
HAT-P-7 b,5.11065,0.9998667
HAT-P-7 b,5.12699,1.0001628
HAT-P-7 b,5.14334,0.9999178
HAT-P-7 b,5.15968,0.9999691
HAT-P-7 b,5.17603,1.0004469
HAT-P-7 b,5.19238,1.0001398
HAT-P-7 b,5.20873,0.9999674
HAT-P-7 b,5.22507,1.0002490
HAT-P-7 b,5.24142,0.9999968
HAT-P-7 b,5.25777,0.9999696
HAT-P-7 b,5.27411,0.9999844
HAT-P-7 b,5.29046,0.9999263
HAT-P-7 b,5.30680,0.9999244
HAT-P-7 b,5.32315,1.0000460
HAT-P-7 b,5.33950,1.0002348
HAT-P-7 b,5.35585,0.9999335
HAT-P-7 b,5.37219,0.9999651
HAT-P-7 b,5.38854,0.9998829
HAT-P-7 b,5.40488,0.9999637
HAT-P-7 b,5.42123,0.9999750
HAT-P-7 b,5.43758,1.0002886
HAT-P-7 b,5.45393,1.0002264
HAT-P-7 b,5.47027,1.0000422
HAT-P-7 b,5.48662,1.0000514
HAT-P-7 b,5.50297,1.0001095
HAT-P-7 b,5.51931,0.9999954
HAT-P-7 b,5.53566,0.9997252
HAT-P-7 b,5.55201,0.9996774
HAT-P-7 b,5.56835,0.9996385
HAT-P-7 b,5.58470,0.9998349
HAT-P-7 b,5.60105,1.0000079
HAT-P-7 b,5.61739,0.9998619
HAT-P-7 b,5.63374,0.9999676
HAT-P-7 b,5.65009,0.9998475
HAT-P-7 b,5.66643,1.0001748
HAT-P-7 b,5.68278,1.0000288
HAT-P-7 b,5.69913,0.9997449
HAT-P-7 b,5.71547,1.0000213
HAT-P-7 b,5.73182,0.9998124
HAT-P-7 b,5.74817,0.9997616
HAT-P-7 b,5.76451,0.9998105
HAT-P-7 b,5.78086,0.9996501
HAT-P-7 b,5.79721,0.9998478
HAT-P-7 b,5.81355,1.0001363
HAT-P-7 b,5.82990,0.9999246
HAT-P-7 b,5.84625,0.9999776
HAT-P-7 b,5.86259,1.0001212
HAT-P-7 b,5.87894,1.0001972
HAT-P-7 b,5.89529,0.9999297
HAT-P-7 b,5.91163,0.9999302
HAT-P-7 b,5.92798,0.9999293
HAT-P-7 b,5.94432,1.0001298
HAT-P-7 b,5.96067,1.0000790
HAT-P-7 b,5.97702,0.9998946
HAT-P-7 b,5.99337,0.9999942
HAT-P-7 b,6.00971,1.0001082
HAT-P-7 b,6.02606,0.9999029
HAT-P-7 b,6.04241,0.9999196
HAT-P-7 b,6.05875,1.0001937
HAT-P-7 b,6.07510,1.0002036
HAT-P-7 b,6.09145,0.9998574
HAT-P-7 b,6.10779,1.0004257
HAT-P-7 b,6.12414,0.9997824
HAT-P-7 b,6.14049,0.9998325
HAT-P-7 b,6.15684,1.0000224
HAT-P-7 b,6.17318,1.0002815
HAT-P-7 b,6.18953,0.9998610
HAT-P-7 b,6.20587,1.0000914
HAT-P-7 b,6.22222,1.0003460
HAT-P-7 b,6.23857,1.0000255
HAT-P-7 b,6.25492,1.0001578
HAT-P-7 b,6.27126,1.0003053
HAT-P-7 b,6.28761,1.0001838
HAT-P-7 b,6.30396,1.0000755
HAT-P-7 b,6.32030,1.0004254
HAT-P-7 b,6.33665,1.0001223
HAT-P-7 b,6.35300,1.0000757
HAT-P-7 b,6.36934,1.0002760
HAT-P-7 b,6.38569,1.0000444
HAT-P-7 b,6.40204,1.0000460
HAT-P-7 b,6.41838,1.0000951
HAT-P-7 b,6.43473,0.9998975
HAT-P-7 b,6.45107,1.0000583
HAT-P-7 b,6.46742,1.0001108
HAT-P-7 b,6.48377,0.9999359
HAT-P-7 b,6.50011,1.0000774
HAT-P-7 b,6.51646,1.0000466
HAT-P-7 b,6.53281,1.0001385
HAT-P-7 b,6.54915,0.9998952
HAT-P-7 b,6.56550,0.9999330
HAT-P-7 b,6.58185,1.0001166
HAT-P-7 b,6.59819,0.9999393
HAT-P-7 b,6.61454,0.9999466
HAT-P-7 b,6.63089,0.9999732
HAT-P-7 b,6.64723,1.0001288
HAT-P-7 b,6.66358,0.9999053
HAT-P-7 b,6.67993,0.9999039
HAT-P-7 b,6.69628,0.9999367
HAT-P-7 b,6.71262,0.9999771
HAT-P-7 b,6.72897,1.0002910
HAT-P-7 b,6.74531,0.9999855
HAT-P-7 b,6.76166,1.0001382
HAT-P-7 b,6.77801,1.0000448
HAT-P-7 b,6.79436,1.0001336
HAT-P-7 b,6.81070,1.0003532
HAT-P-7 b,6.82705,1.0001408
HAT-P-7 b,6.84340,1.0002613
HAT-P-7 b,6.85974,1.0002948
HAT-P-7 b,6.87609,1.0000479
HAT-P-7 b,6.89244,0.9999225
HAT-P-7 b,6.90878,1.0003286
HAT-P-7 b,6.92513,1.0001324
HAT-P-7 b,6.94148,0.9998296
HAT-P-7 b,6.95782,1.0001072
HAT-P-7 b,6.97417,1.0000498
HAT-P-7 b,6.99052,0.9997235
HAT-P-7 b,7.00686,0.9998106
HAT-P-7 b,7.02321,1.0001528
HAT-P-7 b,7.03956,1.0003693
HAT-P-7 b,7.05590,1.0002960
HAT-P-7 b,7.07225,1.0000340
HAT-P-7 b,7.08860,1.0000862
HAT-P-7 b,7.10494,0.9999697
HAT-P-7 b,7.12129,1.0002377
HAT-P-7 b,7.13764,1.0001140
HAT-P-7 b,7.15398,0.9999296
HAT-P-7 b,7.17033,1.0000975
HAT-P-7 b,7.18668,0.9999543
HAT-P-7 b,7.20302,0.9998148
HAT-P-7 b,7.21937,0.9998473
HAT-P-7 b,7.23572,1.0002493
HAT-P-7 b,7.25206,0.9997208
HAT-P-7 b,7.26841,1.0001911
HAT-P-7 b,7.28476,1.0002207
HAT-P-7 b,7.30110,0.9999522
HAT-P-7 b,7.31745,1.0000713
HAT-P-7 b,7.33380,0.9999090
HAT-P-7 b,7.35014,1.0000981
HAT-P-7 b,7.36649,1.0001338
HAT-P-7 b,7.38284,1.0001501
HAT-P-7 b,7.39918,1.0000407
HAT-P-7 b,7.41553,0.9998283
HAT-P-7 b,7.43188,1.0002770
HAT-P-7 b,7.44822,0.9998895
HAT-P-7 b,7.46457,1.0004935
HAT-P-7 b,7.48092,1.0000992
HAT-P-7 b,7.49727,0.9999393
HAT-P-7 b,7.51361,0.9999071
HAT-P-7 b,7.52996,0.9998073
HAT-P-7 b,7.54630,0.9999399
HAT-P-7 b,7.56265,1.0002699
HAT-P-7 b,7.57900,1.0001378
HAT-P-7 b,7.59534,0.9999968
HAT-P-7 b,7.61169,1.0000253
HAT-P-7 b,7.62804,0.9999725
HAT-P-7 b,7.64438,1.0000316
HAT-P-7 b,7.66073,0.9998075
HAT-P-7 b,7.67708,0.9997478
HAT-P-7 b,7.69342,1.0000974
HAT-P-7 b,7.70977,0.9999117
HAT-P-7 b,7.72612,1.0000350
HAT-P-7 b,7.74247,1.0000604
HAT-P-7 b,7.75881,1.0002323
HAT-P-7 b,7.77516,0.9998190
HAT-P-7 b,7.79150,0.9999591
HAT-P-7 b,7.80785,1.0003266
HAT-P-7 b,7.82420,1.0001269
HAT-P-7 b,7.84055,1.0002032
HAT-P-7 b,7.85689,1.0000676
HAT-P-7 b,7.87324,1.0000100
HAT-P-7 b,7.88959,1.0000122
HAT-P-7 b,7.90593,1.0000084
HAT-P-7 b,7.92228,0.9999452
HAT-P-7 b,7.93863,1.0002071
HAT-P-7 b,7.95497,0.9998346
HAT-P-7 b,7.97132,0.9999666
HAT-P-7 b,7.98767,1.0000586
HAT-P-7 b,8.00401,1.0000178
HAT-P-7 b,8.02036,1.0000127
HAT-P-7 b,8.03671,0.9997307
HAT-P-7 b,8.05305,0.9998548
HAT-P-7 b,8.06940,0.9999325
HAT-P-7 b,8.08575,1.0000756
HAT-P-7 b,8.10209,0.9999867
HAT-P-7 b,8.11844,0.9998025
HAT-P-7 b,8.13479,0.9999717
HAT-P-7 b,8.15113,0.9998862
HAT-P-7 b,8.16748,0.9999903
HAT-P-7 b,8.18382,0.9997954
HAT-P-7 b,8.20017,0.9999636
HAT-P-7 b,8.21652,0.9997681
HAT-P-7 b,8.23287,0.9997700
HAT-P-7 b,8.24921,0.9997233
HAT-P-7 b,8.26556,0.9998571
HAT-P-7 b,8.28191,0.9997947
HAT-P-7 b,8.29825,0.9997774
HAT-P-7 b,8.31460,0.9999444
HAT-P-7 b,8.33095,0.9999611
HAT-P-7 b,8.34729,1.0001776
HAT-P-7 b,8.36364,1.0003005
HAT-P-7 b,8.37999,1.0000936
HAT-P-7 b,8.39633,1.0002880
HAT-P-7 b,-8.39121,1.0003065
HAT-P-7 b,-8.37487,1.0000376
HAT-P-7 b,-8.35852,0.9999077
HAT-P-7 b,-8.34217,0.9998331
HAT-P-7 b,-8.32583,0.9997869
HAT-P-7 b,-8.30948,0.9998244
HAT-P-7 b,-8.29313,1.0000338
HAT-P-7 b,-8.27679,1.0002307
HAT-P-7 b,-8.26044,0.9999926
HAT-P-7 b,-8.24409,1.0001907
HAT-P-7 b,-8.22775,1.0000234
HAT-P-7 b,-8.21140,1.0000991
HAT-P-7 b,-8.19505,1.0003566
HAT-P-7 b,-8.17871,1.0003880
HAT-P-7 b,-8.16236,1.0001981
HAT-P-7 b,-8.14601,1.0001198
HAT-P-7 b,-8.12967,0.9998649
HAT-P-7 b,-8.11332,1.0001062
HAT-P-7 b,-8.09697,1.0000633
HAT-P-7 b,-8.08063,0.9999471
HAT-P-7 b,-8.06428,0.9999303
HAT-P-7 b,-8.04793,0.9998009
HAT-P-7 b,-8.03158,0.9999947
HAT-P-7 b,-8.01524,1.0000034
HAT-P-7 b,-7.99889,1.0001364
HAT-P-7 b,-7.98255,1.0000632
HAT-P-7 b,-7.96620,1.0001485
HAT-P-7 b,-7.94985,1.0000316
HAT-P-7 b,-7.93350,0.9999057
HAT-P-7 b,-7.91716,1.0002730
HAT-P-7 b,-7.90081,1.0001527
HAT-P-7 b,-7.88447,1.0001494
HAT-P-7 b,-7.86812,0.9999961
HAT-P-7 b,-7.85177,1.0003497
HAT-P-7 b,-7.83543,1.0002634
HAT-P-7 b,-7.81908,1.0000145
HAT-P-7 b,-7.80273,1.0000227
HAT-P-7 b,-7.78638,1.0001882
HAT-P-7 b,-7.77004,1.0002760
HAT-P-7 b,-7.75369,1.0000372
HAT-P-7 b,-7.73735,0.9997996
HAT-P-7 b,-7.72100,1.0001337
HAT-P-7 b,-7.70465,1.0000466
HAT-P-7 b,-7.68830,1.0002173
HAT-P-7 b,-7.67196,1.0002702
HAT-P-7 b,-7.65561,1.0000941
HAT-P-7 b,-7.63926,1.0000736
HAT-P-7 b,-7.62292,0.9999631
HAT-P-7 b,-7.60657,1.0002533
HAT-P-7 b,-7.59022,0.9999301
HAT-P-7 b,-7.57388,0.9999270
HAT-P-7 b,-7.55753,0.9996000
HAT-P-7 b,-7.54118,0.9999561
HAT-P-7 b,-7.52484,1.0001835
HAT-P-7 b,-7.50849,1.0001028
HAT-P-7 b,-7.49214,0.9998307
HAT-P-7 b,-7.47580,1.0000984
HAT-P-7 b,-7.45945,1.0001432
HAT-P-7 b,-7.44310,0.9997867
HAT-P-7 b,-7.42676,0.9999581
HAT-P-7 b,-7.41041,1.0000206
HAT-P-7 b,-7.39407,0.9996460
HAT-P-7 b,-7.37772,0.9999907
HAT-P-7 b,-7.36137,0.9996984
HAT-P-7 b,-7.34503,0.9998702
HAT-P-7 b,-7.32868,0.9999658
HAT-P-7 b,-7.31233,0.9999899
HAT-P-7 b,-7.29599,0.9999752
HAT-P-7 b,-7.27964,1.0001104
HAT-P-7 b,-7.26329,0.9998739
HAT-P-7 b,-7.24694,0.9997770
HAT-P-7 b,-7.23060,0.9998869
HAT-P-7 b,-7.21425,0.9998127
HAT-P-7 b,-7.19791,1.0000170
HAT-P-7 b,-7.18156,0.9999166
HAT-P-7 b,-7.16521,1.0001348
HAT-P-7 b,-7.14886,0.9998962
HAT-P-7 b,-7.13252,1.0000115
HAT-P-7 b,-7.11617,1.0000367
HAT-P-7 b,-7.09982,1.0000031
HAT-P-7 b,-7.08348,0.9998584
HAT-P-7 b,-7.06713,0.9998274
HAT-P-7 b,-7.05078,1.0001714
HAT-P-7 b,-7.03444,0.9999934
HAT-P-7 b,-7.01809,0.9999238
HAT-P-7 b,-7.00174,0.9997819
HAT-P-7 b,-6.98540,1.0001395
HAT-P-7 b,-6.96905,0.9999364
HAT-P-7 b,-6.95271,0.9997293
HAT-P-7 b,-6.93636,1.0000678
HAT-P-7 b,-6.92001,0.9997775
HAT-P-7 b,-6.90366,0.9999736
HAT-P-7 b,-6.88732,0.9997815
HAT-P-7 b,-6.87097,0.9999348
HAT-P-7 b,-6.85462,1.0000096
HAT-P-7 b,-6.83828,0.9999542
HAT-P-7 b,-6.82193,0.9998579
HAT-P-7 b,-6.80558,1.0000497
HAT-P-7 b,-6.78924,1.0000361
HAT-P-7 b,-6.77289,0.9999274
HAT-P-7 b,-6.75654,1.0000111
HAT-P-7 b,-6.74020,0.9998947
HAT-P-7 b,-6.72385,0.9999237
HAT-P-7 b,-6.70750,1.0001141
HAT-P-7 b,-6.69116,1.0001893
HAT-P-7 b,-6.67481,1.0001865
HAT-P-7 b,-6.65846,0.9999249
HAT-P-7 b,-6.64212,0.9999862
HAT-P-7 b,-6.62577,0.9999638
HAT-P-7 b,-6.60942,0.9999428
HAT-P-7 b,-6.59308,1.0000241
HAT-P-7 b,-6.57673,0.9999282
HAT-P-7 b,-6.56038,0.9999129
HAT-P-7 b,-6.54404,0.9999520
HAT-P-7 b,-6.52769,0.9999987
HAT-P-7 b,-6.51134,1.0001557
HAT-P-7 b,-6.49500,1.0001969
HAT-P-7 b,-6.47865,0.9999948
HAT-P-7 b,-6.46230,0.9999282
HAT-P-7 b,-6.44596,0.9999907
HAT-P-7 b,-6.42961,1.0000734
HAT-P-7 b,-6.41327,0.9999164
HAT-P-7 b,-6.39692,0.9997567
HAT-P-7 b,-6.38057,0.9999176
HAT-P-7 b,-6.36422,0.9998745
HAT-P-7 b,-6.34788,1.0000295
HAT-P-7 b,-6.33153,1.0001470
HAT-P-7 b,-6.31518,0.9999037
HAT-P-7 b,-6.29884,1.0001245
HAT-P-7 b,-6.28249,0.9999110
HAT-P-7 b,-6.26614,0.9997168
HAT-P-7 b,-6.24980,0.9999501
HAT-P-7 b,-6.23345,0.9997654
HAT-P-7 b,-6.21710,1.0000433
HAT-P-7 b,-6.20076,0.9997980
HAT-P-7 b,-6.18441,1.0001367
HAT-P-7 b,-6.16806,0.9998344
HAT-P-7 b,-6.15172,1.0000324
HAT-P-7 b,-6.13537,1.0000556
HAT-P-7 b,-6.11902,0.9997047
HAT-P-7 b,-6.10268,1.0000324
HAT-P-7 b,-6.08633,1.0000634
HAT-P-7 b,-6.06998,0.9999823
HAT-P-7 b,-6.05363,0.9998892
HAT-P-7 b,-6.03729,0.9998518
HAT-P-7 b,-6.02094,0.9997395
HAT-P-7 b,-6.00460,0.9998954
HAT-P-7 b,-5.98825,0.9998099
HAT-P-7 b,-5.97190,1.0002022
HAT-P-7 b,-5.95555,0.9999299
HAT-P-7 b,-5.93921,0.9997875
HAT-P-7 b,-5.92286,1.0000307
HAT-P-7 b,-5.90652,0.9997596
HAT-P-7 b,-5.89017,1.0001541
HAT-P-7 b,-5.87382,1.0001925
HAT-P-7 b,-5.85748,1.0001614
HAT-P-7 b,-5.84113,0.9999199
HAT-P-7 b,-5.82478,0.9998184
HAT-P-7 b,-5.80844,1.0001675
HAT-P-7 b,-5.79209,0.9999996
HAT-P-7 b,-5.77574,0.9999182
HAT-P-7 b,-5.75940,0.9999159
HAT-P-7 b,-5.74305,0.9996485
HAT-P-7 b,-5.72670,0.9998442
HAT-P-7 b,-5.71036,1.0000150
HAT-P-7 b,-5.69401,1.0003069
HAT-P-7 b,-5.67766,0.9999832
HAT-P-7 b,-5.66131,1.0005566
HAT-P-7 b,-5.64497,1.0001478
HAT-P-7 b,-5.62862,0.9998731
HAT-P-7 b,-5.61228,1.0001121
HAT-P-7 b,-5.59593,1.0001041
HAT-P-7 b,-5.57958,1.0001673
HAT-P-7 b,-5.56323,1.0002180
HAT-P-7 b,-5.54689,1.0000227
HAT-P-7 b,-5.53054,0.9998321
HAT-P-7 b,-5.51419,1.0000906
HAT-P-7 b,-5.49785,0.9998969
HAT-P-7 b,-5.48150,0.9999231
HAT-P-7 b,-5.46515,1.0000113
HAT-P-7 b,-5.44881,0.9997798
HAT-P-7 b,-5.43246,0.9999693
HAT-P-7 b,-5.41611,0.9998618
HAT-P-7 b,-5.39977,0.9996959
HAT-P-7 b,-5.38342,0.9998727
HAT-P-7 b,-5.36708,0.9999510
HAT-P-7 b,-5.35073,0.9997899
HAT-P-7 b,-5.33438,1.0002238
HAT-P-7 b,-5.31804,1.0001405
HAT-P-7 b,-5.30169,1.0001480
HAT-P-7 b,-5.28534,1.0002664
HAT-P-7 b,-5.26899,1.0003252
HAT-P-7 b,-5.25265,1.0002806
HAT-P-7 b,-5.23630,1.0000353
HAT-P-7 b,-5.21996,1.0001593
HAT-P-7 b,-5.20361,1.0003047
HAT-P-7 b,-5.18726,1.0002175
HAT-P-7 b,-5.17091,0.9998875
HAT-P-7 b,-5.15457,1.0000913
HAT-P-7 b,-5.13822,1.0000670
HAT-P-7 b,-5.12187,1.0000105
HAT-P-7 b,-5.10553,1.0000298
HAT-P-7 b,-5.08918,0.9999641
HAT-P-7 b,-5.07284,1.0000373
HAT-P-7 b,-5.05649,1.0000255
HAT-P-7 b,-5.04014,1.0001459
HAT-P-7 b,-5.02379,0.9999934
HAT-P-7 b,-5.00745,1.0000021
HAT-P-7 b,-4.99110,1.0000772
HAT-P-7 b,-4.97476,1.0001409
HAT-P-7 b,-4.95841,0.9996939
HAT-P-7 b,-4.94206,1.0000082
HAT-P-7 b,-4.92571,0.9999362
HAT-P-7 b,-4.90937,1.0002967
HAT-P-7 b,-4.89302,0.9998999
HAT-P-7 b,-4.87667,0.9999757
HAT-P-7 b,-4.86032,0.9997185
HAT-P-7 b,-4.84398,0.9999534
HAT-P-7 b,-4.82763,0.9997451
HAT-P-7 b,-4.81129,1.0000098
HAT-P-7 b,-4.79494,1.0000290
HAT-P-7 b,-4.77859,1.0001570
HAT-P-7 b,-4.76224,0.9996370
HAT-P-7 b,-4.74590,0.9999506
HAT-P-7 b,-4.72955,1.0000511
HAT-P-7 b,-4.71321,1.0001263
HAT-P-7 b,-4.69686,0.9999602
HAT-P-7 b,-4.68051,0.9999149
HAT-P-7 b,-4.66417,0.9999394
HAT-P-7 b,-4.64782,1.0000260
HAT-P-7 b,-4.63147,1.0002013
HAT-P-7 b,-4.61513,1.0000425
HAT-P-7 b,-4.59878,0.9999547
HAT-P-7 b,-4.58243,1.0001308
HAT-P-7 b,-4.56609,0.9997517
HAT-P-7 b,-4.54974,1.0000025
HAT-P-7 b,-4.53339,0.9999485
HAT-P-7 b,-4.51705,0.9997196
HAT-P-7 b,-4.50070,0.9998934
HAT-P-7 b,-4.48435,1.0002624
HAT-P-7 b,-4.46801,0.9999419
HAT-P-7 b,-4.45166,0.9997510
HAT-P-7 b,-4.43531,1.0002942
HAT-P-7 b,-4.41897,1.0001691
HAT-P-7 b,-4.40262,1.0003514
HAT-P-7 b,-4.38627,1.0001382
HAT-P-7 b,-4.36993,1.0000664
HAT-P-7 b,-4.35358,0.9998925
HAT-P-7 b,-4.33723,1.0002275
HAT-P-7 b,-4.32089,1.0004868
HAT-P-7 b,-4.30454,0.9999690
HAT-P-7 b,-4.28820,0.9999214
HAT-P-7 b,-4.27185,0.9999351
HAT-P-7 b,-4.25550,0.9998961
HAT-P-7 b,-4.23915,0.9998132
HAT-P-7 b,-4.22281,0.9998985
HAT-P-7 b,-4.20646,0.9998861
HAT-P-7 b,-4.19012,0.9999538
HAT-P-7 b,-4.17377,1.0000533
HAT-P-7 b,-4.15742,1.0001579
HAT-P-7 b,-4.14107,0.9999613
HAT-P-7 b,-4.12473,1.0002400
HAT-P-7 b,-4.10838,1.0000571
HAT-P-7 b,-4.09203,1.0000221
HAT-P-7 b,-4.07568,0.9997661
HAT-P-7 b,-4.05934,0.9999947
HAT-P-7 b,-4.04299,0.9998864
HAT-P-7 b,-4.02665,1.0002081
HAT-P-7 b,-4.01030,0.9999003
HAT-P-7 b,-3.99395,1.0001205
HAT-P-7 b,-3.97760,0.9992908
HAT-P-7 b,-3.96126,0.9999829
HAT-P-7 b,-3.94491,1.0000926
HAT-P-7 b,-3.92856,0.9997668
HAT-P-7 b,-3.91222,0.9999322
HAT-P-7 b,-3.89587,1.0000496
HAT-P-7 b,-3.87953,0.9998799
HAT-P-7 b,-3.86318,1.0000667
HAT-P-7 b,-3.84683,1.0001748
HAT-P-7 b,-3.83048,0.9999928
HAT-P-7 b,-3.81414,1.0001396
HAT-P-7 b,-3.79779,0.9999824
HAT-P-7 b,-3.78145,1.0000815
HAT-P-7 b,-3.76510,1.0002523
HAT-P-7 b,-3.74875,1.0001349
HAT-P-7 b,-3.73241,1.0001331
HAT-P-7 b,-3.71606,1.0000687
HAT-P-7 b,-3.69971,1.0000809
HAT-P-7 b,-3.68337,0.9998001
HAT-P-7 b,-3.66702,1.0001491
HAT-P-7 b,-3.65067,0.9999220
HAT-P-7 b,-3.63433,0.9996999
HAT-P-7 b,-3.61798,0.9997151
HAT-P-7 b,-3.60163,0.9997216
HAT-P-7 b,-3.58529,0.9997895
HAT-P-7 b,-3.56894,0.9997260
HAT-P-7 b,-3.55259,0.9999978
HAT-P-7 b,-3.53624,0.9997087
HAT-P-7 b,-3.51990,1.0001426
HAT-P-7 b,-3.50355,1.0000028
HAT-P-7 b,-3.48721,1.0001687
HAT-P-7 b,-3.47086,1.0000334
HAT-P-7 b,-3.45451,0.9998702
HAT-P-7 b,-3.43816,0.9998116
HAT-P-7 b,-3.42182,0.9995915
HAT-P-7 b,-3.40547,1.0000429
HAT-P-7 b,-3.38913,1.0000180
HAT-P-7 b,-3.37278,0.9998948
HAT-P-7 b,-3.35643,1.0000744
HAT-P-7 b,-3.34008,0.9999290
HAT-P-7 b,-3.32374,0.9999648
HAT-P-7 b,-3.30739,1.0003005
HAT-P-7 b,-3.29104,1.0000920
HAT-P-7 b,-3.27470,0.9999471
HAT-P-7 b,-3.25835,0.9999135
HAT-P-7 b,-3.24201,1.0001549
HAT-P-7 b,-3.22566,1.0000248
HAT-P-7 b,-3.20931,0.9999491
HAT-P-7 b,-3.19296,1.0000605
HAT-P-7 b,-3.17662,1.0001543
HAT-P-7 b,-3.16027,0.9999382
HAT-P-7 b,-3.14392,0.9998173
HAT-P-7 b,-3.12758,0.9999233
HAT-P-7 b,-3.11123,0.9997426
HAT-P-7 b,-3.09489,0.9998702
HAT-P-7 b,-3.07854,1.0000267
HAT-P-7 b,-3.06219,0.9998685
HAT-P-7 b,-3.04584,0.9999979
HAT-P-7 b,-3.02950,0.9998937
HAT-P-7 b,-3.01315,1.0001061
HAT-P-7 b,-2.99681,0.9998936
HAT-P-7 b,-2.98046,0.9996796
HAT-P-7 b,-2.96411,0.9999188
HAT-P-7 b,-2.94776,1.0000227
HAT-P-7 b,-2.93142,1.0000133
HAT-P-7 b,-2.91507,0.9999231
HAT-P-7 b,-2.89872,0.9999432
HAT-P-7 b,-2.88238,0.9999876
HAT-P-7 b,-2.86603,1.0000859
HAT-P-7 b,-2.84968,1.0000431
HAT-P-7 b,-2.83334,1.0002254
HAT-P-7 b,-2.81699,0.9999054
HAT-P-7 b,-2.80064,1.0001850
HAT-P-7 b,-2.78430,0.9999385
HAT-P-7 b,-2.76795,1.0000821
HAT-P-7 b,-2.75160,0.9999727
HAT-P-7 b,-2.73526,1.0000726
HAT-P-7 b,-2.71891,0.9999609
HAT-P-7 b,-2.70256,0.9999476
HAT-P-7 b,-2.68622,1.0001876
HAT-P-7 b,-2.66987,1.0000068
HAT-P-7 b,-2.65352,0.9999579
HAT-P-7 b,-2.63718,0.9998673
HAT-P-7 b,-2.62083,0.9998834
HAT-P-7 b,-2.60448,1.0001278
HAT-P-7 b,-2.58814,0.9999093
HAT-P-7 b,-2.57179,1.0001284
HAT-P-7 b,-2.55544,1.0001408
HAT-P-7 b,-2.53910,0.9997625
HAT-P-7 b,-2.52275,1.0002969
HAT-P-7 b,-2.50640,1.0001203
HAT-P-7 b,-2.49006,1.0001947
HAT-P-7 b,-2.47371,1.0000408
HAT-P-7 b,-2.45736,1.0001756
HAT-P-7 b,-2.44102,1.0000612
HAT-P-7 b,-2.42467,1.0002662
HAT-P-7 b,-2.40832,1.0003338
HAT-P-7 b,-2.39198,1.0004800
HAT-P-7 b,-2.37563,1.0001489
HAT-P-7 b,-2.35928,1.0002003
HAT-P-7 b,-2.34294,1.0000869
HAT-P-7 b,-2.32659,1.0002350
HAT-P-7 b,-2.31024,1.0000491
HAT-P-7 b,-2.29390,1.0000417
HAT-P-7 b,-2.27755,1.0000728
HAT-P-7 b,-2.26120,1.0001669
HAT-P-7 b,-2.24486,1.0000584
HAT-P-7 b,-2.22851,1.0001281
HAT-P-7 b,-2.21216,1.0000463
HAT-P-7 b,-2.19582,0.9998439
HAT-P-7 b,-2.17947,1.0000250
HAT-P-7 b,-2.16312,1.0000954
HAT-P-7 b,-2.14678,0.9999799
HAT-P-7 b,-2.13043,0.9999747
HAT-P-7 b,-2.11408,1.0000998
HAT-P-7 b,-2.09773,1.0002841
HAT-P-7 b,-2.08139,1.0001413
HAT-P-7 b,-2.06504,1.0000152
HAT-P-7 b,-2.04870,1.0002133
