lambda_nm,irradiancia_W_m2_nm
977.95,0.7671
978.05,0.76695
978.95,0.7656
979.05,0.76545
979.95,0.76408
980.05,0.76394
980.95,0.76256
981.05,0.76241
981.95,0.76105
982.05,0.76089
982.95,0.75953
983.05,0.75938
983.95,0.758
984.05,0.75785
984.95,0.75646
985.05,0.75631
985.95,0.75492
986.05,0.75476
986.95,0.75335
987.05,0.75319
987.95,0.75178
988.05,0.75162
988.95,0.7502
989.05,0.75004
989.95,0.74861
990.05,0.74845
990.95,0.747
991.05,0.74684
991.95,0.74538
992.05,0.74522
992.95,0.74376
993.05,0.7436
993.95,0.74214
994.05,0.74199
994.95,0.74053
995.05,0.74037
995.95,0.73893
996.05,0.73877
996.95,0.73736
997.05,0.7372
997.95,0.73579
998.05,0.73563
998.95,0.73425
999.05,0.7341
999.95,0.73272
1000.05,0.73257
1000.95,0.73123
1001.05,0.73108
1001.95,0.72978
1002.05,0.72963
1002.95,0.72834
1003.05,0.72819
1003.95,0.72692
1004.05,0.72678
1004.95,0.72553
1005.05,0.7254
1005.95,0.72418
1006.05,0.72405
1006.95,0.72286
1007.05,0.72273
1007.95,0.72155
1008.05,0.72142
1008.95,0.72025
1009.05,0.72012
1009.95,0.71895
1010.05,0.71882
1010.95,0.71763
1011.05,0.71749
1011.95,0.71628
1012.05,0.71615
1012.95,0.71493
1013.05,0.7148
1013.95,0.71358
1014.05,0.71344
1014.95,0.71223
1015.05,0.71209
1015.95,0.71088
1016.05,0.71075
1016.95,0.70954
1017.05,0.7094
1017.95,0.7082
1018.05,0.70806
1018.95,0.70687
1019.05,0.70674
1019.95,0.70555
1020.05,0.70542
1020.95,0.70425
1021.05,0.70412
1021.95,0.70297
1022.05,0.70284
1022.95,0.70169
1023.05,0.70157
1023.95,0.70042
1024.05,0.70029
1024.95,0.69915
1025.05,0.69903
1025.95,0.69788
1026.05,0.69775
1026.95,0.6966
1027.05,0.69647
1027.95,0.69532
1028.05,0.69519
1028.95,0.69402
1029.05,0.69389
1029.95,0.69271
1030.05,0.69257
1030.95,0.69139
1031.05,0.69125
1031.95,0.69004
1032.05,0.6899
1032.95,0.68867
1033.05,0.68854
1033.95,0.6873
1034.05,0.68716
1034.95,0.68592
1035.05,0.68578
1035.95,0.68453
1036.05,0.68439
1036.95,0.68314
1037.05,0.683
1037.95,0.68173
1038.05,0.68159
1038.95,0.68034
1039.05,0.6802
1039.95,0.67893
1040.05,0.67879
1040.95,0.67753
1041.05,0.67739
1041.95,0.67614
1042.05,0.67601
1042.95,0.67475
1043.05,0.67461
1043.95,0.67335
1044.05,0.6732
1044.95,0.67193
1045.05,0.67179
1045.95,0.67052
1046.05,0.67038
1046.95,0.66909
1047.05,0.66894
1047.95,0.66764
1048.05,0.66749
1048.95,0.66617
1049.05,0.66603
1049.95,0.66469
1050.05,0.66454
1050.95,0.66317
1051.05,0.66301
1051.95,0.66162
1052.05,0.66146
1052.95,0.66004
1053.05,0.65988
1053.95,0.65844
1054.05,0.65829
1054.95,0.65684
1055.05,0.65668
1055.95,0.65522
1056.05,0.65507
1056.95,0.65361
1057.05,0.65345
1057.95,0.65198
1058.05,0.65182
1058.95,0.65036
1059.05,0.6502
1059.95,0.64872
1060.05,0.64856
1060.95,0.64709
1061.05,0.64692
1061.95,0.64544
1062.05,0.64528
1062.95,0.64381
1063.05,0.64364
1063.95,0.64216
1064.05,0.642
1064.95,0.64053
1065.05,0.64036
1065.95,0.63888
1066.05,0.63871
1066.95,0.63724
1067.05,0.63707
1067.95,0.6356
1068.05,0.63543
1068.95,0.63397
1069.05,0.63381
1069.95,0.63235
1070.05,0.63218
1070.95,0.63075
1071.05,0.63059
1071.95,0.62917
1072.05,0.62901
1072.95,0.62762
1073.05,0.62748
1073.95,0.6261
1074.05,0.62595
1074.95,0.6246
1075.05,0.62445
1075.95,0.62313
1076.05,0.62298
1076.95,0.62168
1077.05,0.62153
1077.95,0.62026
1078.05,0.62011
1078.95,0.61886
1079.05,0.61873
1079.95,0.61751
1080.05,0.61737
1080.95,0.61617
1081.05,0.61604
1081.95,0.61487
1082.05,0.61474
1082.95,0.61361
1083.05,0.61349
1083.95,0.61238
1084.05,0.61226
1084.95,0.61118
1085.05,0.61108
1085.95,0.61001
1086.05,0.60991
1086.95,0.60888
1087.05,0.60876
1087.95,0.60776
1088.05,0.60764
1088.95,0.60666
1089.05,0.60655
1089.95,0.60558
1090.05,0.60547
1090.95,0.60451
1091.05,0.60442
1091.95,0.60347
1092.05,0.60338
1092.95,0.60245
1093.05,0.60234
1093.95,0.60143
1094.05,0.60133
1094.95,0.60043
1095.05,0.60033
1095.95,0.59945
1096.05,0.59935
1096.95,0.59847
1097.05,0.59837
1097.95,0.59752
1098.05,0.59742
1098.95,0.59657
1099.05,0.59648
1099.95,0.59564
1100.05,0.59555
1100.95,0.5947
1101.05,0.59461
1101.95,0.59377
1102.05,0.59367
1102.95,0.59283
1103.05,0.59274
1103.95,0.59189
1104.05,0.59179
1104.95,0.59094
1105.05,0.59084
1105.95,0.58998
1106.05,0.58989
1106.95,0.58902
1107.05,0.58892
1107.95,0.58803
1108.05,0.58794
1108.95,0.58704
1109.05,0.58694
1109.95,0.58604
1110.05,0.58593
1110.95,0.58502
1111.05,0.58492
1111.95,0.584
1112.05,0.5839
1112.95,0.58298
1113.05,0.58287
1113.95,0.58195
1114.05,0.58184
1114.95,0.58091
1115.05,0.58081
1115.95,0.57988
1116.05,0.57977
1116.95,0.57883
1117.05,0.57873
1117.95,0.57779
1118.05,0.57768
1118.95,0.57674
1119.05,0.57663
1119.95,0.57569
1120.05,0.57559
1120.95,0.57464
1121.05,0.57454
1121.95,0.57359
1122.05,0.57348
1122.95,0.57253
1123.05,0.57242
1123.95,0.57146
1124.05,0.57135
1124.95,0.57038
1125.05,0.57028
1125.95,0.5693
1126.05,0.56919
1126.95,0.56821
1127.05,0.56811
1127.95,0.56711
1128.05,0.56701
1128.95,0.56602
1129.05,0.56592
1129.95,0.56493
1130.05,0.56483
1130.95,0.56384
1131.05,0.56374
1131.95,0.56274
1132.05,0.56265
1132.95,0.56166
1133.05,0.56156
1133.95,0.56057
1134.05,0.56047
1134.95,0.55949
1135.05,0.55939
1135.95,0.55842
1136.05,0.55831
1136.95,0.55736
1137.05,0.55725
1137.95,0.5563
1138.05,0.55619
1138.95,0.55524
1139.05,0.55514
1139.95,0.55419
1140.05,0.55409
1140.95,0.55315
1141.05,0.55304
1141.95,0.55211
1142.05,0.552
1142.95,0.55107
1143.05,0.55096
1143.95,0.55002
1144.05,0.54991
1144.95,0.54896
1145.05,0.54885
1145.95,0.54788
1146.05,0.54777
1146.95,0.54679
1147.05,0.54668
1147.95,0.54569
1148.05,0.54557
1148.95,0.54457
1149.05,0.54446
1149.95,0.54346
1150.05,0.54335
1150.95,0.54234
1151.05,0.54223
1151.95,0.54122
1152.05,0.54111
1152.95,0.54011
1153.05,0.54
1153.95,0.53899
1154.05,0.53888
1154.95,0.53788
1155.05,0.53777
1155.95,0.53677
1156.05,0.53666
1156.95,0.53567
1157.05,0.53556
1157.95,0.53458
1158.05,0.53447
1158.95,0.53349
1159.05,0.53338
1159.95,0.5324
1160.05,0.53229
1160.95,0.53131
1161.05,0.53121
1161.95,0.53023
1162.05,0.53012
1162.95,0.52915
1163.05,0.52904
1163.95,0.52806
1164.05,0.52795
1164.95,0.52698
1165.05,0.52687
1165.95,0.52589
1166.05,0.52578
1166.95,0.5248
1167.05,0.52468
1167.95,0.52369
1168.05,0.52357
1168.95,0.52257
1169.05,0.52246
1169.95,0.52146
1170.05,0.52135
1170.95,0.52035
1171.05,0.52024
1171.95,0.51924
1172.05,0.51913
1172.95,0.51814
1173.05,0.51803
1173.95,0.51705
1174.05,0.51694
1174.95,0.51597
1175.05,0.51586
1175.95,0.51489
1176.05,0.51479
1176.95,0.51383
1177.05,0.51373
1177.95,0.51278
1178.05,0.51268
1178.95,0.51175
1179.05,0.51165
1179.95,0.51074
1180.05,0.51063
1180.95,0.50973
1181.05,0.50963
1181.95,0.50875
1182.05,0.50865
1182.95,0.50776
1183.05,0.50767
1183.95,0.50681
1184.05,0.50672
1184.95,0.50588
1185.05,0.50579
1185.95,0.50496
1186.05,0.50487
1186.95,0.50405
1187.05,0.50396
1187.95,0.50315
1188.05,0.50306
1188.95,0.50225
1189.05,0.50217
1189.95,0.50135
1190.05,0.50126
1190.95,0.50046
1191.05,0.50037
1191.95,0.49957
1192.05,0.49948
1192.95,0.4987
1193.05,0.49861
1193.95,0.49782
1194.05,0.49775
1194.95,0.49697
1195.05,0.49689
1195.95,0.49613
1196.05,0.49605
1196.95,0.4953
1197.05,0.49522
1197.95,0.49449
1198.05,0.49441
1198.95,0.49368
1199.05,0.4936
1199.95,0.49291
1200.05,0.49283
1200.95,0.49216
1201.05,0.49209
1201.95,0.49142
1202.05,0.49135
1202.95,0.4907
1203.05,0.49063
1203.95,0.48999
1204.05,0.48992
1204.95,0.48928
1205.05,0.4892
1205.95,0.48856
1206.05,0.48849
1206.95,0.48785
1207.05,0.48778
1207.95,0.48713
1208.05,0.48706
1208.95,0.48642
1209.05,0.48634
1209.95,0.4857
1210.05,0.48563
1210.95,0.48498
1211.05,0.48491
1211.95,0.48427
1212.05,0.4842
1212.95,0.48355
1213.05,0.48349
1213.95,0.48283
1214.05,0.48276
1214.95,0.48212
1215.05,0.48204
1215.95,0.48139
1216.05,0.48132
1216.95,0.48067
1217.05,0.4806
1217.95,0.47995
1218.05,0.47987
1218.95,0.47921
1219.05,0.47914
1219.95,0.47848
1220.05,0.47841
1220.95,0.47775
1221.05,0.47767
1221.95,0.477
1222.05,0.47693
1222.95,0.47626
1223.05,0.47618
1223.95,0.47551
1224.05,0.47544
1224.95,0.47475
1225.05,0.47469
1225.95,0.47399
1226.05,0.47392
1226.95,0.47323
1227.05,0.47315
1227.95,0.47245
1228.05,0.47237
1228.95,0.47166
1229.05,0.47158
1229.95,0.47086
1230.05,0.47078
1230.95,0.47006
1231.05,0.46998
1231.95,0.46925
1232.05,0.46918
1232.95,0.46844
1233.05,0.46836
1233.95,0.46763
1234.05,0.46754
1234.95,0.46681
1235.05,0.46672
1235.95,0.46598
1236.05,0.4659
1236.95,0.46515
1237.05,0.46507
1237.95,0.46433
1238.05,0.46424
1238.95,0.46351
1239.05,0.46343
1239.95,0.46268
1240.05,0.4626
1240.95,0.46186
1241.05,0.46177
1241.95,0.46103
1242.05,0.46095
1242.95,0.46019
1243.05,0.46011
1243.95,0.45934
1244.05,0.45926
1244.95,0.45848
1245.05,0.45839
1245.95,0.45761
1246.05,0.45752
1246.95,0.45673
1247.05,0.45664
1247.95,0.45584
1248.05,0.45575
1248.95,0.45493
1249.05,0.45485
1249.95,0.45401
1250.05,0.45391
1250.95,0.45308
1251.05,0.45298
1251.95,0.45214
1252.05,0.45205
1252.95,0.45121
1253.05,0.45111
1253.95,0.45027
1254.05,0.45018
1254.95,0.44935
1255.05,0.44925
1255.95,0.44843
1256.05,0.44834
1256.95,0.44753
1257.05,0.44744
1257.95,0.44663
1258.05,0.44654
1258.95,0.44574
1259.05,0.44565
1259.95,0.44486
1260.05,0.44477
1260.95,0.44398
1261.05,0.4439
1261.95,0.44311
1262.05,0.44303
1262.95,0.44225
1263.05,0.44217
1263.95,0.4414
1264.05,0.44131
1264.95,0.44055
1265.05,0.44047
1265.95,0.4397
1266.05,0.43961
1266.95,0.43885
1267.05,0.43877
1267.95,0.43801
1268.05,0.43793
1268.95,0.43718
1269.05,0.4371
1269.95,0.43635
1270.05,0.43627
1270.95,0.43553
1271.05,0.43545
1271.95,0.43473
1272.05,0.43465
1272.95,0.43394
1273.05,0.43386
1273.95,0.43315
1274.05,0.43307
1274.95,0.43238
1275.05,0.4323
1275.95,0.43162
1276.05,0.43155
1276.95,0.43087
1277.05,0.43079
1277.95,0.43014
1278.05,0.43006
1278.95,0.42942
1279.05,0.42935
1279.95,0.42871
1280.05,0.42864
1280.95,0.42803
1281.05,0.42796
1281.95,0.42736
1282.05,0.42729
1282.95,0.42672
1283.05,0.42666
1283.95,0.42611
1284.05,0.42605
1284.95,0.4255
1285.05,0.42544
1285.95,0.42491
1286.05,0.42485
1286.95,0.42431
1287.05,0.42426
1287.95,0.42372
1288.05,0.42366
1288.95,0.42311
1289.05,0.42305
1289.95,0.42251
1290.05,0.42245
1290.95,0.42189
1291.05,0.42184
1291.95,0.42128
1292.05,0.42122
1292.95,0.42067
1293.05,0.42061
1293.95,0.42004
1294.05,0.41998
1294.95,0.41942
1295.05,0.41936
1295.95,0.41879
1296.05,0.41873
1296.95,0.41817
1297.05,0.41811
1297.95,0.41754
1298.05,0.41748
1298.95,0.41692
1299.05,0.41685
1299.95,0.4163
1300.05,0.41624
1300.95,0.41567
1301.05,0.41561
1301.95,0.41505
1302.05,0.41499
1302.95,0.41443
1303.05,0.41436
1303.95,0.41381
1304.05,0.41374
1304.95,0.41318
1305.05,0.41312
1305.95,0.41256
1306.05,0.4125
1306.95,0.41194
1307.05,0.41187
1307.95,0.4113
1308.05,0.41124
1308.95,0.41068
1309.05,0.41061
1309.95,0.41004
1310.05,0.40997
1310.95,0.4094
1311.05,0.40933
1311.95,0.40875
1312.05,0.40869
1312.95,0.40811
1313.05,0.40804
1313.95,0.40747
1314.05,0.4074
1314.95,0.40682
1315.05,0.40676
1315.95,0.4062
1316.05,0.40614
1316.95,0.40557
1317.05,0.40551
1317.95,0.40495
1318.05,0.40489
1318.95,0.40433
1319.05,0.40427
1319.95,0.40371
1320.05,0.40365
1320.95,0.40309
1321.05,0.40302
1321.95,0.40245
1322.05,0.40238
1322.95,0.40182
1323.05,0.40175
1323.95,0.40118
1324.05,0.40111
1324.95,0.40055
1325.05,0.40048
1325.95,0.39991
1326.05,0.39986
1326.95,0.39929
1327.05,0.39922
1327.95,0.39867
1328.05,0.3986
1328.95,0.39804
1329.05,0.39798
1329.95,0.39742
1330.05,0.39736
1330.95,0.39679
1331.05,0.39673
1331.95,0.39618
1332.05,0.39611
1332.95,0.39555
1333.05,0.39549
1333.95,0.39493
1334.05,0.39487
1334.95,0.39432
1335.05,0.39425
1335.95,0.39368
1336.05,0.39362
1336.95,0.39306
1337.05,0.393
1337.95,0.39241
1338.05,0.39235
1338.95,0.39177
1339.05,0.39171
1339.95,0.39112
1340.05,0.39106
1340.95,0.39047
1341.05,0.39041
1341.95,0.38982
1342.05,0.38976
1342.95,0.38916
1343.05,0.38909
1343.95,0.38851
1344.05,0.38844
1344.95,0.38784
1345.05,0.38778
1345.95,0.38718
1346.05,0.38712
1346.95,0.38653
1347.05,0.38646
1347.95,0.38586
1348.05,0.38579
1348.95,0.3852
1349.05,0.38514
1349.95,0.38454
1350.05,0.38448
1350.95,0.38389
1351.05,0.38382
1351.95,0.38323
1352.05,0.38317
1352.95,0.38257
1353.05,0.38251
1353.95,0.38192
1354.05,0.38186
1354.95,0.38126
1355.05,0.3812
1355.95,0.38062
1356.05,0.38055
1356.95,0.37997
1357.05,0.3799
1357.95,0.37932
1358.05,0.37925
1358.95,0.37868
1359.05,0.37861
1359.95,0.37803
1360.05,0.37797
1360.95,0.3774
1361.05,0.37733
1361.95,0.37677
1362.05,0.3767
1362.95,0.37613
1363.05,0.37607
1363.95,0.37551
1364.05,0.37545
1364.95,0.37489
1365.05,0.37482
1365.95,0.37428
1366.05,0.37421
1366.95,0.37366
1367.05,0.3736
1367.95,0.37306
1368.05,0.373
1368.95,0.37245
1369.05,0.37239
1369.95,0.37186
1370.05,0.3718
1370.95,0.37127
1371.05,0.37121
1371.95,0.37067
1372.05,0.37061
1372.95,0.37009
1373.05,0.37003
1373.95,0.36949
1374.05,0.36943
1374.95,0.36891
1375.05,0.36885
1375.95,0.36831
1376.05,0.36825
1376.95,0.36771
1377.05,0.36765
1377.95,0.36711
1378.05,0.36705
1378.95,0.36651
1379.05,0.36645
1379.95,0.3659
1380.05,0.36584
1380.95,0.3653
1381.05,0.36524
1381.95,0.36469
1382.05,0.36464
1382.95,0.3641
1383.05,0.36404
1383.95,0.3635
1384.05,0.36344
1384.95,0.36289
1385.05,0.36283
1385.95,0.36229
1386.05,0.36222
1386.95,0.36167
1387.05,0.36161
1387.95,0.36106
1388.05,0.361
1388.95,0.36043
1389.05,0.36037
1389.95,0.35982
1390.05,0.35976
1390.95,0.35919
1391.05,0.35914
1391.95,0.35857
1392.05,0.3585
1392.95,0.35794
1393.05,0.35788
1393.95,0.3573
1394.05,0.35724
1394.95,0.35667
1395.05,0.35661
1395.95,0.35603
1396.05,0.35597
1396.95,0.3554
1397.05,0.35534
1397.95,0.35477
1398.05,0.3547
1398.95,0.35413
1399.05,0.35406
1399.95,0.35349
1400.05,0.35343
1400.95,0.35285
1401.05,0.35278
1401.95,0.35221
1402.05,0.35215
1402.95,0.35157
1403.05,0.3515
1403.95,0.35093
1404.05,0.35086
1404.95,0.35028
1405.05,0.35022
1405.95,0.34963
1406.05,0.34957
1406.95,0.34899
1407.05,0.34892
1407.95,0.34834
1408.05,0.34827
1408.95,0.34769
1409.05,0.34762
1409.95,0.34704
1410.05,0.34698
1410.95,0.34639
1411.05,0.34632
1411.95,0.34574
1412.05,0.34568
1412.95,0.34509
1413.05,0.34503
1413.95,0.34446
1414.05,0.3444
1414.95,0.34383
1415.05,0.34377
1415.95,0.34321
1416.05,0.34315
1416.95,0.34259
1417.05,0.34253
1417.95,0.34197
1418.05,0.34191
1418.95,0.34137
1419.05,0.3413
1419.95,0.34075
1420.05,0.34068
1420.95,0.34014
1421.05,0.34008
1421.95,0.33953
1422.05,0.33947
1422.95,0.33893
1423.05,0.33887
1423.95,0.33833
1424.05,0.33828
1424.95,0.33774
1425.05,0.33768
1425.95,0.33717
1426.05,0.33711
1426.95,0.33659
1427.05,0.33653
1427.95,0.33602
1428.05,0.33597
1428.95,0.33546
1429.05,0.3354
1429.95,0.33491
1430.05,0.33485
1430.95,0.33435
1431.05,0.33429
1431.95,0.33381
1432.05,0.33375
1432.95,0.33326
1433.05,0.33321
1433.95,0.33273
1434.05,0.33268
1434.95,0.33219
1435.05,0.33214
1435.95,0.33166
1436.05,0.33161
1436.95,0.33113
1437.05,0.33107
1437.95,0.33059
1438.05,0.33055
1438.95,0.33008
1439.05,0.33002
1439.95,0.32956
1440.05,0.3295
1440.95,0.32906
1441.05,0.32901
1441.95,0.32856
1442.05,0.32851
1442.95,0.32808
1443.05,0.32803
1443.95,0.32759
1444.05,0.32755
1444.95,0.32712
1445.05,0.32707
1445.95,0.32664
1446.05,0.32659
1446.95,0.32617
1447.05,0.32612
1447.95,0.32568
1448.05,0.32563
1448.95,0.32519
1449.05,0.32514
1449.95,0.32471
1450.05,0.32467
1450.95,0.32422
1451.05,0.32417
1451.95,0.32373
1452.05,0.32368
1452.95,0.32322
1453.05,0.32317
1453.95,0.32272
1454.05,0.32267
1454.95,0.3222
1455.05,0.32215
1455.95,0.3217
1456.05,0.32165
1456.95,0.32118
1457.05,0.32113
1457.95,0.32067
1458.05,0.32062
1458.95,0.32016
1459.05,0.32011
1459.95,0.31964
1460.05,0.31959
1460.95,0.31913
1461.05,0.31908
1461.95,0.31861
1462.05,0.31856
1462.95,0.3181
1463.05,0.31805
1463.95,0.31758
1464.05,0.31753
1464.95,0.31707
1465.05,0.31701
1465.95,0.31653
1466.05,0.31648
1466.95,0.316
1467.05,0.31595
1467.95,0.31544
1468.05,0.31538
1468.95,0.31486
1469.05,0.3148
1469.95,0.31426
1470.05,0.3142
1470.95,0.31367
1471.05,0.31361
1471.95,0.31306
1472.05,0.313
1472.95,0.31246
1473.05,0.3124
1473.95,0.31186
1474.05,0.3118
1474.95,0.31126
1475.05,0.3112
1475.95,0.31067
1476.05,0.31061
1476.95,0.31007
1477.05,0.31001
1477.95,0.30949
1478.05,0.30943
1478.95,0.30891
1479.05,0.30885
1479.95,0.30835
1480.05,0.30829
1480.95,0.30779
1481.05,0.30773
1481.95,0.30725
1482.05,0.30719
1482.95,0.3067
1483.05,0.30665
1483.95,0.30618
1484.05,0.30613
1484.95,0.30566
1485.05,0.3056
1485.95,0.30515
1486.05,0.3051
1486.95,0.30465
1487.05,0.3046
1487.95,0.30416
1488.05,0.30411
1488.95,0.30367
1489.05,0.30362
1489.95,0.30319
1490.05,0.30314
1490.95,0.30272
1491.05,0.30267
1491.95,0.30225
1492.05,0.30221
1492.95,0.3018
1493.05,0.30176
1493.95,0.30135
1494.05,0.30131
1494.95,0.30091
1495.05,0.30087
1495.95,0.30048
1496.05,0.30044
1496.95,0.30006
1497.05,0.30001
1497.95,0.29965
1498.05,0.29961
1498.95,0.29926
1499.05,0.29922
1499.95,0.29888
1500.05,0.29885
1500.95,0.29854
1501.05,0.29851
1501.95,0.29821
1502.05,0.29818
1502.95,0.29789
1503.05,0.29786
1503.95,0.29758
1504.05,0.29755
1504.95,0.29728
1505.05,0.29725
1505.95,0.29699
1506.05,0.29696
1506.95,0.2967
1507.05,0.29667
1507.95,0.29643
1508.05,0.2964
1508.95,0.29614
1509.05,0.29611
1509.95,0.29584
1510.05,0.29581
1510.95,0.29553
1511.05,0.2955
1511.95,0.29521
1512.05,0.29518
1512.95,0.29488
1513.05,0.29484
1513.95,0.29454
1514.05,0.2945
1514.95,0.2942
1515.05,0.29417
1515.95,0.29386
1516.05,0.29382
1516.95,0.29351
1517.05,0.29348
1517.95,0.29317
1518.05,0.29314
1518.95,0.29282
1519.05,0.29279
1519.95,0.29247
1520.05,0.29243
1520.95,0.29211
1521.05,0.29208
1521.95,0.29176
1522.05,0.29172
1522.95,0.29139
1523.05,0.29135
1523.95,0.29101
1524.05,0.29098
1524.95,0.29063
1525.05,0.29059
1525.95,0.29023
1526.05,0.29019
1526.95,0.28981
1527.05,0.28977
1527.95,0.28937
1528.05,0.28932
1528.95,0.28891
1529.05,0.28886
1529.95,0.28844
1530.05,0.2884
1530.95,0.28796
1531.05,0.28791
1531.95,0.28747
1532.05,0.28742
1532.95,0.28697
1533.05,0.28691
1533.95,0.28646
1534.05,0.28641
1534.95,0.28593
1535.05,0.28588
1535.95,0.2854
1536.05,0.28535
1536.95,0.28486
1537.05,0.2848
1537.95,0.28431
1538.05,0.28426
1538.95,0.28375
1539.05,0.28369
1539.95,0.28319
1540.05,0.28313
1540.95,0.2826
1541.05,0.28254
1541.95,0.282
1542.05,0.28194
1542.95,0.28137
1543.05,0.2813
1543.95,0.28073
1544.05,0.28066
1544.95,0.28007
1545.05,0.28
1545.95,0.27941
1546.05,0.27935
1546.95,0.27875
1547.05,0.27869
1547.95,0.27809
1548.05,0.27802
1548.95,0.27742
1549.05,0.27736
1549.95,0.27675
1550.05,0.27668
1550.95,0.27608
1551.05,0.27601
1551.95,0.2754
1552.05,0.27534
1552.95,0.27471
1553.05,0.27464
1553.95,0.27402
1554.05,0.27395
1554.95,0.27333
1555.05,0.27326
1555.95,0.27262
1556.05,0.27255
1556.95,0.27192
1557.05,0.27185
1557.95,0.2712
1558.05,0.27114
1558.95,0.27049
1559.05,0.27042
1559.95,0.26979
1560.05,0.26971
1560.95,0.26908
1561.05,0.26901
1561.95,0.26839
1562.05,0.26832
1562.95,0.26771
1563.05,0.26764
1563.95,0.26705
1564.05,0.26698
1564.95,0.26641
1565.05,0.26635
1565.95,0.26578
1566.05,0.26572
1566.95,0.26517
1567.05,0.26511
1567.95,0.26458
1568.05,0.26452
1568.95,0.26398
1569.05,0.26392
1569.95,0.26341
1570.05,0.26335
1570.95,0.26284
1571.05,0.26279
1571.95,0.26231
1572.05,0.26225
1572.95,0.26178
1573.05,0.26173
1573.95,0.26128
1574.05,0.26124
1574.95,0.26081
1575.05,0.26077
1575.95,0.26035
1576.05,0.26031
1576.95,0.25992
1577.05,0.25988
1577.95,0.25949
1578.05,0.25944
1578.95,0.25907
1579.05,0.25903
1579.95,0.25865
1580.05,0.25861
1580.95,0.25824
1581.05,0.2582
1581.95,0.25785
1582.05,0.25781
1582.95,0.25746
1583.05,0.25742
1583.95,0.25706
1584.05,0.25702
1584.95,0.25668
1585.05,0.25664
1585.95,0.2563
1586.05,0.25626
1586.95,0.25593
1587.05,0.25589
1587.95,0.25557
1588.05,0.25553
1588.95,0.25522
1589.05,0.25518
1589.95,0.25488
1590.05,0.25485
1590.95,0.25456
1591.05,0.25453
1591.95,0.25424
1592.05,0.2542
1592.95,0.25392
1593.05,0.25389
1593.95,0.2536
1594.05,0.25358
1594.95,0.2533
1595.05,0.25326
1595.95,0.25298
1596.05,0.25295
1596.95,0.25266
1597.05,0.25263
1597.95,0.25235
1598.05,0.25232
1598.95,0.25203
1599.05,0.252
1599.95,0.2517
1600.05,0.25167
1600.95,0.25137
1601.05,0.25134
1601.95,0.25104
1602.05,0.251
1602.95,0.2507
1603.05,0.25066
1603.95,0.25035
1604.05,0.25032
1604.95,0.25001
1605.05,0.24998
1605.95,0.24966
1606.05,0.24963
1606.95,0.24931
1607.05,0.24928
1607.95,0.24898
1608.05,0.24895
1608.95,0.24864
1609.05,0.24861
1609.95,0.24831
1610.05,0.24827
1610.95,0.24799
1611.05,0.24796
1611.95,0.24768
1612.05,0.24765
1612.95,0.24738
1613.05,0.24735
1613.95,0.24709
1614.05,0.24706
1614.95,0.24683
1615.05,0.2468
1615.95,0.24658
1616.05,0.24655
1616.95,0.24634
1617.05,0.24632
1617.95,0.24612
1618.05,0.2461
1618.95,0.24591
1619.05,0.2459
1619.95,0.24574
1620.05,0.24572
1620.95,0.24557
1621.05,0.24555
1621.95,0.24541
1622.05,0.2454
1622.95,0.24528
1623.05,0.24527
1623.95,0.24517
1624.05,0.24516
1624.95,0.24538
1625.05,0.24543
1625.95,0.24583
1626.05,0.24586
1626.95,0.24607
1627.05,0.24608
1627.95,0.246
1628.05,0.24597
1628.95,0.24547
1629.05,0.24539
1629.95,0.24474
1630.05,0.2447
1630.95,0.24432
1631.05,0.24427
1631.95,0.24388
1632.05,0.24383
1632.95,0.24344
1633.05,0.24339
1633.95,0.24297
1634.05,0.24293
1634.95,0.24251
1635.05,0.24246
1635.95,0.24202
1636.05,0.24197
1636.95,0.24152
1637.05,0.24148
1637.95,0.24102
1638.05,0.24097
1638.95,0.2405
1639.05,0.24045
1639.95,0.23999
1640.05,0.23993
1640.95,0.23945
1641.05,0.2394
1641.95,0.23892
1642.05,0.23887
1642.95,0.23838
1643.05,0.23832
1643.95,0.23783
1644.05,0.23778
1644.95,0.23728
1645.05,0.23722
1645.95,0.23673
1646.05,0.23667
1646.95,0.23616
1647.05,0.23611
1647.95,0.23561
1648.05,0.23555
1648.95,0.23504
1649.05,0.23499
1649.95,0.23448
1650.05,0.23443
1650.95,0.23392
1651.05,0.23386
1651.95,0.23336
1652.05,0.2333
1652.95,0.23279
1653.05,0.23274
1653.95,0.23224
1654.05,0.23218
1654.95,0.23168
1655.05,0.23162
1655.95,0.23113
1656.05,0.23108
1656.95,0.23058
1657.05,0.23053
1657.95,0.23004
1658.05,0.22999
1658.95,0.2295
1659.05,0.22945
1659.95,0.22898
1660.05,0.22893
1660.95,0.22845
1661.05,0.2284
1661.95,0.22794
1662.05,0.22789
1662.95,0.22744
1663.05,0.22738
1663.95,0.22685
1664.05,0.22679
1664.95,0.22624
1665.05,0.22618
1665.95,0.22568
1666.05,0.22563
1666.95,0.22516
1667.05,0.2251
1667.95,0.22468
1668.05,0.22463
1668.95,0.22422
1669.05,0.22418
1669.95,0.22381
1670.05,0.22376
1670.95,0.22341
1671.05,0.22337
1671.95,0.22303
1672.05,0.223
1672.95,0.22269
1673.05,0.22266
1673.95,0.22236
1674.05,0.22233
1674.95,0.22204
1675.05,0.22201
1675.95,0.22173
1676.05,0.2217
1676.95,0.22144
1677.05,0.22141
1677.95,0.22115
1678.05,0.22112
1678.95,0.22081
1679.05,0.22077
